u,v,pois_count
5977759386,5977759175,1
5977759386,5977759389,1
5977759386,5977759402,1
5977759387,5977759159,1
5977759387,5977759161,1
5977759387,5977854572,1
5977759388,5977759127,1
5977759388,5977759175,1
5977759388,5977759423,1
5977759389,5977759127,1
5977759389,5977759386,1
5977759389,5977759404,1
5977759397,5977759398,1
5977759397,5977759404,1
5977759397,5977759414,1
5977759398,5977759136,1
5977759398,5977759142,1
5977759398,5977759397,1
5977759398,5977759399,1
5977759399,5977759398,1
5977759399,5977759401,1
5977759399,5977759404,1
5977759401,5977759125,1
5977759401,5977759142,1
5977759401,5977759399,1
5977759402,5977759119,1
5977759402,5977759386,1
5977759402,5977759438,1
5977759404,5977759389,1
5977759404,5977759397,1
5977759404,5977759399,1
5977759413,5977759414,1
5977759414,5977759397,1
5977759414,5977759413,1
5977759414,5977759416,1
5977759415,5977759416,1
5977759416,5977759414,1
5977759416,5977759415,1
5977759416,5977759421,1
5977759421,5977759137,1
5977759421,5977759416,1
5977759421,5977759423,1
5977759423,5977759138,1
5977759423,5977759388,1
5977759423,5977759421,1
5977759424,5977759161,1
5977759428,5977759137,1
5977759430,5977759126,1
5977759431,5977759125,1
5977759432,5977759124,1
5977759433,5977759123,1
5977759434,5977759122,1
5977759435,5977759121,1
5977759436,5977759120,1
5977759437,5977759119,1
5977759438,5977759402,1
5977759446,8337224287,1
5977759448,5977759138,1
5977759454,5977759136,1
5977759455,5977759126,1
5977854572,5977759387,1
5985496093,7905067316,1
5996601373,8949022921,1
5999985006,298630884,1
5999985006,1802854810,1
5999985006,2428201599,1
6013172833,4610694253,1
6013172833,4610698593,1
6013172833,6013172872,1
6013172872,6013172833,1
6013172873,6013173688,1
6013173688,266331710,1
6013173688,6013172873,1
6013173688,6013173713,1
6013173713,266329166,1
6013173713,1064661006,1
6013173713,6013173688,1
6013173713,6370761000,1
6026909814,10266424815,1
6026909831,10655348160,1
6026909832,10266424816,1
6026909832,10655348156,1
6026909843,10266424816,1
6031567438,287403529,1
6031567438,287404275,1
6045824954,6045824955,1
6045824955,6045824954,1
6045824955,6045824957,1
6045824955,6045824970,1
6045824956,6045824957,1
6045824957,6045824955,1
6045824957,6045824956,1
6045824957,6045824959,1
6045824957,7251515664,2
6045824958,6045824959,1
6045824959,6045824957,1
6045824959,6045824958,1
6045824959,6045824960,1
6045824960,6045824959,1
6045824960,6045824975,1
6045824960,6045824984,1
6045824961,6045824962,1
6045824962,6045824961,1
6045824962,6045824965,1
6045824962,6045824972,1
6045824963,6045824964,1
6045824963,6045824965,1
6045824963,6045824970,1
6045824964,6045824963,1
6045824965,6045824962,1
6045824965,6045824963,1
6045824965,6045824966,1
6045824966,6045824965,1
6045824967,6045824969,1
6045824969,6045824967,1
6045824969,6045824970,1
6045824969,10146823633,1
6045824970,6045824955,1
6045824970,6045824963,1
6045824970,6045824969,1
6045824972,6045824962,1
6045824972,6045824974,1
6045824972,9645573065,1
6045824973,6045824974,1
6045824973,6045824978,1
6045824973,6045824980,1
6045824974,6045824972,1
6045824974,6045824973,1
6045824974,6045824982,1
6045824975,6045824960,1
6045824975,6045824977,1
6045824975,10146823637,1
6045824977,6045824975,1
6045824978,6045824973,1
6045824978,6045824979,1
6045824978,10146823629,1
6045824979,6045824978,1
6045824980,6045824973,1
6045824980,6045824981,1
6045824980,6045824982,1
6045824981,6045824980,1
6045824982,6045824974,1
6045824982,6045824980,1
6045824982,6045824983,1
6045824982,6045824984,1
6045824983,6045824982,1
6045824984,6045824960,1
6045824984,6045824982,1
6045824984,6045828885,1
6045828885,6045824984,1
6048839703,6048839750,1
6048839704,6048839750,1
6048839750,6048839703,1
6048839750,6048839704,1
6070392328,6070392332,1
6070392332,6070392328,1
6070392333,6070392338,1
6070392338,6070392333,1
6080996476,1555730315,1
6080996481,287403833,1
6088923952,6088923956,1
6088923952,8300566248,1
6088923956,6088923957,1
6088923957,5284835307,1
6088923957,8300566253,1
6088923961,3035052614,1
6095309899,6095309901,1
6095309899,6095309903,1
6095309899,6095309910,1
6095309900,6095309901,1
6095309900,6095309903,1
6095309900,9534611999,1
6095309901,6095309899,1
6095309901,6095309900,1
6095309901,6095309902,1
6095309902,6095309901,1
6095309902,6095309914,1
6095309902,9534611999,1
6095309903,1524398120,1
6095309903,6095309899,1
6095309903,6095309900,1
6095309908,6095309910,1
6095309910,1524398120,1
6095309910,6095309899,1
6095309910,6095309908,1
6095309912,6095309913,2
6095309912,6095309914,1
6095309912,6095309916,1
6095309913,6095309912,2
6095309914,6095309902,1
6095309914,6095309912,1
6095309914,6095309915,2
6095309915,6095309914,2
6095309916,6095309912,1
6127022490,307670961,1
6127022490,2351900929,1
6127022490,6127022491,1
6127022491,6127022490,1
6127027839,6127027841,1
6127027839,6127027843,2
6127027839,6127027847,1
6127027839,7248487212,1
6127027840,6127027846,1
6127027840,10784772871,1
6127027840,10784772883,1
6127027841,6127027839,1
6127027841,7248487212,1
6127027841,10784772847,1
6127027842,7090704350,1
6127027842,10784772847,1
6127027842,10784772883,1
6127027843,6127027839,2
6127027846,6127027840,1
6127027846,6127027847,1
6127027846,7090704350,1
6127027846,7248487212,1
6127027847,1028304546,1
6127027847,6127027839,1
6127027847,6127027846,1
6166087998,6166087999,1
6166087999,6166087998,1
6166087999,6166088002,1
6166087999,9008136750,1
6166088002,6166087999,1
6167110420,532251555,1
6167110421,10074556269,1
6167110422,10074584859,1
6167117652,6167117653,1
6167117653,257802857,1
6167117653,257802858,1
6167117653,6167117652,1
6167979436,6167979437,1
6167979437,1277939649,1
6167979437,6167979436,1
6167979437,6167979438,1
6167979438,6167979437,1
6167979439,6167979440,1
6167979440,6167979437,1
6167979440,6167979439,1
6167979440,6167979441,1
6167979441,6167979440,1
6167979442,1294343345,1
6167979442,6167979443,1
6167979443,6167979442,1
6167979444,1277939662,1
6167979445,6167979442,1
6167979445,6167979446,1
6167979446,3496749439,1
6167979446,6167979445,1
6167979446,6167979447,1
6167979447,1277939654,1
6167979447,1277939659,1
6167979447,1277939664,1
6167979447,6167979446,1
6179685303,469434545,1
6179685303,1142417037,1
6203761986,9006256562,1
6218148278,6218148282,1
6218148282,6218148278,1
6218148282,6218150585,1
6218148282,6218150601,1
6218150585,6218148282,1
6218150601,6218148282,1
6265161129,4607175861,1
6266805453,10815928525,2
6270574437,4745313112,3
6270574437,5798220223,6
6270574437,5798220228,3
6270574441,31893712,2
6270574441,4745313107,3
6270574441,5798220228,2
6270574463,5798220223,3
6270574463,6270574492,6
6270574478,6270574492,3
6270574478,6270574511,6
6270574488,6270574508,3
6270574488,6270574511,3
6270574488,9949637472,3
6270574492,6270574463,6
6270574492,6270574478,3
6270574492,6270574510,3
6270574508,6270574488,3
6270574508,6270574510,3
6270574508,6270574511,3
6270574510,6270574492,3
6270574510,6270574508,3
6270574510,9949637472,3
6270574511,6270574478,6
6270574511,6270574488,3
6270574511,6270574508,3
6270574790,6270574791,3
6270574790,6270574891,3
6270574790,6270574893,3
6270574791,6270574790,3
6270574791,6270574891,3
6270574791,6270574892,3
6270574824,4745313107,3
6270574824,6270574905,3
6270574824,6270575037,3
6270574824,6270575061,3
6270574825,4745313100,3
6270574825,4745313107,3
6270574825,6270575061,3
6270574838,4745313094,3
6270574838,6270574846,3
6270574843,6270574850,3
6270574843,6270575072,3
6270574846,6270574843,3
6270574846,6270575074,3
6270574850,4745313111,3
6270574850,6270574838,3
6270574885,5798220234,3
6270574885,6270574892,6
6270574891,4745313112,3
6270574891,6270574790,3
6270574891,6270574791,3
6270574892,6270574791,3
6270574892,6270574885,6
6270574892,6270574893,3
6270574892,6270575072,3
6270574893,5798220234,3
6270574893,6270574790,3
6270574893,6270574892,3
6270574900,4745313102,3
6270574900,4745313107,3
6270574900,6270574905,3
6270574905,4745313102,3
6270574905,6270574824,3
6270574905,6270574900,3
6270574905,9949637475,3
6270574911,4745313087,3
6270574911,4745313104,3
6270574911,9949637475,3
6270575037,6270574824,3
6270575037,6270574911,3
6270575037,10098625017,3
6270575041,6270575037,3
6270575041,6270575061,3
6270575041,10102161526,3
6270575061,6270574824,3
6270575061,6270574825,3
6270575061,6270575041,3
6270575072,6270574843,3
6270575072,6270574892,3
6270575072,6270575074,3
6270575072,10098617715,3
6270575074,6270574846,3
6270575074,6270575072,3
6270575074,6270575075,3
6270575074,10098625017,3
6270575075,4745313105,3
6270575075,6270575074,3
6270575075,10102161526,3
6284075936,6284075937,1
6284075937,6284075936,1
6284075937,6284075938,1
6284075937,6284075944,1
6284075938,6284075937,1
6284075938,6284075944,1
6284075938,9770172107,1
6284075944,6284075937,1
6284075944,6284075938,1
6284075944,6587693424,1
6295247585,1411965498,1
6295247585,1412308986,1
6295247585,6295247587,1
6295247587,1411996803,1
6295247587,6295247585,1
6295247587,6295247599,1
6295247599,1411996759,1
6295247599,1411996831,1
6295247599,6295247587,1
6295247618,6295247619,1
6295247618,10815343768,1
6295247618,10815343770,1
6295247619,6295247618,1
6295247619,6295247620,1
6295247619,10815343759,1
6295247619,10815343763,1
6295247620,2914167966,1
6295247620,2914167974,1
6295247620,6295247619,1
6328325387,3623358704,1
6328331001,5538725457,1
6332099145,2702106608,1
6332099145,2740484057,1
6332099145,5545093094,1
6332099147,5545093094,1
6332099147,6332099153,1
6332099147,10940170737,1
6332099148,2702106553,1
6332099148,6332099150,1
6332099148,6332099157,1
6332099150,6332099148,1
6332099150,6332099151,1
6332099150,6332099157,1
6332099151,2702106538,1
6332099151,2702106606,1
6332099151,6332099150,1
6332099153,2702106608,1
6332099153,6332099147,1
6332099153,6332099156,1
6332099156,3346885487,1
6332099156,6332099153,1
6332099156,6332099157,1
6332099157,6332099148,1
6332099157,6332099150,1
6332099157,6332099156,1
6333978178,4950654774,1
6333978178,6333978179,1
6333978178,7434992314,1
6333978179,6333978178,1
6333978179,7434992316,1
6333978179,8946266522,1
6357644302,6357644331,1
6357644302,7726386286,1
6357644303,7726386308,1
6357644313,1271881177,1
6357644314,6357644328,1
6357644328,1190873098,1
6357644328,4588674305,1
6357644331,2277592989,1
6357644331,7726386384,1
6357807877,4247010726,1
6357807884,4247010726,1
6357807884,6357807889,1
6357807889,5247001065,1
6357807889,5247001099,1
6357807889,6357807884,1
6359420351,7726312669,1
6359420351,8553130644,1
6359420351,10033485130,1
6359420352,8555330877,1
6359420470,3207920882,1
6359420470,6357644328,1
6359420472,1628379741,1
6359420501,1329110165,1
6359420521,569012948,1
6359420521,7726386291,1
6359420521,7726386308,1
6359420523,1190873107,1
6359420523,4588674304,1
6359877785,6359877788,1
6359877788,33034490,1
6359877788,6359877793,1
6359877793,297270632,1
6359877793,10844066308,1
6370760177,6370760180,1
6370760177,7456869361,1
6370760177,7456869362,1
6370760180,17176975,1
6370760180,6370760177,1
6370760180,7924143983,1
6370760181,6370761000,1
6370761000,6013173713,1
6370761000,6370760181,1
6370761000,8208818622,1
6370761022,8208818618,1
6387785079,1277430423,1
6387785079,1277430599,1
6387785079,6387785080,1
6387785080,6387785079,1
6402189094,7424040085,1
6422601090,7912152284,1
6422601094,7912152284,1
6441682130,1717811904,1
6498627362,6498627366,1
6498627362,10044966004,1
6498627362,10044973877,1
6498627366,6498627362,1
6498627366,6498627372,1
6498627366,10044965953,1
6498627366,10044973877,1
6498627372,6498627366,1
6498627372,10044965953,1
6498627372,10044965993,1
6498627372,10044973890,1
6498627376,10044965953,1
6498627376,10044965954,1
6498627376,10044966003,1
6498642086,10044965993,1
6498642086,10044973875,1
6498642086,10044973876,1
6498642086,10044973911,1
6498642117,10044965959,1
6498642117,10044965960,1
6498642117,10044973857,1
6498642269,6498642274,1
6498642274,6498642269,1
6498642274,9384618408,1
6498642274,10044973837,2
6498642292,9384618385,1
6498642292,9384618408,1
6498642292,9384618410,1
6498669102,6498669103,1
6498669102,10044973877,1
6498669102,10044973890,1
6498669103,6498669102,1
6499281750,3677265538,1
6499281752,6499281754,1
6499281753,6499281754,1
6499281754,6499281752,1
6499281754,6499281753,1
6499281754,6499281755,1
6499281755,6499281754,1
6499281761,10599217395,1
6504243368,5109815918,1
6504243368,5109815920,1
6504243368,6504243371,1
6504243371,1579322700,1
6504243371,5109815920,1
6504243371,6504243368,1
6504243371,6504243374,1
6504243374,5109815915,1
6504243374,5109815920,1
6504243374,6504243371,1
6504243376,9947100029,1
6504243379,9947092208,1
6504243380,9947099963,2
6504243384,9947100029,1
6504243787,1614160599,1
6504243787,7869946131,1
6504243787,10602131106,1
6509427544,2899149635,1
6509427544,8300566249,1
6509427544,8300566256,1
6509427544,8300566277,1
6509427553,8300566277,1
6509427553,8491602210,1
6509427553,8491602214,1
6509427553,9813222261,1
6513086926,393811343,1
6513086926,393811353,1
6513086926,3294595614,1
6513086927,6513086928,1
6513086928,6513086927,1
6525157208,6525157209,1
6525157209,5631285443,1
6525157209,6525157208,1
6525157209,6525157216,1
6525157210,6525157212,1
6525157210,6525157216,1
6525157210,6525157226,1
6525157212,6525157210,1
6525157212,6525157224,1
6525157212,6525157226,1
6525157213,6525157214,1
6525157213,6525157221,1
6525157213,6525157231,1
6525157214,6525157213,1
6525157214,6525157219,1
6525157214,6525157221,1
6525157215,6525157219,1
6525157216,5631285439,1
6525157216,6525157209,1
6525157216,6525157210,1
6525157219,5631285439,1
6525157219,6525157214,1
6525157219,6525157215,1
6525157221,257789994,1
6525157221,6525157213,1
6525157221,6525157214,1
6525157221,6525157222,1
6525157222,6525157221,1
6525157224,6525157212,1
6525157225,5631285443,1
6525157226,6525157210,1
6525157226,6525157212,1
6525157226,6525157231,1
6525157231,5631285439,1
6525157231,6525157213,1
6525157231,6525157226,1
6532882620,6532882681,1
6532882627,6532882681,1
6532882637,6532882652,1
6532882639,6532882656,2
6532882647,6532882652,1
6532882652,6532882637,1
6532882652,6532882647,1
6532882652,6532882681,1
6532882656,6532882639,2
6532882681,6532882620,1
6532882681,6532882627,1
6532882681,6532882652,1
6533532882,6533532883,1
6533532883,6533532882,1
6533532883,6533532884,2
6533532883,8561125140,2
6533532884,1614288289,1
6533532884,6533532883,2
6551516283,6551574287,1
6551574287,6551516283,1
6570982868,1579713401,1
6574247571,1579322672,1
6587693424,6284075944,1
6606543849,4209879604,1
6611055551,6993593874,1
6646132086,697549,1
6646132086,7726386367,1
6646132086,7726386382,1
6648993923,5310063096,1
6668044337,368366812,1
6668044356,368366811,1
6720655328,6720655335,1
6720655328,7355288301,1
6720655328,9502864003,1
6720655332,428835029,1
6720655332,9502863988,1
6720655332,9502864015,1
6720655335,6720655328,1
6720655338,7355288307,1
6720655339,10184501639,1
6720655344,7355288304,1
6720655344,7355288308,1
6751167234,6751167235,1
6751167235,3903388174,1
6751167235,6751167234,1
6751167235,6751167241,1
6751167241,6751167235,1
6759510908,6760379502,1
6759510908,6760379504,1
6759510908,8289881062,1
6759510909,2975708194,1
6759510909,6760379502,1
6759510909,6760379503,1
6760379499,2739474781,1
6760379499,2739474782,1
6760379499,6760379501,1
6760379501,6760379499,1
6760379501,6760379502,1
6760379501,6760379503,1
6760379501,6760379504,1
6760379502,6759510908,1
6760379502,6759510909,1
6760379502,6760379501,1
6760379503,2739474782,1
6760379503,6759510909,1
6760379503,6760379501,1
6760379504,31267572,1
6760379504,6759510908,1
6760379504,6760379501,1
6762367310,7416620560,1
6762367311,1585537175,1
6762367311,1673177225,1
6762367311,7416620560,1
6778985985,10902253076,1
6779951486,6779951489,2
6779951489,6779951486,2
6791996026,5355589110,1
6791996026,5355589111,1
6791996026,6791996030,1
6791996030,5355589109,1
6791996030,5355589111,1
6791996030,6791996026,1
6816079195,6816079197,1
6816079197,6816079195,1
6816079201,6816079202,1
6816079202,6816079201,1
6817551023,5320812212,1
6835712355,4950676396,1
6835712355,5714634293,1
6835712355,8491663723,1
6844933051,6844933052,1
6844933052,282838531,1
6844933052,282838796,1
6844933052,6844933051,1
6863780754,6863780755,1
6863780754,8491602206,1
6863780754,9719784477,1
6863780755,7244214,1
6863780755,388447788,1
6863780755,6863780754,1
6863780757,2691458207,1
6863780757,6863780758,1
6863780757,8491663725,1
6863780758,1585537532,1
6863780758,6863780757,1
6863780758,10888538911,1
6863780760,8491602213,1
6863780760,8491663725,1
6863780760,10888538911,1
6878483610,299742418,2
6878483610,299742427,2
6878483610,9425476692,2
6878483616,6878483629,3
6878483616,9965519146,3
6878483616,9966117728,3
6878483618,6878483629,3
6878483618,9966117728,3
6878483618,10016366235,3
6878483618,10023130016,3
6878483625,300564303,2
6878483625,10016015838,2
6878483625,10023130016,3
6878483629,6878483616,3
6878483629,6878483618,3
6878483629,10016366235,3
6898133047,6898133048,2
6898133047,6898133049,2
6898133047,9422348825,2
6898133048,727429930,2
6898133048,3029403295,2
6898133048,6898133047,2
6898133049,31893721,2
6898133049,1334346167,2
6898133049,6898133047,2
6898133051,9422348825,2
6905133803,6905133837,1
6905133834,6905133835,1
6905133835,6905133834,1
6905133835,6905133836,1
6905133835,6905133837,1
6905133836,6905133835,1
6905133837,1516232796,1
6905133837,6905133803,1
6905133837,6905133835,1
6910558626,8222638948,1
6938223162,3835639485,1
6938223162,3835639495,1
6938223162,6938223163,1
6938223163,287909912,1
6938223163,6938223162,1
6938223163,6938223164,1
6938223164,3835639499,1
6938223164,6938223163,1
6938223164,6938223171,1
6938223164,9350667396,1
6938223171,6938223164,1
6943455250,1629755717,2
6943455277,257790024,1
6943466028,7430325763,1
6943466041,7430325760,1
6943466041,7430325766,1
6943466042,6943466043,1
6943466042,7430325746,1
6943466042,7430325747,1
6943466043,6943466042,1
6943466048,6943466049,1
6943466049,6943466048,1
6943466049,7430325749,1
6943466049,7430325750,1
6946532829,6946532830,1
6946532830,6946532829,1
6946532830,8951694127,1
6946532830,8951694160,1
6952974537,3931242758,1
6952974537,10015689501,1
6952974537,10015793007,1
6978540204,6978540206,1
6978540205,6978540206,1
6978540205,6978540208,1
6978540205,6978540209,1
6978540206,6978540204,1
6978540206,6978540205,1
6978540206,6978540208,1
6978540208,6978540205,1
6978540208,6978540206,1
6978540208,6978540214,1
6978540209,6978540205,1
6978540210,6978540213,1
6978540210,6978540214,1
6978540210,6978540217,1
6978540213,6978540210,1
6978540213,6978540214,1
6978540213,10260837668,1
6978540214,6978540208,1
6978540214,6978540210,1
6978540214,6978540213,1
6978540217,6978540210,1
6982007413,6982007429,1
6982007414,6982007419,1
6982007417,5934423287,1
6982007417,6982007418,1
6982007417,7682709235,1
6982007418,5934423286,1
6982007418,6982007417,1
6982007418,6982007419,1
6982007419,6982007414,1
6982007419,6982007418,1
6982007419,6982007422,1
6982007421,5934423286,1
6982007421,6982007422,1
6982007421,6982007432,1
6982007422,6982007419,1
6982007422,6982007421,1
6982007422,6982007424,1
6982007424,6982007422,1
6982007424,6982007425,1
6982007424,6982007432,1
6982007425,2670991105,1
6982007425,6982007424,1
6982007425,6982007428,1
6982007428,6982007425,1
6982007428,6982007429,1
6982007428,6982007435,1
6982007429,6982007413,1
6982007429,6982007428,1
6982007429,6982007431,1
6982007431,6982007429,1
6982007432,6982007421,1
6982007432,6982007424,1
6982007432,6982007435,1
6982007435,5934423285,1
6982007435,6982007428,1
6982007435,6982007432,1
6982007443,5934423286,1
6991051653,2160794816,1
6991051653,2160794839,1
6991051653,2160807147,1
6993593874,6611055551,1
7005736226,7442159609,1
7025770322,7375071328,1
7043490713,738986838,2
7043490713,738986846,2
7043490713,5779079188,2
7043490713,5779079190,2
7053194085,3468187676,1
7056531156,7375071328,1
7056531160,7056531174,2
7056531160,9696090062,1
7056531160,9789307163,1
7056531174,1794262135,1
7056531174,7056531160,2
7090322123,1798826433,1
7090322123,5486480482,1
7090322123,10964856176,1
7090704350,6127027842,1
7090704350,6127027846,1
7090704350,7248487212,1
7090704350,10784772883,1
7098729477,1579375822,1
7098729477,5903547669,1
7098729477,5903547672,1
7102031416,1244917113,1
7102031416,1244917135,2
7102031416,7102031421,2
7102031421,25115179,1
7102031421,1244917127,1
7102031421,1488295203,1
7102031421,7102031416,2
7102031439,7102031440,2
7102031440,460039730,2
7102031440,7102031439,2
7102031440,7112820143,2
7112820140,573418939,2
7112820140,3160221986,2
7112820140,7112820143,2
7112820143,573418898,2
7112820143,7102031440,2
7112820143,7112820140,2
7116894285,1225576292,2
7116894285,8529636541,1
7142640865,7235061754,1
7142640866,7142640871,1
7142640866,7235061774,1
7142640871,7142640866,1
7142640871,7142642393,1
7142640871,7235061753,1
7142640882,7235061759,1
7142640882,8852634570,1
7142640882,8852634578,1
7142642393,7142640871,1
7151874695,266329167,1
7151874695,266331081,1
7151874695,7452895454,1
7151874701,1139421721,1
7151874701,4225167462,1
7151874701,7456869361,1
7153351883,7153382993,1
7153382993,7153351883,1
7174385754,424561746,1
7174385754,1585589230,1
7174385754,2021742191,1
7174473080,7174473081,1
7174473081,7174473080,1
7174473082,7174473083,1
7174473083,7174473082,1
7174473084,7174483185,1
7174483185,7174473084,1
7174483186,7174483187,1
7174483187,7174483186,1
7174483188,7174483189,1
7174483189,7174483188,1
7176141520,2380873315,1
7187568399,2367865231,1
7187568399,7187568401,1
7187568399,7187568407,1
7187568401,7187568399,1
7187568401,7187568402,1
7187568401,7187568410,1
7187568402,7187568401,1
7187568407,2367865224,1
7187568407,7187568399,1
7187568407,7187568409,1
7187568409,7187568407,1
7187568409,7187568410,1
7187568409,7187568414,1
7187568410,7187568401,1
7187568410,7187568409,1
7187568410,7187568411,1
7187568411,7187568410,1
7187568412,4186875699,1
7187568412,4186875700,1
7187568413,2367865224,1
7187568414,7187568409,1
7187568418,434351593,2
7187568426,24986881,1
7206346868,7206346872,1
7206346872,7206346868,1
7206346872,7206382085,1
7206346872,9055748431,1
7206346883,9055748433,1
7206382085,7206346872,1
7206382085,7206382086,1
7206382085,9055748436,1
7206382086,1524382459,1
7206382086,7206382085,1
7206382086,9055748439,1
7206382091,7206382094,1
7206382092,7206382094,1
7206382094,7206382091,1
7206382094,7206382092,1
7206382094,7206382099,1
7206382099,7206382094,1
7206382099,9055748437,1
7206382099,9055748439,1
7209471631,3624783324,1
7217140791,270082784,2
7217140791,270082804,2
7217140791,518794122,2
7235061753,7142640871,1
7235061753,7235061766,1
7235061753,7235061774,1
7235061754,5792112069,1
7235061754,7142640865,1
7235061754,7235061777,1
7235061756,7235061757,1
7235061756,7235061764,1
7235061756,7235061777,1
7235061757,7235061756,1
7235061757,8852634567,1
7235061757,9223309028,1
7235061757,9709232022,1
7235061759,7142640882,1
7235061759,7235061764,1
7235061759,7235061766,1
7235061764,7235061756,1
7235061764,7235061759,1
7235061764,7235061766,1
7235061766,7235061753,1
7235061766,7235061759,1
7235061766,7235061764,1
7235061774,7142640866,1
7235061774,7235061753,1
7235061774,7235061777,1
7235061777,7235061754,1
7235061777,7235061756,1
7235061777,7235061774,1
7248487212,6127027839,1
7248487212,6127027841,1
7248487212,6127027846,1
7248487212,7090704350,1
7251515664,6045824957,2
7289116179,5879572014,1
7290817844,1801643753,1
7295000810,3761441957,1
7295000810,7295000812,1
7295000810,7295000814,1
7295000812,7295000810,1
7295000812,7295000814,1
7295000812,7295000815,1
7295000814,1488281379,1
7295000814,7295000810,1
7295000814,7295000812,1
7295000815,7295000812,1
7297265537,1488281410,2
7297265537,7297265538,2
7297265537,7297265543,2
7297265538,1478887930,2
7297265538,7297265537,2
7297265538,7297265543,2
7297265539,7297265542,2
7297265540,7297265543,2
7297265542,7297265539,2
7297265542,7297265543,2
7297265542,7297265546,2
7297265542,10233262436,2
7297265543,7297265537,2
7297265543,7297265538,2
7297265543,7297265540,2
7297265543,7297265542,2
7297265546,7297265542,2
7298852828,7298852829,1
7298852829,3761440648,1
7298852829,3761440651,1
7298852829,7298852828,1
7298852829,7298852830,1
7298852830,3761440648,1
7298852830,3761440651,1
7298852830,7298852829,1
7298852830,10233262338,1
7298852832,3761440652,1
7298852832,3761440653,1
7298852832,10233262338,1
7298852837,3761431626,1
7302226905,7302226906,1
7302226905,7302226928,1
7302226905,7877804003,2
7302226906,7302226905,1
7302226928,7302226905,1
7303890542,477441833,1
7303890542,1412122343,1
7303890542,7303890575,1
7303890543,7303890544,1
7303890543,7303890547,1
7303890543,10802018128,1
7303890544,7303890543,1
7303890544,7303890546,1
7303890544,7303890548,1
7303890545,1286659446,1
7303890545,7303890546,1
7303890545,10802018128,1
7303890546,477438277,1
7303890546,7303890544,1
7303890546,7303890545,1
7303890547,1286659437,1
7303890547,7303890543,1
7303890547,10802018143,1
7303890548,7303890544,1
7303890548,10802018141,1
7303890548,10802018143,1
7303890549,297902585,1
7303890549,477438179,1
7303890549,10232706978,1
7303890552,7303890553,1
7303890553,297902585,1
7303890553,477438179,1
7303890553,7303890552,1
7303890554,297902583,1
7303890554,1286659437,1
7303890554,10802018069,1
7303890555,297902583,1
7303890555,1286659436,1
7303890555,7303890557,1
7303890556,1286659436,1
7303890556,7303890557,1
7303890556,7303890558,1
7303890557,7303890555,1
7303890557,7303890556,1
7303890557,7303890559,1
7303890558,7303890556,1
7303890558,7303890559,1
7303890558,7303890560,1
7303890559,7303890557,1
7303890559,7303890558,1
7303890559,7303890561,1
7303890560,7303890558,1
7303890560,7303890561,1
7303890560,10802018144,1
7303890561,477438175,1
7303890561,7303890559,1
7303890561,7303890560,1
7303890562,1286613879,1
7303890562,1286613881,1
7303890562,7303890571,1
7303890571,297902581,1
7303890571,1286613888,1
7303890571,7303890562,1
7303890575,477438297,1
7303890575,7303890542,1
7303890575,7303890583,1
7303890583,7303890575,1
7303890584,477438193,1
7319889903,10881746322,1
7323135325,7323135329,2
7323135326,7323135330,2
7323135329,7323135325,2
7323135330,7323135326,2
7323781299,20927537,1
7323781299,20927538,1
7323781299,1786534278,1
7329860054,10233262238,1
7329860069,340549978,1
7329860069,7329860070,1
7329860070,7329860069,1
7355288296,7355288304,1
7355288300,7355288301,1
7355288300,7355288306,1
7355288300,9502876238,1
7355288301,24959320,1
7355288301,6720655328,1
7355288301,7355288300,1
7355288301,7355288307,1
7355288304,6720655344,1
7355288304,7355288296,1
7355288304,7355288308,1
7355288306,7355288300,1
7355288306,7355288307,1
7355288306,7355288308,1
7355288307,6720655338,1
7355288307,7355288301,1
7355288307,7355288306,1
7355288308,6720655344,1
7355288308,7355288304,1
7355288308,7355288306,1
7363517188,1052225873,1
7363517188,9104000687,1
7369536501,7369536503,1
7369536503,8470711,1
7369536503,257936891,1
7369536503,7369536501,1
7370175507,7370175507,2
7370175507,7370175515,1
7370175515,283712504,1
7370175515,7370175507,1
7370175519,283712510,1
7370175519,283712515,1
7370175519,7370175521,1
7370175521,283712504,1
7370175521,840419839,1
7370175521,7370175519,1
7370175522,20930030,1
7373450456,7373450460,1
7373450460,7373450456,1
7373450465,7373450469,1
7373450469,7373450465,1
7373450469,7373450470,1
7373450469,7373450473,1
7373450470,7373450469,1
7373450473,7373450469,1
7373471998,1681720459,1
7373471998,10013471122,1
7375071328,7025770322,1
7375071328,7056531156,1
7375071328,7375071337,1
7375071328,9696061615,1
7375071337,7375071328,1
7375071337,7375071343,1
7375071337,11019943010,1
7375071343,7375071337,1
7403412663,7403412664,1
7403412664,7403412663,1
7416620554,3352488777,1
7416620554,5771464658,1
7416620554,7416620560,1
7416620560,6762367310,1
7416620560,6762367311,1
7416620560,7416620554,1
7419823967,8955375413,1
7419823982,7419823983,1
7419823983,7419823982,1
7424040085,24956260,1
7424040085,6402189094,1
7424040085,7424040089,1
7424040086,952419785,1
7424040086,7424040089,1
7424040086,7424040091,1
7424040089,7424040085,1
7424040089,7424040086,1
7424040089,7424040091,1
7424040091,24956257,1
7424040091,7424040086,1
7424040091,7424040089,1
7424040091,10313016667,1
7424040096,7424040112,2
7424040105,31893738,2
7424040105,3350376452,2
7424040105,7424040107,2
7424040107,31893733,2
7424040107,31893738,2
7424040107,7424040105,2
7424040108,298348556,2
