u,v,pois_count
423184210,267949861,3
423184210,1170269339,3
423184210,8021732554,3
423192322,3838012604,1
423193412,80232128,1
423193412,423003329,1
423193412,1591455823,1
423193412,1591455885,1
423223902,31893738,2
423223902,1287683030,2
423223902,1656326847,2
423223902,10013471133,2
423224519,267670366,2
423224519,423224522,2
423224522,267670367,2
423224522,267670373,2
423224522,1337346413,2
424561746,26236993,1
424561746,1585589198,1
424561746,1585589247,1
424561746,7174385754,1
424564101,26489348,1
424564101,288722819,1
424564101,1585589234,1
428820287,293431135,2
428820287,503959801,2
428820287,3835253481,2
428835023,307670800,1
428835023,428835060,1
428835023,2280474817,1
428835029,307670522,1
428835029,428835033,1
428835029,6720655332,1
428835033,428835029,1
428835060,428835023,1
428835060,3098681026,1
428835060,3098681027,1
428915975,1657479288,1
429152201,429152202,1
429152201,429152355,1
429152201,1278418274,1
429152201,1278418275,1
429152202,293430272,1
429152202,429152201,1
429152202,429152355,1
429152355,293430237,1
429152355,429152201,1
429152355,429152202,1
430098062,267180946,1
430098062,1334722509,1
430098062,1334722545,1
430098077,430098083,1
430098077,1334722510,1
430098077,3443512770,1
430098083,266640057,1
430098083,430098077,1
430098083,1334722510,1
430099104,430099105,1
430099104,430099308,1
430099104,1334722510,1
430099105,430099104,1
430099105,430099109,1
430099105,430099308,1
430099109,282685195,1
430099109,282685979,1
430099109,430099105,1
430099308,430099104,1
430099308,430099105,1
430099308,430099346,1
430099346,282688468,1
430099346,430099308,1
430099346,1343052949,1
431165241,9060541928,1
431165883,266415534,1
431165883,266640057,1
431165883,431165898,1
431165883,431165911,1
431165898,266640058,1
431165898,431165883,1
431165898,3443512768,1
431165911,431165883,1
431165911,1334722509,1
431165911,1334722519,1
434351593,1330913727,2
434351593,1803735357,2
434351593,7187568418,2
434950621,25962608,1
434950621,1605049398,1
434950621,1605049399,1
434950621,1605054225,1
435681198,24986895,1
435681198,298630818,1
435681198,2367865197,1
440191423,345365522,1
444087431,267180574,1
444087431,267180733,1
444087431,267180781,1
444087431,5328287487,1
449197055,26949011,1
452958102,25962608,1
452958102,1605049428,1
452958102,1605061214,1
452958106,452958108,1
452958106,1015232888,1
452958106,1604884716,1
452958108,452958106,1
452958108,1015232822,1
452958108,1015232888,1
452958111,452958112,1
452958111,1605076918,1
452958111,10154772551,1
452958112,452958111,1
452958112,1015232876,1
452958112,1605049387,1
452958112,1605049415,1
454425114,3017829987,1
454435082,3017829966,1
454438852,3017829979,1
454442703,271442876,1
454442703,454442883,1
454442703,8386363931,1
454442883,454442703,1
454580854,9271484131,1
454580854,9271484144,1
454626998,312389073,1
454626998,312389087,1
454626998,312389204,1
456042970,1746008686,1
458731126,6720655338,1
458731126,7431762375,1
460039730,460039733,2
460039730,1319483795,2
460039730,7102031440,2
460039733,460039730,2
460039733,460039755,1
460039733,464260048,2
460039755,257802830,1
460039755,460039733,1
460039755,3160222011,1
463256804,1307939954,1
463256804,3443512768,1
463256804,4403677659,2
464260048,460039733,2
464260048,1319493029,2
464260048,1319493047,2
464260059,1319493029,2
469434545,1142416628,1
469434545,5335039946,1
469434545,6179685303,1
473191035,3394144920,1
475132502,8523798937,1
475196750,8587244689,2
477358831,393811363,1
477358831,3294595614,1
477359021,393473157,1
477359021,393811343,1
477359021,1597538210,2
477438155,297902586,1
477438155,477438159,1
477438155,8286317212,1
477438159,477438155,1
477438159,477438163,1
477438159,477438170,1
477438163,477438159,1
477438163,8286317212,1
477438163,10802018175,1
477438169,258072559,1
477438169,297902615,1
477438169,10802018168,1
477438169,10802018172,1
477438170,258072559,1
477438170,477438159,1
477438170,10815916206,1
477438172,258072559,1
477438172,297902573,1
477438172,10802018027,1
477438172,10802018043,1
477438173,10802018066,1
477438175,297902606,1
477438175,477438176,1
477438175,477438178,1
477438175,7303890561,1
477438176,297902607,1
477438176,477438175,1
477438176,10870256066,1
477438178,297902605,1
477438178,477438175,1
477438178,477438179,1
477438179,297902583,1
477438179,477438178,1
477438179,7303890549,1
477438179,7303890553,1
477438193,477438195,1
477438193,477438297,1
477438193,610608428,1
477438193,7303890584,1
477438195,477438193,1
477438195,477438294,1
477438195,1286684252,1
477438199,293234108,1
477438199,477438201,1
477438199,1286684258,1
477438199,1646892937,1
477438201,477438199,1
477438201,477438202,1
477438201,1646892601,1
477438202,477438201,1
477438202,477438206,1
477438202,477438270,1
477438206,297902617,1
477438206,477438202,1
477438206,477438275,1
477438210,258072557,2
477438210,1286655293,1
477438210,10802018158,1
477438210,10802018168,1
477438233,297902616,1
477438233,1646892967,1
477438233,1646893191,1
477438270,477438202,1
477438270,1646892601,1
477438270,1646893191,1
477438275,477438206,1
477438276,297902573,1
477438276,10802018066,1
477438276,10802018069,1
477438276,10802018132,1
477438277,477438278,1
477438277,1286659446,1
477438277,7303890546,1
477438277,10310450900,1
477438278,297902581,1
477438278,477438277,1
477438278,477438294,1
477438278,1412122343,1
477438291,297902577,1
477438291,1286613882,1
477438291,1286613883,1
477438291,1486902036,1
477438291,5818325206,1
477438292,297902577,1
477438292,1286613881,1
477438292,1286614525,1
477438292,1286615526,1
477438293,297902578,1
477438293,1286615526,1
477438293,1286684251,1
477438293,1286684268,1
477438294,477438195,1
477438294,477438278,1
477438294,477438297,1
477438294,1286684251,1
477438297,477438193,1
477438297,477438294,1
477438297,7303890575,1
477438299,293234109,1
477438299,293234117,1
477438299,10868929545,1
477438305,477438315,1
477438305,3294550692,1
477438305,3294550699,1
477438305,5818325213,1
477438309,477438315,1
477438309,477438327,1
477438309,3294550692,1
477438315,477438305,1
477438315,477438309,1
477438315,477438327,1
477438327,477438309,1
477438327,477438315,1
477438327,3294550699,1
477441833,297902607,1
477441833,1412122343,1
477441833,7303890542,1
478634510,293431115,1
478634510,617656455,1
478634510,8491220696,1
478634547,293431110,1
478634547,478634552,1
478634547,3105225285,1
478634547,3324332382,1
478634549,478634552,1
478634552,478634547,1
478634552,478634549,1
478634552,478634557,1
478634557,478634552,1
478634574,3105222847,1
478634580,293431115,1
478634589,293431135,1
478634589,478634644,2
478634589,8491220696,1
478634644,478634589,2
478634655,199319147,2
478634655,293431135,2
478634655,478634692,2
478634655,478634693,2
478634655,478634699,2
478634655,478634713,2
478634660,478634671,4
478634660,478634690,2
478634671,478634660,4
478634671,478634692,2
478634674,478634693,1
478634674,3098681017,2
478634690,478634660,2
478634690,478634692,2
478634690,3105224665,2
478634692,478634655,2
478634692,478634671,2
478634692,478634690,2
478634693,293431129,1
478634693,478634655,2
478634693,478634674,1
478634699,478634655,2
478634699,3098681017,1
478634699,3098681020,1
478634713,478634655,2
482737261,1015283506,1
482737261,1018221024,1
482737261,1018254225,1
483698129,4200305112,1
494153807,10165797544,1
495119365,24987059,1
495119365,24987060,1
495119365,3739034060,1
496193538,270082834,2
496193538,518794131,2
496193538,2702347649,2
496193552,1478887850,2
496193552,2702347668,2
496193552,2882103340,2
497324663,266331038,1
503959801,428820287,2
503959801,3835253470,1
503959801,3835253471,1
505394221,288723026,1
505394221,1363756902,1
505394221,1803896824,1
516688278,516688280,2
516688280,516688278,2
518428878,273344881,1
518428883,271445403,1
518428883,289000523,1
518428883,1170166924,1
518793996,270082820,2
518793996,600731527,2
518793996,2825667722,2
518794020,518794040,2
518794020,1478887850,2
518794020,2702347676,2
518794021,518794058,2
518794021,518794218,2
518794021,2376338693,2
518794021,5964102373,2
518794040,518794020,2
518794040,2376338693,4
518794058,270082801,2
518794058,518794021,2
518794058,1488281412,2
518794122,270082848,2
518794122,1478881255,2
518794122,7217140791,2
518794131,496193538,2
518794131,1479987406,2
518794131,2825667725,2
518794160,270082807,2
518794160,270082809,2
518794160,297073103,2
518794218,270082804,2
518794218,518794021,2
518794218,518794220,2
518794220,518794218,2
518794220,1478887850,2
518794220,2702347685,2
523634030,1216261247,1
523634030,1216261417,1
523634030,1216261660,1
523634032,30568756,1
523634032,271440183,1
523634032,523634034,1
523634032,1216261417,1
523634034,523634032,1
523636119,10776414,1
523636125,1213545784,1
523636129,578847445,1
523636129,582969358,1
523636129,1213545784,1
523636133,578847490,1
523636133,582969358,1
523636133,1142637730,1
523636135,523637786,1
523636135,578847490,1
523636135,8951656706,1
523636158,523636159,1
523636158,578831124,1
523636158,1287522420,1
523636159,523636158,1
523636159,523636161,1
523636159,578831124,1
523636161,523636159,1
523636161,523636162,1
523636161,1213545758,1
523636162,523636161,1
523636162,578831124,1
523636162,1213545776,1
523637766,578983178,1
523637766,1142637940,1
523637766,1213546022,1
523637766,4868490696,1
523637786,523636135,1
523637786,578847445,1
523637786,8951694146,1
527857407,5779148105,2
527857409,527857419,2
527857409,738986846,2
527857409,5779148106,2
527857419,527857409,2
527857430,5779115288,2
527857434,738986846,2
527857434,5779079190,2
527857434,5779148106,2
530788433,1623906353,1
532251555,1467134367,1
532251555,4181850249,1
532251555,6167110420,1
532251555,10079785821,1
532279916,1467134508,1
532279916,4181850249,1
532279916,5487376279,1
532279916,9685713489,1
532280056,534753041,1
532280056,534753042,1
532280056,5487376292,1
532280056,10074584858,1
534752990,534752998,1
534752990,5058494208,1
534752990,5058494374,1
534752998,534752990,1
534752998,5058494383,1
534752998,5058494407,1
534753004,1620193546,1
534753004,5058494383,1
534753004,5058494659,1
534753041,532280056,1
534753041,534753042,1
534753041,1467134367,1
534753041,1467134508,1
534753042,532280056,1
534753042,534753041,1
534753042,10074584859,1
534753042,10074584860,1
534753045,534753116,1
534753045,537530803,1
534753045,5058494659,1
534753045,9401371230,1
534753050,1620193533,1
534753050,1620193536,1
534753050,5058494682,1
534753116,534753045,1
534753116,537530803,1
534753116,5058494943,1
534753119,5058494172,1
534753119,5058494376,1
534753119,5058494659,1
537530803,279973460,1
537530803,534753045,1
537530803,534753116,1
537530803,537531302,1
537531302,537530803,1
537531302,5058494172,1
537531302,5059260815,1
537531342,537531370,1
537531342,537531383,1
537531342,5058494946,1
537531342,5059263498,1
537531370,537531342,1
537531383,537531342,1
540354341,257790024,3
540354341,9725124545,1
543377601,543377603,1
543377601,543377608,1
543377601,5058494139,1
543377603,543377601,1
543377604,543377608,1
543377608,543377601,1
543377608,543377604,1
543377608,543377694,1
543377608,5058493818,1
543377612,732328004,1
543377612,3322994137,1
543377612,5059263498,1
543377687,3322994137,1
543377690,543377694,1
543377694,543377608,1
543377694,543377690,1
543377694,9875530242,1
560375958,3207955227,1
560375958,3207955228,1
560705638,560705640,1
560705640,560705638,1
564829755,3470622731,1
564838228,5200116751,2
569012948,697549,1
569012948,1329110162,1
569012948,7726386288,1
573418873,257798858,1
573418873,3789555908,1
573418873,4387560684,1
573418898,2441395241,2
573418898,3160221977,2
573418898,7112820143,2
573418939,573418957,1
573418939,3160221977,2
573418939,7112820140,2
573418957,573418939,1
573418957,1174822955,1
573418957,1319571456,1
577282351,5792112069,1
578831124,523636158,1
578831124,523636159,1
578831124,523636162,1
578831129,1213545758,1
578847312,1142637837,1
578847312,1213546022,1
578847312,1624926454,1
578847445,523636129,1
578847445,523637786,1
578847445,1213545784,1
578847445,1215333428,1
578847490,523636133,1
578847490,523636135,1
578847490,578847502,1
578847502,578847490,1
578983064,1142637940,1
578983160,578983181,1
578983178,523637766,1
578983178,578983181,2
578983178,8951656706,1
578983181,578983160,1
578983181,578983178,2
582538143,9921222260,1
582969358,523636129,1
582969358,523636133,1
582969358,582969359,1
582969359,582969358,1
588481080,4924695591,1
600731527,270082824,2
600731527,518793996,2
600731527,2825666672,2
606946551,1570026167,1
610608428,477438193,1
610923175,299498501,1
610923175,610923186,1
610923175,1568601472,1
610923175,8484248020,1
610923184,610923186,1
610923184,1568601482,1
610923184,4004982526,1
610923184,4004982528,1
610923186,610923175,1
610923186,610923184,1
610923186,1027413192,1
610923186,8484248020,1
610923191,1568601523,1
610923191,1568601590,1
610923191,1621778087,1
610923191,2078569396,1
610923195,1018137904,2
610923195,1018137929,2
610923195,1235135597,2
615176276,31269420,1
617656455,293431110,1
617656455,293431115,1
617656455,478634510,1
635707141,1585589251,1
635707141,2021886956,1
635707141,9825371826,1
635707142,1585589245,1
635707142,2038377358,1
635707142,9825371826,1
635707170,635707171,1
635707170,2021886937,1
635707170,2021886956,1
635707170,5309316097,1
635707171,635707170,1
635707171,2021886953,1
635707171,2038377358,1
635707171,5309316098,1
635742918,267703808,1
635742922,3629264598,1
635742931,5807881096,1
659994612,1585537117,1
661727398,661727424,1
661727424,661727398,1
662159931,3330007041,1
664688339,664688343,1
664688339,664688355,2
664688339,7437573905,1
664688343,664688339,1
664688343,664688344,1
664688343,1281451588,1
664688344,20930085,1
664688344,664688343,1
664688344,2583448424,1
664688349,665667410,1
664688351,323044507,1
664688351,664688368,1
664688351,4731304533,1
664688352,1399432752,1
664688355,20930085,1
664688355,664688339,2
664688355,1399432750,1
664688360,323043465,1
664688360,664688369,1
664688360,2583448424,1
664688368,664688351,1
664688368,664688369,1
664688368,8490863547,1
664688369,664688360,1
664688369,664688368,1
664688369,8490863547,1
665667410,664688349,1
665667410,8490863547,1
668090949,1718634464,1
721492298,7313651,1
721492298,7766759,1
721492298,4366499587,1
727379966,268575782,1
727379966,727379973,1
727379966,727379993,1
727379966,3378045421,1
727379968,268575782,1
727379968,9945741680,1
727379970,727379981,1
727379970,727379992,1
727379970,727380010,1
727379973,268575782,1
727379973,727379966,1
727379973,10559549702,1
727379979,293476237,1
727379979,727379990,1
727379979,727380010,1
727379979,2555361164,1
727379981,727379970,1
727379981,727379992,1
727379981,727379994,1
727379981,727379996,1
727379982,727379987,1
727379982,727380010,1
727379982,2683436342,1
727379986,727379993,1
727379986,727380012,1
727379986,9945741684,1
727379986,9945741714,1
727379987,727379982,1
727379990,727379979,1
727379992,727379970,1
727379992,727379981,1
727379992,727379997,1
727379993,727379966,1
727379993,727379986,1
727379993,9945741701,1
727379993,9945741713,1
727379994,268575803,1
727379994,727379981,1
727379994,1337333797,1
727379994,2555361164,1
727379996,268575795,1
727379996,727379981,1
727379996,3378045425,1
727379997,268575795,1
727379997,727379992,1
727379997,3532722824,1
727380007,9945741680,1
727380007,9945741701,1
727380007,10559553421,1
727380010,727379970,1
727380010,727379979,1
727380010,727379982,1
727380012,727379986,1
727380012,3378045421,1
727380012,3378045425,1
727419746,3678049400,1
727419746,10040754772,1
727419761,24609833,1
727419761,9951537133,1
727419761,10013471133,1
727419777,8873215762,4
727429930,31893717,2
727429930,1334346167,2
727429930,6898133048,2
732328004,543377612,1
732328004,3322994123,1
732328004,5059263498,1
738986838,7043490713,2
738986846,527857409,2
738986846,527857434,2
738986846,7043490713,2
751333550,267670356,2
751333550,268575775,2
751333550,9937131844,2
763646729,8656796558,1
807112525,26154959,1
820799320,1906745311,1
839657370,7580092853,1
840419839,8875218,1
840419839,4247497846,1
840419839,7370175521,1
849954298,849954354,1
849954298,849954374,1
849954298,849954393,1
849954298,1398837232,1
849954308,849954407,1
849954308,849954506,1
849954308,1579713372,1
849954354,849954298,1
849954354,849954357,1
849954354,849954407,1
849954354,1607354921,1
849954357,849954354,1
849954357,849954506,1
849954357,1398837232,1
849954374,849954298,1
849954374,849954522,1
849954374,1623875458,1
849954374,3393436741,1
849954393,849954298,1
849954401,849954403,1
849954403,849954401,1
849954403,849954506,1
849954403,849954522,1
849954407,849954308,1
849954407,849954354,1
849954407,1579713401,1
849954506,18178316,1
849954506,849954308,1
849954506,849954357,1
849954506,849954403,1
849954522,849954374,1
849954522,849954403,1
849954522,1398837232,1
849954522,1398837236,1
849954541,104234737,1
861741791,1369294121,1
911114527,911114593,1
911114527,4462423423,1
911114529,911114593,1
911114529,911114603,1
911114529,4462423424,1
911114593,911114527,1
911114593,911114529,1
911114593,4462423417,1
911114603,911114529,1
911114603,911114617,1
911114603,1466950075,1
911114617,911114603,1
920233669,3047095440,1
927293730,1223225275,1
940804914,1749877436,2
940804914,5152154123,1
940804914,5152154146,1
940804918,1749877436,1
940804918,5152154123,1
940804918,7640808987,1
951525042,8289881064,1
952419765,31267573,1
952419765,952419785,1
952419765,2739474782,1
952419765,4366500244,1
952419785,31267575,1
952419785,31267576,1
952419785,952419765,1
952419785,7424040086,1
1004172996,278619779,1
1004172996,10655453906,1
1004172996,10911587634,1
1015163714,26081745,1
1015163714,26081747,1
1015163714,1211228926,1
1015232799,318310416,1
1015232799,1015232877,1
1015232799,1605069075,1
1015232799,1605069087,1
1015232803,1015232844,1
1015232803,1604951830,1
1015232803,1604956465,1
1015232803,8077160973,1
1015232806,1015232822,1
1015232806,1015232888,1
1015232806,1605021750,1
1015232806,1605021771,1
1015232813,1015232889,1
1015232813,1605076892,1
1015232813,1605079379,1
1015232822,452958108,1
1015232822,1015232806,1
1015232822,1605021731,1
1015232822,1605049454,1
1015232830,1015232902,1
1015232830,1604956459,1
1015232830,10815968481,1
1015232830,10815968492,1
1015232837,318310625,1
1015232837,1015232865,1
1015232837,1015232902,1
1015232838,318310416,1
1015232838,1015232867,1
1015232838,1605069057,1
1015232844,1015232803,1
1015232844,1015232865,1
1015232844,1604951818,1
1015232848,1604951830,1
1015232848,1604951832,1
1015232848,1604956468,1
1015232856,267023288,1
1015232856,1604951821,1
1015232856,1604951832,1
1015232865,1015232837,1
1015232865,1015232844,1
1015232865,1604956473,1
1015232867,318310624,1
1015232867,1015232838,1
1015232867,1605069089,1
1015232876,452958112,1
1015232876,1605049432,1
1015232876,1605079379,1
1015232877,1015232799,1
1015232877,1605069086,1
1015232877,8077160973,1
1015232884,267023288,1
1015232884,1015232906,1
1015232884,1604956459,1
1015232888,452958106,1
1015232888,452958108,1
1015232888,1015232806,1
1015232889,318310623,1
1015232889,1015232813,1
1015232889,1605079380,1
1015232889,10815968478,1
1015232902,1015232830,1
1015232902,1015232837,1
1015232902,1604956473,1
1015232902,10154772549,1
1015232906,1015232884,1
1015232906,1604951818,1
1015232906,1604951821,1
1015232906,1604956473,1
1015232910,1604956461,1
1015232910,1605021750,1
1015232910,1605061212,1
1015232910,10815968478,1
1015283506,482737261,1
1015283506,1526372765,1
1015283526,1244917095,1
1015283526,1526372765,1
1015283526,4945410561,1
1015283561,25114899,1
1015283597,1018254176,1
1015283597,8739602898,1
1015283597,8740017760,1
1018137900,1018137941,2
1018137900,1018137975,2
1018137900,8736946957,2
1018137904,610923195,2
1018137904,1018137985,2
1018137904,1018137988,2
1018137909,1018137992,1
1018137909,1027313262,2
1018137909,1027313272,1
1018137913,1018137931,1
1018137913,1018137958,2
1018137913,1027159654,2
1018137929,610923195,2
1018137929,1018137958,2
1018137929,1018137959,2
1018137931,257802831,1
1018137931,1018137913,1
1018137931,3789555906,1
1018137938,1018137963,1
1018137938,1018137992,1
1018137938,1235135606,1
1018137941,1018137900,2
1018137941,1018138007,2
1018137941,1027313284,2
1018137941,8736946957,2
1018137958,1018137913,2
1018137958,1018137929,2
1018137958,1027159654,2
1018137959,1018137929,2
1018137959,1018137988,2
1018137959,1027313262,2
1018137959,1027313265,2
1018137963,1018137938,1
1018137975,1018137900,2
1018137975,1027019523,1
1018137975,1027313277,1
1018137975,8807236017,1
1018137985,1018137904,2
1018137985,1018137988,2
1018137985,1027313279,2
1018137988,1018137904,2
1018137988,1018137959,2
1018137988,1018137985,2
1018137992,1018137909,1
1018137992,1018137938,1
1018137992,1027313262,2
1018138007,1018137941,2
1018138007,1027118680,2
1018138007,1027313270,2
1018165168,1027159657,2
1018165168,1235135597,2
1018165168,2078569395,2
1018194784,25114937,2
1018194784,1027118680,2
1018194784,3452020165,2
1018221024,482737261,1
1018221024,1018254176,1
1018221024,1018254225,1
1018254176,1015283597,1
1018254176,1018221024,1
1018254176,8740017761,1
1018254225,25115187,1
1018254225,482737261,1
1018254225,1018221024,1
1018254225,8740017763,1
1018274964,25114932,1
1018274964,1018274987,1
1018274964,1018274989,1
1018274987,25114936,1
1018274987,1018274964,1
1018274987,1018274989,1
1018274989,25114899,1
1018274989,1018274964,1
1018274989,1018274987,1
1018274989,8734306281,1
1018296392,1018296398,1
1018296392,8734306278,1
1018296392,8740017763,1
1018296398,1018296392,1
1018296398,8734306274,1
1018296398,8740017762,1
1018296402,1018296406,1
1018296402,1018296419,1
1018296402,1488295203,1
1018296406,25115179,1
1018296406,1018296402,1
1018296406,1018296424,1
1018296419,1018296402,1
1018296419,1018296424,1
1018296419,8740017761,1
1018296423,25114932,1
1018296423,8734306278,1
1018296423,8734306281,1
1018296424,25115184,1
1018296424,1018296406,1
1018296424,1018296419,1
1020613471,24956260,2
1020613471,2689497853,1
1020613472,24956256,1
1020613472,31267573,1
1020613472,31267577,1
1020613495,31267577,1
1026688239,24987012,1
1027019505,257802860,1
1027019505,1027019523,1
1027019505,8807236017,1
1027019523,1018137975,1
1027019523,1027019505,1
1027019523,1474887018,1
1027118632,257802835,1
1027118632,257802836,1
1027118632,1027118718,1
1027118636,25109916,1
1027118636,257802832,1
1027118636,1027118678,1
1027118639,257802873,1
1027118639,257802875,1
1027118639,1027313281,1
1027118675,257802836,1
1027118675,257802873,1
1027118675,1027118718,1
1027118678,1027118636,1
1027118678,1027118718,1
1027118678,1027333639,1
1027118678,5913657610,1
1027118680,1018138007,2
1027118680,1018194784,2
1027118680,1027313281,2
1027118718,1027118632,1
1027118718,1027118675,1
1027118718,1027118678,1
1027159654,1018137913,2
1027159654,1018137958,2
1027159654,4744710558,2
1027159657,257798858,2
1027159657,1018165168,2
1027159657,1235135613,2
1027159682,257802845,1
1027159682,1212548116,1
1027159682,1529857278,1
1027159682,8736946954,1
1027313243,3452020157,1
1027313247,257802840,1
1027313247,257802842,1
1027313247,1027313250,1
1027313250,257802931,1
1027313250,257802932,1
1027313250,1027313247,1
1027313252,257802831,1
1027313252,257802859,1
1027313252,1027313271,1
1027313262,1018137909,2
1027313262,1018137959,2
1027313262,1018137992,2
1027313264,1027313292,1
1027313265,1018137959,2
1027313265,1027313272,2
1027313265,1027313279,2
1027313265,1027313284,2
1027313268,257802843,1
1027313268,257802846,1
1027313268,257802932,1
1027313270,1018138007,2
1027313270,1027313279,2
1027313270,1027313284,2
1027313271,257802860,1
1027313271,1027313252,1
1027313271,1235135606,1
1027313272,1018137909,1
1027313272,1027313265,2
1027313272,1027313277,1
1027313274,257802890,1
1027313274,257802891,1
1027313274,1027313282,1
1027313277,1018137975,1
1027313277,1027313272,1
1027313277,1027313284,2
1027313279,1018137985,2
1027313279,1027313265,2
1027313279,1027313270,2
1027313281,1027118639,1
1027313281,1027118680,2
1027313281,8736946957,2
1027313282,1027313274,1
1027313284,1018137941,2
1027313284,1027313265,2
1027313284,1027313270,2
1027313284,1027313277,2
1027313292,257802837,1
1027313292,257802890,1
1027313292,1027313264,1
1027322766,3452020157,1
1027322766,3452020159,1
1027322766,4370654556,1
1027333639,25109916,2
1027333639,257802859,1
1027333639,1027118678,1
1027355869,3789555908,1
1027355869,4387560684,1
1027355869,4744710562,1
1027355871,257802859,1
1027355871,257802860,1
1027355871,257802873,1
1027406335,1027406340,1
1027406340,1027406335,1
1027406340,1568601518,1
1027406340,1568601585,1
1027413190,1027413192,1
1027413192,299498501,1
1027413192,610923186,1
1027413192,1027413190,1
1027413192,8484248021,1
1028275125,9947100026,1
1028275246,7442159609,1
1028275309,9947100025,2
1028304546,1579351458,1
1028304546,6127027847,1
1028304546,10784772871,1
1029472891,1579567759,1
1029584061,1029584068,1
1029584061,1029584073,1
1029584061,2703512370,1
1029584068,8088620,1
1029584068,1029584061,1
1029584068,2701598292,1
1029584068,2703512370,1
1029584073,1029584061,1
1029584073,1029584080,1
1029584073,2584405852,1
1029584080,1029584073,1
1029584080,1746008686,1
1029584080,2584405852,1
1030052075,3098681026,1
1030052274,8491220696,1
1034039667,1034039700,1
1034039700,1034039667,1
1035781959,273344867,1
1035781959,273345533,1
1035781959,273347123,1
1035781976,273344861,1
1035787891,1035787900,1
1035787891,10860864477,1
1035787891,10860864480,2
1035787900,273344875,1
1035787900,273346496,1
1035787900,1035787891,1
1035804283,560942641,1
1035833037,273346451,1
1035833037,9846342455,1
1036708902,1036708919,1
1036708917,1036708930,1
1036708919,1036708902,1
1036708930,1036708917,1
1037630262,1037630404,1
1037630262,1037630513,1
1037630262,2255813353,1
1037630262,2255813433,1
1037630352,1037630513,1
1037630404,1037630262,1
1037630404,2255813413,1
1037630404,2351909442,1
1037630513,293476235,1
1037630513,1037630262,1
1037630513,1037630352,1
1038193649,283712478,1
1038193649,283712690,1
1038193649,283712733,1
1038193649,4243515352,1
1038193658,25951235,1
1038193658,25951258,1
1038193658,4243515344,1
1039422825,312389223,1
1039422825,1039422868,2
1039422868,312389089,1
1039422868,1039422825,2
1039454917,697791,1
1039454917,1374694354,1
1039454917,8553130645,1
1042960548,9803884438,1
1042960563,1042960567,1
1042960564,1776959577,1
1042960676,1042960501,1
1049642765,9103996143,1
1051720369,1051720447,1
1051720447,1051720369,1
1051720447,1051720450,1
1051720447,1051720455,2
1051720450,1051720447,1
1051720455,1051720447,2
1052225539,9103996143,1
1052225563,9103996142,1
1052225873,7363517188,1
1052708411,9349799273,1
1054568708,1054568776,1
1054568776,1054568708,1
1054568877,1054569100,1
1054569100,1054568877,1
1054587384,25503117,1
1054587396,26490989,1
1054587414,1054587457,1
1054587457,1054587414,1
1056744798,20930030,1
1057051110,1365404728,1
1059565422,1059591369,1
1059565422,1281442497,1
1059565422,8500285549,1
1059565427,312322563,1
1059565427,1059565458,1
1059565427,1059565534,1
1059565428,1059565458,1
1059565428,1059565481,1
1059565428,1059603103,1
1059565431,1059565446,1
1059565431,1059565481,1
1059565431,1281442497,1
1059565431,8500302872,1
1059565446,1059565431,1
1059565446,1059565486,1
1059565446,1059565488,1
1059565458,1059565427,1
1059565458,1059565428,1
1059565458,8500302871,1
1059565481,1059565428,1
1059565481,1059565431,1
1059565481,1059565490,1
1059565481,1059603156,1
1059565486,1059565446,1
1059565488,312322529,1
1059565488,1059565446,1
1059565488,1059565494,1
1059565488,8500302872,1
1059565490,1059565481,1
1059565490,1059565497,1
1059565490,1059577304,1
1059565490,1281442497,1
1059565494,1059565488,1
1059565494,1059565528,1
1059565494,1059603105,1
1059565497,1059565490,1
1059565497,1059565534,1
1059565497,1059577314,1
1059565520,1059577321,1
1059565520,8500285561,1
1059565520,9965562529,1
1059565528,1059565494,1
1059565528,1059603099,1
1059565528,4427861608,1
1059565528,8500302871,1
1059565531,1059577325,1
1059565531,8500285549,1
1059565531,9965562529,1
1059565534,1059565427,1
1059565534,1059565497,1
1059565534,8500285561,1
1059577304,1059565490,1
1059577304,1059577314,1
1059577304,8500285559,1
1059577304,8500285560,1
1059577314,1059565497,1
1059577314,1059577304,1
1059577314,8500285562,1
1059577314,8500285563,1
1059577321,1059565520,1
1059577321,1059577325,1
1059577321,8500285562,1
1059577321,8500285563,1
1059577325,1059565531,1
1059577325,1059577321,1
1059577325,8500285559,1
1059577325,8500285560,1
1059591369,1059565422,1
1059603099,1059565528,1
1059603099,1059603105,1
1059603099,7439532562,1
1059603099,7439532563,1
1059603103,1059565428,1
1059603103,1059603156,1
1059603103,7439532562,1
1059603103,7439532563,1
1059603105,1059565494,1
1059603105,1059603099,1
1059603105,1059603136,1
1059603105,1059603186,1
1059603136,1059603105,1
1059603136,1059603156,1
1059603136,1059603186,1
1059603136,8500302872,1
1059603156,1059565481,1
1059603156,1059603103,1
1059603156,1059603136,1
1059603156,1059603186,1
1059603186,1059603105,1
1059603186,1059603136,1
1059603186,1059603156,1
1060105714,725307,1
1060105714,8087186,1
1060105714,7580111957,1
1063570369,1063570419,1
1063570419,1063570369,1
1063636540,283712690,1
1063636540,283712733,1
1063636540,1063636565,1
1063636565,283712721,1
1063636565,1063636540,1
1063636565,1350224661,1
1063636581,283712500,1
1063636581,1063636605,2
1063636605,283712495,1
1063636605,1063636581,2
1064307749,1064307772,1
1064307772,1064307749,1
1064642547,1064642582,1
1064642547,10044973901,1
