u,v,landuse_count
271651811,271652279,1
271651916,454464814,1
271651916,3772031757,1
271651916,7952191358,1
271651916,7952259201,1
271651961,2342638256,1
271651961,3772031757,1
271651961,7952191372,1
271651961,7952191374,1
271651964,3772026283,1
271652082,3772028639,1
271652093,7952191339,1
271652093,7952191347,1
271652093,7952191364,1
271652222,47116962,1
271652222,6130648838,1
271652222,7952191376,1
271652277,271646980,1
271652277,271651079,1
271652277,271652278,1
271652277,271652716,1
271652278,271651811,1
271652278,271652277,1
271652278,271652945,1
271652279,271651811,1
271652279,271652280,1
271652279,278340425,1
271652279,297823714,1
271652280,271650128,1
271652280,271652279,1
271652280,271652281,1
271652281,271650129,1
271652281,271652280,1
271652281,271652282,1
271652282,271652281,1
271652282,271652288,1
271652282,271652483,1
271652282,278382837,1
271652288,32359746,1
271652288,32359747,1
271652288,271652282,1
271652288,271652365,1
271652365,271650132,1
271652365,271652288,1
271652365,271652366,1
271652366,271650133,1
271652366,271652365,1
271652366,271652367,1
271652367,271652366,1
271652367,335947764,1
271652367,3187547500,1
271652483,271652282,1
271652483,278381259,1
271652483,278381588,1
271652483,278381679,1
271652484,278381679,1
271652484,278381680,1
271652484,278381951,1
271652485,32359753,1
271652485,271652495,1
271652485,278339958,1
271652485,278383345,1
271652495,250357807,1
271652495,250357809,1
271652495,271652485,1
271652495,1787312377,1
271652522,1787312341,1
271652522,1787312371,1
271652522,1787312373,1
271652523,271652524,1
271652523,1787312336,1
271652523,1787312347,1
271652523,1787312378,1
271652524,271652523,1
271652524,271652525,1
271652524,278385956,1
271652524,278386111,1
271652525,271652524,1
271652525,278385084,1
271652716,271652277,1
271652716,271652795,1
271652716,297823712,1
271652716,7952259198,1
271652795,271652716,1
271652795,271652796,1
271652795,278340107,1
271652796,271652795,1
271652796,273102858,1
271652796,1623872282,2
271652945,271651078,1
271652945,271651810,1
271652945,271652278,1
271653072,278331770,1
271653109,8086386541,1
271653173,2342638259,1
271653174,273102858,1
271653174,390084944,1
271653174,6099825298,1
271653306,271653307,1
271653306,271653356,1
271653306,3084452801,1
271653306,8086386553,1
271653307,271653306,1
271653307,271653308,1
271653307,271653355,1
271653307,5633370769,1
271653308,10775875,1
271653308,271653307,1
271653308,271653316,1
271653308,271653354,1
271653316,271653308,1
271653317,5768753813,1
271653317,5768753824,1
271653317,8086386542,1
271653354,32359766,1
271653354,271653308,1
271653354,271653355,1
271653355,271653307,1
271653355,271653354,1
271653355,271653356,1
271653356,271653306,1
271653356,271653355,1
271653356,7447568037,1
271653593,266709571,2
271653593,287506788,1
271653593,3603252891,1
271653593,10947482008,1
271653595,287506738,1
271653595,10894779199,2
271653595,10947482008,1
271653599,266634473,1
271653599,315148790,1
271653599,10894779201,1
271804096,271804194,1
271804096,6983115332,1
271804098,1579713436,1
271804130,271804784,1
271804130,368962464,1
271804138,271804896,1
271804148,271804163,1
271804163,271804148,1
271804163,271804194,1
271804163,6983115337,1
271804194,271804096,1
271804194,271804163,1
271804194,6983115337,1
271804207,385552933,1
271804210,279851554,1
271804341,279851554,1
271804626,3188983564,1
271804784,271804130,1
271804784,279851540,1
271804784,1299956004,2
271804837,271804844,1
271804841,271443891,1
271804841,271804844,1
271804841,271804872,1
271804844,271804837,1
271804844,271804841,1
271804844,2377015969,1
271804872,271804841,1
271804896,271804899,1
271804896,271805293,1
271804896,278742260,1
271804899,271804896,1
271804899,6983101327,1
271804899,6983115318,1
271804899,6983115320,1
271804923,271804933,1
271804923,281769301,1
271804923,6983101327,1
271804923,9178256129,1
271804933,271804923,1
271804933,271804935,1
271804933,9178256154,1
271804935,271804933,1
271804935,271804936,1
271804935,3380868287,1
271804935,6130333858,1
271804936,271804935,1
271804936,271804937,1
271804936,278742279,1
271804936,2621942094,1
271804937,271804936,1
271804937,271804938,1
271804937,368966108,1
271804937,2351280768,1
271804938,271804937,1
271804938,297008172,1
271805163,278742050,1
271805163,278742260,1
271805182,278742279,1
271805190,278742467,1
271805280,271805293,1
271805282,278742069,1
271805282,9178256129,1
271805293,271804896,1
271805293,271805280,1
271805293,278742069,1
272099357,269257884,1
272099357,1468095017,1
272614550,20943825,1
272614550,528623391,1
272614550,760753390,1
272621173,272621570,1
272621570,272621173,1
272621570,272626028,1
272621570,8599247874,1
272624608,2342638259,1
272624608,6099825298,1
272624608,6840434427,1
272624608,8599247876,1
272626028,272621570,1
272626028,6130648844,1
272626028,7952191378,1
272861110,9236260291,1
272861112,9236260291,1
272861795,272862006,1
272862006,272861795,1
272862006,272862007,1
272862006,7679511910,1
272862007,272862006,1
272862007,289551623,1
272862007,366068385,1
272862078,272862145,1
272862145,272862078,1
272862145,5368494025,1
272862145,7679511910,1
272862367,272864237,1
272862647,267042026,1
272862647,6499281750,1
272862647,8655907736,1
272862780,272862785,1
272862780,6499281750,1
272862780,6499281752,1
272862785,272862780,1
272862785,2231748639,1
272862785,8655907736,1
272862796,2231748626,1
272862796,2231748639,1
272862796,6499281755,1
272862854,272862918,1
272862854,272863062,1
272862854,8655907736,1
272862918,272862854,1
272862918,272863455,1
272862918,2231748639,1
272862974,272862984,1
272862974,272863455,1
272862974,2231748626,1
272862984,272862974,1
272862984,272863197,1
272862984,1803914985,1
272862990,272862995,1
272862990,1803914976,1
272862990,1803914982,1
272862995,272862990,1
272862995,272863000,1
272862995,272863197,1
272863000,272862995,1
272863000,272863171,1
272863000,1803914976,1
272863061,272863171,1
272863061,10624439525,2
272863062,272862854,1
272863171,272863000,1
272863171,303849828,1
272863197,272862984,1
272863197,272862995,1
272863197,303849829,1
272863301,104374237,1
272863301,303849829,1
272863301,303850042,1
272863455,272862918,1
272863455,272862974,1
272863455,303849830,1
272863588,272863589,1
272863588,272863714,1
272863588,303851760,1
272863589,272863588,1
272863714,272863588,1
272863714,272863717,1
272863714,272863795,1
272863717,272863714,1
272863795,104374250,1
272863795,272863714,1
272863795,303851796,1
272863870,3049368509,1
272863870,8146445554,1
272863871,272863870,1
272863871,303850514,1
272863872,272863871,1
272863872,303849831,1
272863872,303850042,1
272863872,303850160,1
272863907,1232305096,1
272863907,1803909381,1
272863907,1803909387,1
272863907,1803909392,1
272863909,5396371432,1
272863909,10947834047,1
272863977,2877194226,1
272864060,1527932244,1
272864060,1527932251,1
272864060,1527932253,1
272864071,1527932241,2
272864071,1527932254,1
272864071,1527932255,1
272864237,266702699,1
272864237,272862367,1
272864237,272864283,1
272864283,272864237,1
272864283,446343208,1
272864306,446343208,1
272864306,446345523,1
272864306,9653989310,1
273102205,273102460,1
273102205,390083939,1
273102460,7952259203,1
273102460,7952259309,1
273102858,271652796,1
273102858,271653174,1
273102858,7238667895,1
273344861,273347123,1
273344861,1035781976,1
273344861,10207038606,1
273344867,273344868,2
273344867,1035781959,2
273344867,4181943927,2
273344867,10207038605,2
273344868,273344867,2
273344868,273345526,3
273344868,4181943927,2
273344875,273346442,2
273344875,1035787900,2
273344875,4181943927,3
273344881,273346496,2
273344881,518428878,2
273344881,9944631034,2
273344883,273345515,3
273344883,9939671636,2
273344883,9944631034,2
273344885,273345515,2
273344885,3394239337,1
273344885,9939671636,2
273345515,273344883,3
273345515,273344885,2
273345515,273345516,2
273345515,273345981,2
273345516,273345515,2
273345516,273346077,2
273345516,5438383873,2
273345526,273344868,3
273345526,273346074,1
273345526,5438383864,1
273345526,5438383873,1
273345533,273345710,3
273345533,273347119,2
273345533,1035781959,2
273345710,273345533,3
273345710,5438383864,2
273345710,8656796558,2
273345980,273345981,1
273345980,273346074,1
273345980,8656796558,2
273345981,273345515,2
273345981,273345980,1
273345981,273346077,1
273346074,273345526,1
273346074,273345980,1
273346074,273346077,1
273346077,273345516,2
273346077,273345981,1
273346077,273346074,1
273346442,273344875,2
273346442,1416152366,2
273346442,10860864481,2
273346451,273346496,2
273346451,1035833037,2
273346451,1235135562,2
273346496,273344881,2
273346496,273346451,2
273346496,1035787900,2
273347061,283202766,1
273347061,760753390,1
273347061,760753422,1
273347119,273345533,2
273347119,273347123,1
273347119,290438736,1
273347123,273344861,1
273347123,273347119,1
273347123,1035781959,1
273349151,273349204,1
273349204,273349151,1
273349204,7030236345,1
273349204,7030236352,1
274073657,293756816,2
274073657,1823225038,2
274073657,8420088767,1
274073657,8420088780,1
274073766,26949007,2
274073766,293756816,2
274073766,293757271,1
274396685,274396686,1
274396685,274396795,1
274396685,4693958455,1
274396686,274396685,1
274396686,274397051,4
274396686,295966942,2
274396686,4932174832,3
274396795,274396685,1
274396795,274397667,2
274397050,274397192,4
274397050,287808639,2
274397050,697371810,2
274397050,6137666021,2
274397051,274396686,4
274397051,287808639,2
274397051,295966942,4
274397192,274397050,4
274397192,274397468,2
274397192,354494616,2
274397192,748840094,2
274397430,748840094,2
274397430,2740484256,1
274397430,7123007298,2
274397468,274397192,2
274397468,1802458459,1
274397667,274396795,2
274397667,4932174832,2
274860016,7731351,1
274860016,7731356,1
274860016,274860023,1
274860016,274860031,1
274860023,274860016,1
274860023,5573920977,1
274860023,10121650731,1
274860023,10121650735,1
274860031,7729276,1
274860031,274860016,1
274860031,5451426724,1
274872760,4269768818,1
274872761,7430443425,1
274872994,274872995,1
274872995,274872994,1
274873248,1802532225,1
274873248,8882013196,1
274873248,10215336393,1
274873554,1802532286,1
274873554,1802532290,1
274873554,1802532312,1
274873593,1802532353,1
274873593,1802532360,1
274873593,1802532361,1
274874462,7170216,1
274874462,7740735205,1
274874462,7740735207,1
274969350,275621762,1
275044450,1242099757,1
275044450,1242099772,1
275044450,1242099808,1
275044451,275044452,1
275044451,1242099807,1
275044451,1242099819,1
275044452,17424762,1
275044452,18164013,1
275044452,275044451,1
275046201,8881374,1
275046201,9849061894,1
275595282,1555801723,1
275595282,1557110188,1
275595911,1557110196,1
275595911,1618849623,1
275595911,2422881957,1
275615788,1618849616,1
275615788,2300215166,1
275616225,112274075,1
275616225,112274361,1
275616225,5501106208,2
275616317,275616344,1
275616317,275616348,1
275616317,2300215174,1
275616344,275616317,1
275616348,275616317,1
275616348,275616403,1
275616348,2300215192,1
275616403,275616348,1
275620072,576717,1
275620072,94014490,1
275620072,7031742422,2
275621762,274969350,1
275621762,275621804,1
275621762,8515582091,1
275621804,275621762,1
275621804,275621806,1
275621804,8515582091,1
275621806,275621804,1
275621806,275621808,1
275621806,1681678721,1
275621808,275621806,1
275622163,275622383,1
275622383,275622163,1
275622383,275622440,1
275622383,3049300126,1
275622412,275622440,1
275622440,275622383,1
275622440,275622491,1
275622462,275622491,1
275622491,269258437,1
275622491,275622440,1
275622646,3049300126,1
275622646,8515582091,1
276073724,20930748,1
276073724,1657693819,1
276073724,4730948518,1
276285291,276585496,2
276285291,278742064,1
276359180,286736029,1
276359181,1681305191,1
276359182,1681305191,1
276585488,276585489,1
276585488,323027766,1
276585488,2350501801,1
276585488,8420088815,1
276585489,276585488,1
276585489,276585490,1
276585489,279851283,1
276585490,276585489,1
276585490,279851283,1
276585490,279851300,1
276585496,276285291,2
276585496,8420088800,1
276585496,8420128439,1
277052767,8078448,1
277365153,30403914,1
277365153,454417060,1
277365153,1570037845,1
277498109,3605957552,1
277498109,5893167415,1
277498109,5893167416,1
278140549,80228600,1
278140549,80232127,1
278140549,278140661,1
278140549,8429284071,1
278140661,80232129,1
278140661,278140549,1
278140661,10042910393,1
278142120,1591455806,1
278142121,265733241,1
278142122,1591455811,1
278142123,265733240,1
278142124,1591455814,1
278186525,20929951,1
278186525,1614160605,1
278186525,10595682232,1
278186527,278187223,1
278186527,1578270292,1
278186527,3627941721,1
278186527,3627941724,1
278186792,278187221,1
278187221,20929959,1
278187221,278186792,1
278187221,5052263017,1
278187221,5209121518,1
278187223,278186527,1
278187223,1614160602,1
278187223,3092112397,1
278187223,5052263020,1
278187225,1351197308,1
278187225,1614160602,1
278187225,5334443795,1
278187638,716767695,1
278187638,7570731041,1
278189311,8082305,1
278189311,8082308,1
278189311,1623964479,1
278331768,278332790,1
278331768,6130648828,1
278331770,271653072,1
278331770,278332431,1
278331770,5914753306,1
278331771,278333983,1
278331772,278333982,1
278331772,5769106066,1
278332294,249639197,1
278332294,249639199,1
278332294,278336137,1
278332295,249639199,1
278332295,278334422,1
278332295,278334460,1
278332427,278332791,1
278332431,278331770,1
278332431,278332432,1
278332431,278332790,1
278332431,5914753303,1
278332432,278332431,1
278332432,278332433,1
278332432,278332791,1
278332432,278333196,1
278332433,278332432,1
278332433,278332434,1
278332433,278334420,1
278332434,249639203,1
278332434,278332433,1
278332434,278332512,1
278332512,249639207,1
278332512,278332434,1
278332512,278332791,1
278332790,125460,1
278332790,278331768,1
278332790,278332431,1
278332790,278332791,1
278332791,278332427,1
278332791,278332432,1
278332791,278332512,1
278332791,278332790,1
278333196,278332432,1
278333196,278333197,1
278333196,278333983,1
278333196,278334421,1
278333197,278333196,1
278333197,278333982,1
278333197,278336238,1
278333982,278331772,1
278333982,278333197,1
278333982,278333983,1
278333982,2342589561,1
278333983,278331771,1
278333983,278333196,1
278333983,278333982,1
278333983,5914753301,1
278334420,278332433,1
278334420,278334421,1
278334420,1801569500,1
278334421,278333196,1
278334421,278334420,1
278334421,278334422,1
278334422,278332295,1
278334422,278334421,1
278334422,278334423,1
278334423,278334422,1
278334423,278335445,1
278334423,278335514,1
278334424,278335514,1
278334424,278336137,1
278334424,278336185,1
278334460,249639203,1
278334460,278332295,1
278334460,1801569500,1
278335445,249639199,1
278335445,278334423,1
278335445,278336137,1
278335514,278334423,1
278335514,278334424,1
278335514,278336238,1
278336137,278332294,1
278336137,278334424,1
278336137,278335445,1
278336137,278336139,1
278336139,249639197,1
278336139,278336137,1
278336139,278336556,1
278336185,278334424,1
278336185,278336238,1
278336185,278336556,1
278336238,278333197,1
278336238,278335514,1
278336238,278336185,1
278336556,278336139,1
278336556,278336185,1
278336556,390084364,1
278339413,250357809,1
278339413,250357810,1
278339413,278339957,1
278339413,278339958,1
278339454,278339958,1
278339454,278339959,1
278339951,278339952,1
278339951,278386111,1
278339952,278339951,1
278339952,278339953,1
278339952,1787312286,1
278339953,278339952,1
278339953,278384549,1
278339953,1787312272,1
278339954,278339955,1
278339954,1787312268,1
278339954,1787312275,1
278339954,1801568732,1
278339955,278339954,1
278339955,278339956,1
278339955,1777481202,1
278339955,8547000117,1
278339956,278339955,1
278339956,278339957,1
278339956,1787312245,1
278339957,278339413,1
278339957,278339956,1
278339957,278384553,1
278339958,271652485,1
278339958,278339413,1
278339958,278339454,1
278339959,278339454,1
278339959,278340107,1
278339959,297823712,1
278340107,271652795,1
278340107,278339959,1
278340107,1623872282,1
278340425,271650126,1
278340425,271650128,1
278340425,271652279,1
278340425,6121514191,1
278380885,273102205,1
278380885,7952191378,1
278380975,3196187127,1
278381010,278381587,1
278381010,297823714,1
278381030,3196187139,1
278381149,3196187178,1
278381259,271652483,1
278381259,278381587,1
278381259,3196187178,1
278381587,278381010,1
278381587,278381259,1
278381587,3196187140,1
278381588,32359747,1
278381588,271652483,1
278381588,278381951,1
278381593,32359747,1
278381593,32359751,1
278381593,7037148791,1
278381679,271652483,1
278381679,271652484,1
278381679,278381873,1
278381680,32359753,1
278381680,271652484,1
278381680,278381873,1
278381873,278381679,1
278381873,278381680,1
278381873,3368576184,1
278381884,278381951,1
278381951,271652484,1
278381951,278381588,1
278381951,278381884,1
278382119,6925616520,1
278382426,271650131,1
278382426,1579713312,1
278382837,32359746,1
278382837,271650130,1
278382837,271652282,1
278382964,278382996,1
278382964,3187547500,1
278382964,7037148788,1
278382979,1660636314,1
278382979,8579043961,1
278382996,278382964,1
278382996,2141443284,1
278383345,32359751,1
278383345,271652485,1
278383345,9854352757,1
278383431,2954089214,1
278383431,3368576297,1
278383431,9854352757,1
278383438,9854352750,1
278383525,278383652,1
278383525,1579713245,1
278383525,9854352750,1
278383525,9854352753,1
278383526,278385842,1
278383526,1579713291,1
278383526,3368576305,1
278383559,278383652,1
278383652,278383525,1
278383652,278383559,1
278383652,3368576314,1
278384041,1579713412,1
278384041,2141443278,1
278384041,3368576314,1
278384041,9391335253,1
278384043,1414224246,1
278384043,1660636284,1
278384043,9391335258,1
278384091,1801568732,1
278384549,278339953,1
278384551,2251957659,1
278384551,8547000117,1
278384553,278339957,1
278384814,278384861,1
278384861,278384814,1
278385084,278386332,1
278385084,281771367,1
278385085,9370627007,2
278385085,9370627010,1
278385086,278385085,1
278385086,8584389985,1
278385365,278385086,1
278385842,278383526,1
278385842,9415647414,1
278385842,9415647415,1
278385842,9415647416,1
278385955,283059782,1
278385955,1777472979,1
278385955,1787312378,1
278385956,250357800,1
278385956,271652524,1
278385956,283059782,1
278386111,271652524,1
278386111,271652525,1
278386332,250357800,1
278386332,278385084,1
278386332,2584450978,1
278386423,250357805,1
278386423,278386424,1
278386423,281771338,1
278386423,9370627010,1
278386424,278386423,1
278386424,8584389985,1
278386424,9259253401,1
278386425,278386448,1
278386425,8584389985,1
278386425,9259253378,1
278386425,9259253406,1
278386667,278386819,1
278386667,9259253406,1
278386819,278386667,1
278386819,278782245,1
278386819,1660636280,1
278386821,278782245,1
278386821,1660636280,1
278386821,3587691516,1
278386822,1579713316,1
278386822,3587685776,1
278386822,3587691516,1
278386823,1579713356,1
278386823,1660636299,1
278386823,3587691524,1
278386824,278386835,1
278386824,1579713356,1
278386824,3587685754,1
278386835,278386824,1
278387407,278387408,1
278387407,278387809,1
278387407,1460474863,1
278387407,1579713342,1
278387408,278387407,1
278387408,1579713356,1
278387408,1660636299,1
278387483,3587685747,1
278387483,3587685753,1
278387491,278782598,1
278387491,10557064454,1
278387807,278388269,1
278387807,1579713225,1
278387807,9391335225,1
278387808,1579713303,1
278387808,1579713342,1
278387808,3587685775,1
278387809,278387407,1
278387809,1414224400,1
278387809,3587685771,1
278387816,1414224400,1
278388269,278387807,1
278388269,278388271,1
278388269,278388798,1
278388271,278388269,1
278388271,1579713343,1
278388271,6751167234,1
278388798,250357805,1
278388798,278388269,1
278388798,9415662620,1
278389246,218745948,1
278389246,278389268,1
278389246,278781269,1
278389251,218745948,1
278389251,278389268,1
278389251,1170269496,1
278389268,278389246,1
278389268,278389251,1
278389268,1170269310,1
278389356,20943807,1
278389356,20943816,1
278389356,278389447,1
278389358,271445875,1
278389358,278389360,1
278389358,1142416917,1
278389360,278528213,1
278389360,571820386,1
278389361,278389855,1
278389361,2207056123,1
278389362,278389363,1
278389362,278389855,1
278389363,278389356,1
278389363,278528271,1
278389447,20943797,1
278389453,93552774,1
278389454,2253529683,1
278389463,2253529703,1
278389463,5768753824,1
278389614,20943807,1
278389614,278779478,1
278389614,278779872,1
278389855,278389361,1
278389855,278389362,1
278389855,278528213,1
278389855,278528271,1
278390203,18165930,1
278390203,1649654492,1
278390304,278390203,1
278390304,1043107537,1
278526775,278526776,2
278526775,760755256,1
278526776,278526775,2
278526776,760755257,1
278526994,20943818,1
278526994,278526995,1
278526995,20943801,1
278526995,278526999,1
278526995,401520024,2
278526995,1142416684,2
278526999,278526995,1
278526999,278527004,1
278526999,2504144804,2
278527004,20943804,1
278527004,278526999,1
278527004,401520031,1
278527538,20943817,1
278527538,20943818,1
278527538,278527824,1
278527824,278527538,1
278528213,278389360,1
278528213,278389855,1
278528213,1142416717,1
278528214,1142416717,1
278528271,278389363,1
278528271,278389855,1
278528271,1637457708,1
278528398,271445403,1
278528398,1170167069,1
278528464,278528539,1
278528464,278528540,1
278528464,278779381,1
278528464,1170167033,1
278528472,278528538,1
278528472,2207056122,1
278528487,278528398,1
278528487,278528538,1
278528538,278528472,1
278528538,278528487,1
278528538,278528539,1
278528539,278528464,1
278528539,278528538,1
278528539,278779887,1
278528540,278528464,1
278528540,278530559,1
278528540,278779380,1
278530559,278528540,1
278530559,278530560,1
278530559,278779379,1
278530560,278530559,1
278530560,278530561,1
278530560,278779378,1
278530561,278530560,1
278530561,278779377,1
278530561,297278462,1
278619677,278619679,1
278619677,1803739180,1
278619677,1871856409,1
278619677,10902298540,1
278619679,278619677,1
278619679,278619680,1
278619679,286581197,2
278619680,278619679,1
278619680,9916765529,1
278619680,9916765531,1
278619728,278619729,2
278619728,291745420,2
278619728,1330913881,2
278619729,278619728,2
278619729,291745419,2
278619729,291745426,3
278619729,1330913806,2
278619731,278619732,2
278619731,291745419,2
278619731,291745426,2
278619732,278619731,2
278619732,278619775,2
278619732,9312814515,2
278619735,278619736,1
278619735,1330913864,1
278619735,2304187366,1
278619736,278619735,1
278619736,278619737,1
278619736,4186875785,1
278619737,278619736,1
278619737,1871850856,1
278619737,9312867322,1
278619775,278619732,2
278619775,10911587634,4
278619779,278619780,3
278619779,286581161,2
278619779,1004172996,2
278619780,278619779,3
278619780,286581166,2
278619780,1330913950,2
278742050,271805163,1
278742050,335922468,1
278742050,6983115310,1
278742064,276285291,1
278742064,278742068,1
278742066,278742064,1
278742066,452550635,1
278742068,278742066,1
278742068,278742069,1
278742069,271805282,1
278742069,271805293,1
278742069,278742068,1
278742069,6983115312,1
278742260,271804896,1
278742260,271805163,1
278742260,335922468,1
278742279,271804936,1
278742279,271805182,1
278742279,6130333858,1
278742309,2621942093,1
278742309,3187575505,1
278742310,278742311,1
278742311,278742310,1
278742311,3187575510,1
278742467,271805190,1
278742467,2351280768,1
278742467,9951602532,1
278742662,8085016,1
278779375,278779376,1
278779375,5335039944,1
278779375,6145146006,1
278779376,278779375,1
278779376,278779377,1
278779376,278780020,1
278779377,278530561,1
278779377,278779376,1
278779377,278779378,1
278779378,278530560,1
278779378,278779377,1
278779378,278779379,1
278779379,278530559,1
278779379,278779378,1
278779379,278779380,1
278779379,278779745,1
278779380,278528540,1
278779380,278779379,1
278779380,278779381,1
278779381,278528464,1
278779381,278779380,1
278779381,278779478,1
278779382,8710151409,1
278779478,278389614,1
278779478,278779381,1
278779478,278779887,1
278779542,278779601,1
278779601,278779542,1
278779601,278780020,1
278779601,297278462,1
278779745,278779379,1
278779783,278528472,1
278779783,278779872,1
278779872,278389614,1
278779872,278779783,1
278779872,278779887,1
278779887,278528539,1
278779887,278779478,1
278779887,278779872,1
278779991,278780020,1
278779991,5335039945,1
278779991,6145146006,1
278780020,278779376,1
278780020,278779601,1
278780020,278779991,1
278780970,1170269309,1
278780970,8021732549,1
278780995,218745970,1
278780995,278780998,1
278780995,1170269309,1
278780995,1189376883,2
278780998,278780995,1
278780998,2544613516,1
278780998,3831470927,1
278780999,278781001,1
278780999,1170269431,1
278780999,7440899980,1
278781001,278780999,1
278781001,278781004,1
278781001,282662659,1
278781001,1189376944,2
278781004,278781001,1
278781004,278781269,1
278781004,1170269310,1
278781063,218745985,1
278781063,278781080,1
278781063,7695481902,1
278781080,278781063,1
278781080,278781270,1
278781080,2584450992,1
278781141,249639185,1
278781141,278781269,1
278781141,2584450990,1
278781260,2584450990,1
278781260,2584450992,1
278781260,3368576306,2
278781260,8547000121,1
278781269,278389246,1
278781269,278781004,1
278781269,278781141,1
278781269,282662659,1
278781270,218745970,1
278781270,278781080,1
278781270,282662659,1
278781270,7440899980,1
278781375,3587691511,1
278781438,278781439,1
278781438,3587691511,1
278781438,3587691513,1
278781439,278781438,1
278781439,278781523,1
278781439,278781823,1
278781522,278781523,1
278781522,278781945,1
278781522,278781987,1
278781523,278781439,1
278781523,278781522,1
278781523,278781524,1
278781523,1660570130,3
278781524,267949846,3
278781524,278781523,1
278781524,307665618,1
278781823,32360052,1
278781823,278781439,1
278781823,278781945,1
278781825,3587691515,1
278781945,278781522,1
278781945,278781823,1
278781945,278781946,1
278781946,278781945,1
278781946,278782118,1
278781987,278781522,1
278781987,278781727,1
278781987,278782115,1
278781999,278782118,1
278782115,278781987,1
278782115,3039804329,1
278782118,278781999,1
278782118,278782115,1
278782245,278386819,1
278782245,278386821,1
278782245,1660636280,2
278782245,3587691522,1
278783420,10586355618,1
279091663,270924518,1
279091663,1216637564,3
279091663,8464083415,1
279181476,10285852713,1
279182306,7773043,1
279182306,25440061,1
279182306,4868153037,1
279245399,319833149,1
279245399,1043107657,1
279245399,7699765486,1
279248183,1042960646,2
279248183,1881264904,2
279329663,9849428671,2
279376288,1421338674,1
279376288,2584912833,1
279376288,6145145280,1
279377319,80238792,1
279377319,388376076,1
279377319,6167117691,1
279448850,8097241,1
279448850,8097302,1
279448850,456285395,1
279567908,279567947,1
279567908,2675985340,1
279567908,5646199055,1
279567947,279567908,1
279695842,20925436,1
279703691,7570731027,1
279703691,7570731044,1
279851283,276585489,1
279851283,276585490,1
279851283,300442595,2
279851300,276585490,1
279851300,286429137,2
279851300,8420128433,1
279851327,279851491,2
279851327,279851493,1
279851327,9397237476,2
279851423,279851512,1
279851423,279851522,1
279851423,1299955957,1
279851482,286429351,1
279851482,2350495092,1
279851482,10143262364,1
279851491,279851327,2
279851491,279851554,1
279851491,385552935,1
279851493,279851327,1
279851493,279851512,1
279851493,279851521,2
279851512,279851423,1
279851512,279851493,1
279851512,279851521,2
279851521,279851493,2
279851521,279851512,2
279851521,1299955974,1
279851522,279851423,1
279851522,279851534,2
279851522,8444636916,2
279851534,279851522,2
279851534,279851538,2
279851534,10143262370,1
279851538,279851534,2
279851540,271804784,1
279851540,279851554,1
279851540,1299955974,1
279851554,271804210,1
279851554,271804341,1
279851554,279851491,1
279851554,279851540,1
279969850,1249999721,1
279973030,601056597,2
279973030,3221745475,2
279973030,4885884371,2
279973394,247960628,2
279973394,267956833,2
279973460,537530803,2
279973460,5059260816,2
279973460,9360188349,2
279973460,9821947477,2
279989946,279989980,1
279989946,6844957712,1
279989949,17546854,1
279989949,279989980,1
279989949,1365821870,1
279989980,279989946,1
279989980,279989949,1
279989980,279989987,1
279989981,279989987,1
279989981,1365821873,1
279989981,8914430030,1
279989982,279989987,1
279989982,279989988,1
279989982,1365821870,1
279989987,279989980,1
279989987,279989981,1
279989987,279989982,1
279989987,286509787,1
279989988,279989982,1
279989988,1365821842,1
279989988,1589517228,1
279990000,1589517203,1
279990000,1589517228,1
279990000,8914430030,1
279990056,5274881534,1
279990237,279990412,1
279990237,1255242258,2
279990411,279990412,1
279990412,279990237,1
279990412,279990411,1
279990412,282718792,1
279990419,1555699507,1
279990472,279990473,1
279990472,279990503,1
279990472,282712832,1
279990473,279990472,1
279990473,279990513,1
279990473,1365404722,1
279990503,107552961,1
279990503,279990472,1
279990503,282716019,1
279990513,279990473,1
279990513,282712704,1
279990513,3315434843,1
279990516,107552893,1
279990516,282712704,2
279990516,1555693131,1
279991458,282701757,1
279991458,282701764,1
279992458,3708426717,1
279992577,4679093894,1
279992637,287549542,1
279992637,2670991103,1
279992637,4679093905,1
279998222,598197056,1
279998329,1063602115,1
279998329,1063602121,1
279998329,1063602155,1
279998330,1063570326,1
279998330,1063602113,1
279998330,1063602121,1
280009128,9534611999,1
280020154,20943810,1
280020154,20943836,1
280020154,3998863458,1
280020598,1585523061,1
280020598,8441002012,1
280020598,8899200181,1
280020598,8899200187,1
280020602,20943809,1
280020602,6145145991,1
280020602,9156241496,1
280020785,280020786,1
280020785,280021079,1
280020785,280021447,1
280020785,8899200181,1
280020786,280020785,1
280020786,2584912781,2
280020786,3772034592,1
280021077,280021079,1
280021077,8441002012,1
280021077,9149513547,1
280021079,280020785,1
280021079,280021077,1
280021079,760764427,1
280021089,1585523020,1
280021089,5623034825,1
280021089,9149513547,1
280021265,280021447,1
280021265,8899200187,1
280021265,9156241489,1
280021447,280020785,1
280021447,280021265,1
280021447,4572131807,1
280021805,9156241489,1
281161304,93028826,1
281161304,281161342,1
281161304,10624439516,1
281161342,281161304,1
281161342,4279746996,1
281161342,8076215338,1
281161512,281161513,1
281161512,497324663,1
281161512,1029113426,1
281161513,281161512,1
281161513,497327626,1
281161513,1471713937,1
281161612,1029113426,1
281180883,6504028,1
281180883,8097286,1
281180883,3628931403,1
281544871,7244206,1
281544871,25902650,1
281682431,247805095,1
281682431,8492756313,1
