u,v,landuse_count
4128223469,1042960444,1
4128223469,4128223472,2
4128223469,4128223473,1
4128223472,4128223468,1
4128223472,4128223469,2
4128223472,4128223477,1
4128223473,324725470,1
4128223473,4128223469,1
4128223473,4128223476,2
4128223476,4128223473,2
4128223476,4128223477,2
4128223476,4128223480,2
4128223477,1649651168,1
4128223477,4128223472,1
4128223477,4128223476,2
4128223480,3594037525,2
4128223480,4128223476,2
4128223480,4128223483,2
4128223483,103141779,1
4128223483,1649651168,1
4128223483,4128223480,2
4128577043,5221432141,1
4128577043,5221432154,1
4128577043,8982473715,1
4128577045,5221432158,1
4161717732,1249999705,2
4161717732,4161717733,1
4161717732,5911845007,1
4161717733,4161717732,1
4161717733,5930797978,1
4161717733,5930797980,1
4161736003,4161736009,1
4161736005,1512950426,1
4161736005,1524382452,1
4161736005,4161736009,1
4161736008,4161736011,1
4161736009,4161736003,1
4161736009,4161736005,1
4161736009,4161736011,1
4161736011,1524382450,1
4161736011,4161736008,1
4161736011,4161736009,1
4174194536,7434992333,1
4174194536,8658470449,1
4174194536,8658470471,1
4176408925,20908251,1
4176408925,4939939439,1
4176408925,5563081068,1
4176408928,8088612,1
4176408928,1615580236,1
4176408928,5546555148,1
4176408929,8088612,1
4176408929,1535294654,1
4176408929,1615580236,1
4176892785,2701003825,3
4181394260,308208646,1
4181394260,4181394262,1
4181394260,5015347226,1
4181394262,3498951307,1
4181394262,4181394260,1
4181394262,9521493247,1
4181819332,566174893,1
4181819332,2203528798,1
4181819332,4181819333,3
4181819333,4181819332,3
4181850234,4181850249,2
4181850249,532251555,2
4181850249,532279916,2
4181850249,4181850234,2
4181943927,273344867,2
4181943927,273344868,2
4181943927,273344875,3
4181943938,781569,2
4181943938,8084096,1
4181943938,5423479378,1
4181990552,7434992318,1
4181990553,1625107359,1
4181990553,5562082338,1
4181990553,7434992318,1
4182939647,4182939650,1
4182939650,4182939647,1
4182939650,4182939653,1
4182939650,4182939657,1
4182939653,4182939650,1
4182939653,4183249325,1
4182939653,4183249334,1
4182939657,4182939650,1
4182939659,4182939662,1
4182939662,4182939659,1
4182939662,4182939666,1
4182939662,4182939671,1
4182939666,4182939662,1
4182939666,4183249341,1
4182939666,4183249349,1
4182939671,4182939662,1
4182939674,4182939678,1
4182939678,4182939674,1
4182939678,4182939682,1
4182939678,4182939685,1
4182939682,4182939678,1
4182939682,4183249355,1
4182939682,4183249361,1
4182939685,4182939678,1
4183230278,12731080,1
4183230278,1607363949,1
4183230278,4183485490,1
4183230282,4183249300,1
4183230286,1419556831,1
4183230286,4183364228,1
4183230286,4183485502,1
4183249300,4183230282,1
4183249300,4183249304,1
4183249300,4183249306,1
4183249304,4183249300,1
4183249304,4183249311,1
4183249304,4183249318,1
4183249304,4183485490,1
4183249306,4183249300,1
4183249311,4183249304,1
4183249318,4183249304,1
4183249318,4183249323,1
4183249318,4183249325,1
4183249323,4183249318,1
4183249325,4182939653,1
4183249325,4183249318,1
4183249325,4183249332,1
4183249332,4183249325,1
4183249332,4183345197,1
4183249332,4183345199,1
4183249334,4182939653,1
4183249334,4183249336,1
4183249334,4183249341,1
4183249336,4183249334,1
4183249341,4182939666,1
4183249341,4183249334,1
4183249341,4183249348,1
4183249348,4183249341,1
4183249348,4183345202,1
4183249348,4183345204,1
4183249349,4182939666,1
4183249349,4183249350,1
4183249349,4183249355,1
4183249350,4183249349,1
4183249355,4182939682,1
4183249355,4183249349,1
4183249355,4183249360,1
4183249360,4183249355,1
4183249360,4183572439,1
4183249360,4183572453,1
4183249361,4182939682,1
4183249361,4183249364,1
4183249361,4183419311,1
4183249364,4183249361,1
4183267535,4183267536,1
4183267535,4183267542,1
4183267535,4183485501,1
4183267536,4183267535,1
4183267536,4183267542,1
4183267536,4183267544,1
4183267542,4183267535,1
4183267542,4183267536,1
4183267542,4183267543,1
4183267543,4183267542,1
4183267543,4183267549,2
4183267544,4183267536,1
4183267544,4183267549,1
4183267544,4183345197,1
4183267549,4183267543,2
4183267549,4183267544,1
4183345194,4183345200,1
4183345194,4183485502,1
4183345194,4183485506,1
4183345197,4183249332,1
4183345197,4183267544,1
4183345197,4183345199,1
4183345197,4183485506,1
4183345199,4183249332,1
4183345199,4183345197,1
4183345199,4183345201,1
4183345200,4183345194,1
4183345200,4183345201,1
4183345200,4183345205,1
4183345201,4183345199,1
4183345201,4183345200,1
4183345201,4183345202,1
4183345202,4183249348,1
4183345202,4183345201,1
4183345202,4183345204,1
4183345204,4183249348,1
4183345204,4183345202,1
4183345204,4183345206,1
4183345205,4183345200,1
4183345205,4183345206,1
4183345205,4183345208,1
4183345206,4183345204,1
4183345206,4183345205,1
4183345206,4183345208,1
4183345206,4183572439,1
4183345208,4183345205,1
4183345208,4183345206,1
4183345208,4183572453,1
4183364228,4183230286,1
4183419300,1345991351,1
4183419311,4183249361,1
4183441830,12731078,1
4183441830,4183485493,1
4183441830,4183485503,1
4183485489,1419556831,1
4183485489,1607363949,1
4183485489,4183485506,1
4183485490,4183230278,1
4183485490,4183249304,1
4183485490,4183485494,1
4183485491,12731079,1
4183485491,1419556831,1
4183485491,4183485500,1
4183485493,12731079,1
4183485493,4183441830,1
4183485493,4183485500,1
4183485494,4183485490,1
4183485494,4183485495,1
4183485494,4183485501,1
4183485495,1607363949,1
4183485495,4183485494,1
4183485495,4183485499,1
4183485495,4183485501,1
4183485498,12731076,1
4183485498,12731078,1
4183485498,4183485503,1
4183485499,4183485495,1
4183485500,4183485491,1
4183485500,4183485493,1
4183485500,4183485502,1
4183485500,4183485504,1
4183485501,4183267535,1
4183485501,4183485494,1
4183485501,4183485495,1
4183485502,4183230286,1
4183485502,4183345194,1
4183485502,4183485500,1
4183485503,4183441830,1
4183485503,4183485498,1
4183485503,4183485505,1
4183485504,4183485500,1
4183485504,4183485505,1
4183485504,4183485513,1
4183485505,4183485503,1
4183485505,4183485504,1
4183485505,4183485510,1
4183485506,4183345194,1
4183485506,4183345197,1
4183485506,4183485489,1
4183485510,4183485505,1
4183485510,4183485513,1
4183485510,4183485520,1
4183485510,4183516987,1
4183485513,4183485504,1
4183485513,4183485510,1
4183485513,4183485519,1
4183485515,4183516987,1
4183485515,4183516988,1
4183485519,4183485513,1
4183485519,4183485520,2
4183485520,4183485510,1
4183485520,4183485519,2
4183516980,12731076,1
4183516980,1729667571,1
4183516980,3531137682,1
4183516982,3531137683,1
4183516982,4183516985,1
4183516982,4183534889,1
4183516984,3531137682,1
4183516984,3531137683,1
4183516984,4183516985,1
4183516985,4183516982,1
4183516985,4183516984,1
4183516985,4183516987,1
4183516985,4183516988,1
4183516987,4183485510,1
4183516987,4183485515,1
4183516987,4183516985,1
4183516988,4183485515,1
4183516988,4183516985,1
4183516988,4183534889,1
4183534889,4183516982,1
4183534889,4183516988,1
4183534889,4183534891,1
4183534891,4183534889,1
4183572439,4183249360,1
4183572439,4183345206,1
4183572439,4183572453,1
4183572453,4183249360,1
4183572453,4183345208,1
4183572453,4183572439,1
4184219903,3640339423,1
4184219935,3636999506,1
4184373099,26154589,1
4184373099,392834649,1
4184373099,10229462925,1
4184373099,10229591220,1
4184373130,392835996,1
4184373130,392837149,1
4184373130,4184373131,1
4184373131,4184373130,1
4186218684,4186218685,2
4186218685,266845355,2
4186218685,2329062799,2
4186218685,4186218684,2
4186218685,4186218688,2
4186218688,290723118,1
4186218688,290723121,1
4186218688,4186218685,2
4186219299,290723123,1
4186219299,1578110931,1
4186219299,4186219304,2
4186219304,4186219299,2
4186875699,2367865224,1
4186875699,4186875700,1
4186875699,7187568412,1
4186875700,1803739180,1
4186875700,4186875699,1
4186875700,7187568412,1
4186875766,286581156,1
4186875772,4186875785,1
4186875785,278619736,1
4186875785,286581156,1
4186875785,4186875772,1
4194386535,4194386536,1
4194386536,94014510,1
4194386536,4194386535,1
4194386536,4194654861,1
4194654861,94014509,1
4194654861,94014510,1
4194654861,4194386536,1
4194918492,9053835317,1
4194918492,9053835327,1
4194918492,9063246464,1
4194918495,4194918496,1
4194918495,4194918504,1
4194918495,4194918507,1
4194918496,4194918495,1
4194918496,4194918497,1
4194918496,4194918498,1
4194918497,4194918496,1
4194918497,4194918499,1
4194918497,4194918503,1
4194918497,4194918507,1
4194918498,4194918496,1
4194918498,4194918499,1
4194918498,4194918500,1
4194918499,4194918497,1
4194918499,4194918498,1
4194918499,4194918501,1
4194918499,4194918503,1
4194918500,4194918498,1
4194918500,4194918501,1
4194918500,9063246464,1
4194918501,94014498,1
4194918501,4194918499,1
4194918501,4194918500,1
4194918501,9054731067,1
4194918503,4194918497,1
4194918503,4194918499,1
4194918503,9054731067,1
4194918504,4194918495,1
4194918504,4194918508,1
4194918504,4194918509,1
4194918506,4194918508,1
4194918507,4194918495,1
4194918507,4194918497,1
4194918507,4194918508,1
4194918508,4194918504,1
4194918508,4194918506,1
4194918508,4194918507,1
4194918509,4194918504,1
4194918509,4194918510,1
4194918509,4194918511,1
4194918510,4194918509,1
4194918511,94014507,1
4194918511,4194918509,1
4194918511,4194918513,1
4194918513,4194918511,1
4194918514,94014507,1
4194918514,4194918515,1
4194918514,5703276451,1
4194918515,4194918514,1
4195614935,4195615091,1
4195615091,8677607162,1
4199224164,5646198990,1
4199224164,5646198998,2
4199546198,4199546201,1
4199546198,4199546204,1
4199546201,3661137018,1
4199546201,4199546198,1
4199546203,4199546201,1
4199546203,10670224620,1
4199546204,4199546203,1
4199546204,10670224622,1
4199695623,31875682,3
4199695623,1332234323,3
4199695623,4199695627,3
4199695623,4199695628,3
4199695627,4199695623,3
4199695628,21556600,3
4199695628,1803799660,3
4199695628,4199695623,3
4199695629,31875682,3
4199695629,4199695633,3
4199695633,269598170,3
4199695633,4199695629,3
4199695635,31875650,3
4199695635,31875682,3
4199695635,3098681288,3
4199695650,31875650,3
4199695650,4199695652,1
4199695650,4199695656,1
4199695650,4199695660,1
4199695652,4199695650,1
4199695656,31875648,1
4199695656,4199695650,1
4199695656,4199695660,1
4199695660,4199695650,1
4199695660,4199695684,1
4199695661,4199695656,1
4199695678,31875648,1
4199695678,3389997623,1
4199695678,3389997632,1
4199695684,2327477960,1
4199695684,9951537132,1
4199695687,3389997623,1
4199695687,4199695678,1
4199695889,6488644,1
4199695889,8082274,1
4199695889,4199695894,1
4199695889,10229662874,1
4199695891,4199695895,1
4199695892,4199695895,1
4199695894,6488644,1
4199695894,4199695889,1
4199695895,4199695891,1
4199695895,4199695892,1
4199695895,10679502639,1
4199695896,9793905355,1
4199741609,1332234332,2
4199741611,267787154,3
4200057993,8082310,1
4200057993,5754863558,1
4200057993,9830911394,1
4200057993,9830911396,2
4200057995,500852621,1
4200057995,4200057996,1
4200057996,4200058001,1
4200057996,4878712200,1
4200057997,5754863557,1
4200057997,5754863562,1
4200057997,9830911396,1
4200057999,4200058000,1
4200057999,8570098556,1
4200058000,4200058003,1
4200058000,5333603262,1
4200058001,8089401,1
4200058001,4200058004,1
4200058001,5333603264,1
4200058002,4200057999,1
4200058002,4200058003,1
4200058002,8570098542,1
4200058003,2119882494,1
4200058003,4200058002,1
4200058004,500852749,1
4200080173,10864798752,1
4200080314,8089157,1
4200080314,4200080315,1
4200080314,6450493996,1
4200080315,4200080314,1
4200080315,6450494002,1
4200080315,6450494007,1
4200252900,1359686074,2
4200252929,10559553410,2
4200305112,298476811,1
4200305112,312474892,1
4200305112,483698129,1
4200305121,298476811,1
4200310203,2332699080,1
4200490779,9916531440,1
4214514438,7452895446,1
4214514456,1803914970,2
4214514456,1803914973,1
4214514456,4214514459,2
4214514459,4214514456,2
4214514465,4214514470,2
4214514470,1803914976,1
4214514470,1803914982,1
4214514470,4214514465,2
4214835850,3835758315,1
4214835850,3835758350,1
4214835850,4214835851,1
4214835850,5221432449,1
4214835851,4214835850,1
4218000679,4218000684,1
4218000679,6167110450,1
4218000679,9821927098,1
4218000684,735113193,1
4218000684,4218000679,1
4218000684,9821927094,1
4221505881,20929987,1
4221505881,20930024,1
4221505881,1585604198,1
4221505995,1578282348,1
4221505995,1578282411,1
4221505995,9350735609,1
4221506001,1578282411,1
4221506001,1585604224,1
4221506001,1585604228,1
4221506006,1578282303,1
4221506006,1585604201,1
4221506006,4221506036,1
4221506036,4221506006,1
4221506036,4244807746,1
4225167449,18164882,1
4225167450,289551777,1
4225167450,1064663099,1
4225167452,4225167450,1
4225167462,7151874701,1
4230084087,3288877661,1
4230084087,3288877663,1
4230084087,9602020859,1
4230086163,7470151,1
4230086163,12727442,1
4230086163,1387249555,2
4233708561,1555801701,1
4233708564,112273891,1
4242897169,285487495,1
4242897169,1803874704,1
4242897169,4242897170,1
4242897170,285487542,1
4242897170,1803874705,1
4242897170,4242897169,1
4242897185,285487458,2
4242897185,285487583,4
4242897431,283712560,1
4242897444,283712589,1
4242897444,1350223331,2
4242897444,4242897455,1
4242897453,1803860539,1
4242897453,4242897455,1
4242897453,4247497846,1
4242897455,1350223347,1
4242897455,4242897444,1
4242897455,4242897453,1
4242897456,283712560,1
4242897456,283712577,1
4242897456,283712589,1
4242897602,1657466077,2
4242897602,1657466079,2
4242897602,4244807692,2
4242897602,4244807693,2
4242967119,4242967120,1
4242967119,4298806019,1
4242967119,4298806020,1
4242967120,4242967119,1
4242967120,4242967131,1
4242967120,4298804582,1
4242967124,4242967127,1
4242967124,4242967128,1
4242967124,4242967132,1
4242967127,4242967124,1
4242967127,4242967131,1
4242967127,4243535495,1
4242967128,4242967124,1
4242967128,4242967131,1
4242967128,4298804582,1
4242967131,4242967120,1
4242967131,4242967127,1
4242967131,4242967128,1
4242967132,4242967124,1
4242967132,4242967135,1
4242967132,4242967136,1
4242967135,4242967132,1
4242967135,4242967139,1
4242967135,4243535500,1
4242967136,4242967132,1
4242967136,4242967139,1
4242967136,4242967140,1
4242967139,4242967135,1
4242967139,4242967136,1
4242967139,4242967143,1
4242967140,4242967136,1
4242967140,4242967143,1
4242967140,4242967144,1
4242967143,4242967139,1
4242967143,4242967140,1
4242967143,4242967147,1
4242967144,1056744912,1
4242967144,4242967140,1
4242967144,4242967147,1
4242967147,1673428199,1
4242967147,4242967143,1
4242967147,4242967144,1
4243241597,1673428198,1
4243241597,1673428201,1
4243241597,4243535493,1
4243241597,4298806028,1
4243241610,1803864431,1
4243241610,1803864432,1
4243241610,4243241612,1
4243241611,4243241614,1
4243241611,4243241615,1
4243241611,4298806028,1
4243241612,4243241610,1
4243241612,4243241613,1
4243241612,4243241614,1
4243241613,1578282287,1
4243241613,1803864431,1
4243241613,4243241612,1
4243241614,4243241611,1
4243241614,4243241612,1
4243241614,4243241615,1
4243241615,1578282287,1
4243241615,4243241611,1
4243241615,4243241614,1
4243252161,1063570429,2
4243515344,25951258,1
4243515344,1038193658,1
4243515344,4243515351,1
4243515351,25951217,1
4243515351,4243515344,1
4243515351,7570727614,1
4243515352,283712475,1
4243515352,283712478,1
4243515352,1038193649,1
4243515360,1648545295,1
4243515360,4243515386,2
4243515386,4243515360,2
4243535422,8957542971,1
4243535459,3835234980,1
4243535463,20930008,1
4243535480,20929983,1
4243535480,20929984,1
4243535480,1673412652,2
4243535487,4243535488,1
4243535487,4298804583,1
4243535487,4298806018,1
4243535488,4243535487,1
4243535488,4243535489,1
4243535488,4298806019,1
4243535489,4243535488,1
4243535489,4243535490,1
4243535489,4298806020,1
4243535490,4243535489,1
4243535490,4243535491,1
4243535490,4298806021,1
4243535491,4243535490,1
4243535491,4243535492,1
4243535491,4298806022,1
4243535492,4243535491,1
4243535492,4243535493,1
4243535492,4298806023,1
4243535493,4243241597,1
4243535493,4243535492,1
4243535493,4298806024,1
4243535495,4242967127,1
4243535495,4243535496,3
4243535495,4243535500,1
4243535496,4243535495,3
4243535496,4298806020,1
4243535496,4298806021,1
4243535498,4243535500,3
4243535498,4298806022,1
4243535498,4298806023,1
4243535500,4242967135,1
4243535500,4243535495,1
4243535500,4243535498,3
4244807689,1657466078,2
4244807689,4244807690,2
4244807690,1657466078,2
4244807690,1657466079,2
4244807690,4244807689,2
4244807690,4244807691,2
4244807691,1657466079,2
4244807691,4244807690,2
4244807692,20929981,2
4244807692,4242897602,2
4244807693,20930012,2
4244807693,4242897602,2
4244807694,1657466077,2
4244807694,4244807695,2
4244807695,1657466077,2
4244807695,1657466081,2
4244807695,4244807694,2
4244807695,4244807696,2
4244807696,1657466081,2
4244807696,4244807695,2
4244807697,20929984,2
4244807697,4244807698,2
4244807698,1657466075,2
4244807698,1657466081,2
4244807698,4244807697,2
4244807698,4244807699,2
4244807699,20930010,2
4244807699,4244807698,2
4244807701,4244807702,2
4244807701,4244807705,2
4244807701,4247497847,2
4244807702,1056744798,1
4244807702,4244807701,2
4244807702,4244807706,1
4244807703,1657466085,2
4244807703,4247497847,2
4244807705,20930013,2
4244807705,4244807706,2
4244807705,4247497847,2
4244807706,20930014,1
4244807706,4244807702,1
4244807706,4244807705,2
4244807707,1657466087,2
4244807707,4244807708,2
4244807708,1657466085,2
4244807708,1657466087,2
4244807708,4244807707,2
4244807708,4244807709,2
4244807709,20930006,2
4244807709,4244807708,2
4244807710,1657466073,2
4244807710,4244807711,2
4244807711,1657466073,2
4244807711,1657466087,2
4244807711,4244807710,2
4244807711,4244807712,2
4244807712,20930007,2
4244807712,4244807711,2
4244807713,20929986,2
4244807713,4244807714,2
4244807714,1657466073,2
4244807714,1657466074,2
4244807714,4244807713,2
4244807714,4244807715,2
4244807715,4244807714,2
4244807715,4244946375,2
4244807716,1657466080,2
4244807716,4244807717,2
4244807717,1657466074,2
4244807717,1657466080,2
4244807717,4244807716,2
4244807717,4244807718,2
4244807718,1657466074,2
4244807718,4244807717,2
4244807745,8875217,1
4244807745,1654234714,1
4244807745,4244807746,1
4244807746,1578282303,1
4244807746,4221506036,1
4244807746,4244807745,1
4244946362,1648545295,1
4244946373,20930009,1
4244946373,1578282315,1
4244946375,20930008,1
4245959284,4985777716,1
4247010736,4247010740,1
4247010737,2338323229,1
4247010740,4247010736,1
4247102567,4247102568,2
4247102568,1803874702,2
4247102568,1803874704,2
4247102568,4247102567,2
4247102569,1803874708,2
4247102569,4247102570,2
4247102569,4247102571,2
4247102570,4247102569,2
4247102571,1803874705,2
4247102571,4247102569,2
4247102571,4247102572,2
4247102572,4247102571,2
4247102578,285487504,1
4247102578,1803874702,2
4247102578,4247102581,1
4247102580,285487495,1
4247102580,10881088032,1
4247102580,10881088124,1
4247102581,4247102578,1
4247102581,10881015398,2
4247102581,10881088033,1
4247102582,285487504,1
4247102582,10881015397,1
4247102582,10881088073,1
4247497846,840419839,2
4247497846,4242897453,1
4247497847,1657466085,2
4247497847,4244807701,2
4247497847,4244807703,2
4247497847,4244807705,2
4247979026,247089895,1
4252997884,4252998589,1
4252997887,3458942773,1
4252997887,4252998589,1
4252997887,4252998597,1
4252998589,4252997884,1
4252998589,4252997887,1
4252998589,4252998594,1
4252998594,4252998589,1
4252998597,4252997887,1
4255626631,4255626632,1
4255626632,286715924,1
4255626632,1341406162,1
4255626632,4255626631,1
4255626635,1469300961,1
4257078030,3766537570,1
4257078030,4257078040,1
4257078030,4257334257,1
4257078040,1578090121,1
4257078040,4257078030,1
4257078040,4257078043,1
4257078043,4257078040,1
4257078043,9867029833,1
4257334257,4257078030,1
4264817795,8228720,1
4264817795,21763343,1
4264817795,4264817797,1
4264817797,4264817795,1
4264817797,4264817801,1
4264817797,4264817805,1
4264817798,4264817799,1
4264817798,4264817801,1
4264817798,4264817803,1
4264817799,4264817798,1
4264817801,4264817797,1
4264817801,4264817798,1
4264817801,4264817804,1
4264817803,4264817798,1
4264817804,4264817801,1
4264817805,4264817797,1
4269768805,1802532416,1
4269768805,4269768807,1
4269768805,4269777843,1
4269768807,1467939653,2
4269768807,4269768805,1
4269768807,4269777840,1
4269768807,4631730983,1
4269768810,4269768812,1
4269768810,4631730983,1
4269768810,8098846040,1
4269768812,4269768810,1
4269768812,4269768818,2
4269768812,4631730984,1
4269768818,274872760,1
4269768818,1467939653,1
4269768818,4269768812,2
4269768821,1579437216,1
4269768821,4269768822,1
4269768821,9372880024,1
4269768822,4269768821,1
4269768822,4549191878,1
4269768822,4549191879,1
4269768827,17551052,1
4269768827,1579437314,1
4269768827,4549191878,1
4269768828,17551051,1
4269768828,1579437365,1
4269768828,4549191879,1
4269768834,17551050,1
4269768834,1579437216,2
4269774642,8086421,1
4269777835,4269777840,1
4269777839,4269777840,1
4269777839,4269777844,1
4269777839,4269777846,1
4269777839,4631730982,1
4269777840,4269768807,1
4269777840,4269777835,1
4269777840,4269777839,1
4269777843,4269768805,1
4269777844,31829197,1
4269777844,4269777839,1
4269777844,4269777845,1
4269777845,31829197,1
4269777845,4269777844,1
4269777845,4269777846,1
4269777846,4269777839,1
4269777846,4269777845,1
4269777846,8098846039,1
4269777847,1311740611,1
4269777847,1311752000,1
4269777847,4269777848,1
4269777848,1582952789,1
4269777848,4269777847,1
4269777848,4269777852,1
4269777852,4269777848,1
4269777852,4269777854,2
4269777854,1311752000,1
4269777854,4269777852,2
4269777856,1088032180,1
4269777856,1088032292,1
4269777856,1311740577,1
4269777859,9598423383,1
4279694290,1555801722,1
4279724833,11064633329,1
4279724834,10240278533,1
4279724836,10240278533,1
4279724842,285509431,1
4279746995,4279746997,1
4279746995,8076215314,1
4279746996,281161342,1
4279746996,4279746997,1
4279746996,8076215319,1
4279746997,1468090781,1
4279746997,4279746995,1
4279746997,4279746996,1
4279747001,4279747003,1
4279747001,8076215310,1
4279747001,8076215316,1
4279747003,1468090646,1
4279747003,4279747001,1
4279747003,4279747004,1
4279747004,10595643961,1
4279747005,1468090646,1
4287998372,296199230,1
4287998372,10199392042,1
4287998372,10199392045,1
4287998380,8082319,1
4287998380,8089162,1
4287998380,10004663155,1
4288730608,4288730609,1
4288730608,4288730610,1
4288730608,4288730611,1
4288730609,4288730608,1
4288730610,4288730608,1
4288730611,26492994,1
4288730611,4288730608,1
4288730611,6174509846,1
4289056469,1569660570,1
4289056469,8989649344,1
4289056469,8989649365,1
4289056470,8989649344,1
4289336397,3246125488,1
4289336397,4289483752,1
4289336397,4289483755,1
4289483751,3964324618,1
4289483751,4289483752,1
4289483751,4289483761,1
4289483752,4289336397,1
4289483752,4289483751,1
4289483752,4289483758,1
4289483752,9358654311,1
4289483755,299498643,1
4289483755,4289336397,1
4289483755,4289483758,1
4289483758,4289483752,1
4289483758,4289483755,1
4289483758,4289483761,1
4289483761,4289483751,1
4289483761,4289483758,1
4294520829,423165539,1
4294520849,423165539,1
4294520876,4294520882,1
4294520879,4294520882,1
4294520882,4294520876,1
4294520882,4294520879,1
4294520882,4294520883,1
4294520883,4294520882,1
4294520884,47116962,1
4298804582,1673428205,1
4298804582,4242967120,1
4298804582,4242967128,1
4298804583,1673428203,1
4298804583,4243535487,1
4298804583,6068763549,1
4298806018,1673428203,1
4298806018,4243535487,1
4298806018,4298806019,1
4298806019,4242967119,1
4298806019,4243535488,1
4298806019,4298806018,1
4298806020,4242967119,1
4298806020,4243535489,1
4298806020,4243535496,1
4298806021,4243535490,1
4298806021,4243535496,1
4298806021,4298806022,1
4298806022,4243535491,1
4298806022,4243535498,1
4298806022,4298806021,1
4298806023,4243535492,1
4298806023,4243535498,1
4298806023,4298806024,1
4298806024,1673428201,1
4298806024,4243535493,1
4298806024,4298806023,1
4298806028,1803864432,1
4298806028,4243241597,1
4298806028,4243241611,1
4305444891,5152154156,1
4305565630,18165914,1
4305565630,2207118688,1
4307635503,4307635509,1
4307635503,4307635510,1
4307635503,4307635525,1
4307635503,4307635526,1
4307635504,4307635510,1
4307635504,4307635524,1
4307635504,4374712444,1
4307635505,4307635509,1
4307635505,4307635525,1
4307635505,4374712443,1
4307635507,4307635510,1
4307635507,4307635526,1
4307635507,4586538565,1
4307635509,4307635503,1
4307635509,4307635505,1
4307635509,4307635521,1
4307635510,4307635503,1
4307635510,4307635504,1
4307635510,4307635507,1
4307635515,4307635521,1
4307635521,4307635509,1
4307635521,4307635515,1
4307635521,4307635526,1
4307635524,4307635504,1
4307635524,4307635525,2
4307635525,4307635503,1
4307635525,4307635505,1
4307635525,4307635524,2
4307635526,4307635503,1
4307635526,4307635507,1
4307635526,4307635521,1
4315361160,1240039838,2
4315931597,1363756909,1
4315931597,1803896810,1
4315931597,4315931633,1
4315931625,1363756908,1
4315931625,1803896813,1
4315931625,4315931627,1
4315931627,4315931625,1
4315931627,4315931633,1
4315931627,4315931634,1
4315931633,1363756910,1
4315931633,4315931597,1
4315931633,4315931627,1
4315931633,4315931640,1
4315931634,1363756908,1
4315931634,4315931627,1
4315931634,4315931640,1
4315931640,288722897,1
4315931640,4315931633,1
4315931640,4315931634,1
4315931643,4945253594,1
4315931643,10852502861,1
4315931643,10852502896,1
4315931693,1193140972,1
4328196818,4328196826,1
4328196826,4328196818,1
4329575180,6352788953,1
4329575327,267024855,1
4329575327,1306239403,1
4329575327,4329575331,1
4329575331,4329575327,1
4329811891,289787706,1
4329811891,297272450,2
4329811891,7617964431,2
4337859998,269598178,1
4337859998,4337860007,1
4337859998,5712464419,1
4337860007,4337859998,1
4337860022,268575769,2
4337860022,3350346392,2
4337860022,9942236204,2
4343175043,4343175044,1
4343175043,4343175051,1
4343175043,6145145996,1
4343175044,4343175043,1
4343175051,20943808,1
4343175051,4343175043,1
4343175051,4343175068,1
4343175068,4343175051,1
4343175124,4343175183,1
4343175183,3084452799,1
4343175183,4343175124,1
4343175183,7447568037,1
4344322137,3933488095,1
4344322138,3933488094,1
4344879634,8085597,1
4344879634,8085598,1
4344879634,8085599,1
4344879636,8085600,1
4344879636,8909829,1
4344879636,8909830,1
4344879637,8909828,1
4344879637,8912846,1
4344879637,8912847,1
4351209569,4615985495,1
4351209569,4628548862,1
4351209569,7099886999,1
4351209575,4615985495,1
4351209575,4616016917,1
4351209575,7099886999,1
4351211221,4615927491,1
4351211221,4628548862,1
4351211221,4628548869,1
4352442769,1387389637,1
4352442769,4927547757,1
4352442776,4352442778,1
4352442776,6711627247,1
4352442778,792906,1
4352442778,1185707939,1
4353457215,104313385,1
4353457215,1625268253,2
4353457215,10842005396,1
4353478105,4353478111,1
4353478111,4353478105,1
4354374054,4354374055,1
4354374054,4354374069,1
4354374055,4354374059,1
4354374055,4354374062,1
4354374059,4354374062,1
4354374059,4354374070,1
4354374062,4354374055,1
4354374062,4354374064,1
4354374064,4354374054,1
4354374064,4354374074,1
4354374069,1458183213,1
4354374069,1458183221,1
4354374069,4354374054,1
4354374070,4354374059,1
4354374074,4354374064,1
4361871066,4361871072,1
4361871066,4361871075,1
4361871066,4363307328,1
4361871067,4361871071,1
4361871067,4361871077,1
4361871067,4363320717,1
4361871069,4361871074,1
4361871069,4361871076,1
4361871069,9152060615,1
4361871070,4361871071,1
4361871070,4361871072,1
4361871070,4361871077,1
4361871071,282660384,1
4361871071,4361871067,1
4361871071,4361871070,1
4361871072,4361871066,1
4361871072,4361871070,1
4361871072,4361871078,1
4361871073,295141997,1
4361871073,295142008,3
4361871073,300439919,1
4361871074,282660231,1
4361871074,4361871069,1
4361871074,4361879062,1
4361871075,1387747026,1
4361871075,4361871066,1
4361871075,4361871078,1
4361871076,4361871069,1
4361871076,4363326909,1
4361871076,9152066920,1
4361871077,4361871067,1
4361871077,4361871070,1
4361871077,4361871078,1
4361871078,4361871072,1
4361871078,4361871075,1
4361871078,4361871077,1
4361876290,3039320103,1
4361876880,4363314533,1
4361879062,4361871074,1
4361879062,4361879064,1
4361879062,4361879067,1
4361879064,3044311415,1
4361879064,4361879062,1
4361879064,4363326909,1
4361879067,282660560,1
4361879067,282661270,1
4361879067,4361879062,1
4361879069,3039332341,1
4361879069,3039332342,2
4361879069,4649704466,1
4362058468,282660557,1
4362058468,3044311414,1
4362058468,4649704466,1
4362375394,300439918,1
4362375394,3039332341,1
4362375394,4649704467,2
