u,v,roads_p_count
8491278445,1803806393,3
8491278445,8491278452,3
8491278451,1803806393,4
8491278451,8491278452,3
8491278451,8491278459,2
8491278452,8491278445,3
8491278452,8491278451,3
8491278452,8491278455,3
8491278455,1803806396,3
8491278455,8491278452,3
8491278455,8491278459,3
8491278459,1803806395,4
8491278459,8491278451,2
8491278459,8491278455,3
8491278460,1803806391,3
8491278460,3058660239,3
8491278460,8491278471,3
8491278471,1803806397,3
8491278471,1803806398,4
8491278471,8491278460,3
8491278478,1803806397,4
8491278478,7455110438,3
8491278478,7455110444,3
8491278491,1803806399,5
8491278491,8491278510,9
8491278510,1803806403,3
8491278510,8491278491,9
8491453409,20917716,4
8491453409,3910377289,4
8491453409,3911285286,4
8491477275,280008932,4
8491477275,5890602179,5
8491477275,10149272667,3
8491492157,5460461787,2
8491492157,8491492157,2
8491538832,7729278,3
8491538832,3772028641,3
8491538832,3792177544,5
8491601653,5744884454,3
8491601653,8491601655,3
8491601653,8491601662,3
8491601655,2584912886,3
8491601655,5515055714,3
8491601655,8491601653,3
8491601658,5623027306,2
8491601661,5515055714,3
8491601661,5623027296,3
8491601661,5623027306,3
8491601662,1421343362,4
8491601662,2584912886,3
8491601662,8491601653,3
8491602198,8489747557,3
8491602198,8491602200,3
8491602199,7741058,3
8491602199,8489747558,3
8491602199,8491602200,3
8491602200,8491602198,3
8491602200,8491602199,3
8491602200,8491602201,4
8491602201,2899149634,5
8491602201,8489747557,4
8491602201,8489747558,4
8491602201,8491602200,4
8491602202,388447788,5
8491602206,5228486787,3
8491602206,6863780754,5
8491602206,10186215513,3
8491602210,6509427553,4
8491602210,8491602215,3
8491602210,9813222261,3
8491602211,8491602212,3
8491602211,8491602214,3
8491602211,9813222261,3
8491602212,8491602211,3
8491602212,8491602213,4
8491602212,8491663724,4
8491602213,2691486189,3
8491602213,6863780760,3
8491602213,8491602212,4
8491602214,2691458211,4
8491602214,6509427553,3
8491602214,10186215512,3
8491602215,8300566262,3
8491602215,8300566270,3
8491602215,8491602210,3
8491663718,5228486787,3
8491663718,8491663722,3
8491663718,10186215512,3
8491663722,6503269,7
8491663722,8491663718,3
8491663722,8491663723,4
8491663723,2691486189,3
8491663723,6835712355,4
8491663723,8491663722,4
8491663724,8491663722,4
8491663724,10186215512,4
8491663725,5714634293,7
8491663725,6863780757,5
8491663725,6863780760,4
8491997171,8319435165,3
8491997171,8925896444,3
8491997172,1477320632,6
8491997172,8371098899,3
8492756311,295140931,4
8492756311,2377008299,3
8492756311,3928082931,3
8492756313,281682431,3
8492756313,8492756314,2
8492756313,10130286051,3
8492756314,8492756313,2
8492756315,281682431,3
8492756315,281682467,3
8492756315,8492756316,2
8492756316,8492756315,2
8493001023,1573491334,4
8493001023,8493001024,2
8493001024,8493001023,2
8493001025,281682800,2
8493001025,8493001026,2
8493001025,10130286053,4
8493001026,8493001025,2
8493001037,5680588231,4
8493001037,5680588330,3
8493001037,5680588334,3
8493001038,293871812,3
8493001038,4370956123,4
8493001038,4370956129,4
8493001040,8493001041,4
8493001040,8493001042,3
8493001040,8493001058,4
8493001041,8493001040,4
8493001041,8493001042,3
8493001041,8493001043,3
8493001042,8493001040,3
8493001042,8493001041,3
8493001042,8493001044,3
8493001043,8493001041,3
8493001043,8493001044,3
8493001043,8493001045,3
8493001044,8493001042,3
8493001044,8493001043,3
8493001044,8493001046,3
8493001045,8493001043,3
8493001045,8493001046,3
8493001045,8493001047,3
8493001046,8493001044,3
8493001046,8493001045,3
8493001046,8493001048,3
8493001047,8493001045,3
8493001047,8493001048,3
8493001047,8493001049,3
8493001048,8493001046,3
8493001048,8493001047,3
8493001048,8493001050,3
8493001049,8493001047,3
8493001049,8493001050,3
8493001049,8493001051,3
8493001050,8493001048,3
8493001050,8493001049,3
8493001050,8493001052,3
8493001051,293871794,3
8493001051,8493001049,3
8493001051,8493001052,3
8493001052,8493001050,3
8493001052,8493001051,3
8493001052,8493001053,3
8493001053,293871794,3
8493001053,5680588323,3
8493001053,8493001052,3
8493001055,1329912203,3
8493001055,8493001056,3
8493001055,8493001061,3
8493001056,8493001055,3
8493001056,8493001057,3
8493001056,8493001058,3
8493001057,33034481,3
8493001057,5680588323,3
8493001057,8493001056,3
8493001058,8493001040,4
8493001058,8493001056,3
8493001058,8493001059,3
8493001058,8493001060,3
8493001059,2942538861,3
8493001059,2942538862,2
8493001059,8493001058,3
8493001060,2942538861,3
8493001060,8493001058,3
8493001060,8493001061,3
8493001061,8493001055,3
8493001061,8493001060,3
8493001061,8493001062,3
8493001062,8493001061,3
8493001062,8493001073,3
8493001062,8493001075,3
8493001065,297675647,5
8493001065,297675660,3
8493001065,8493001067,3
8493001065,8493001073,3
8493001066,33034480,3
8493001066,8493001067,3
8493001066,8493001070,3
8493001067,8493001065,3
8493001067,8493001066,3
8493001067,8493001070,3
8493001070,5680588322,3
8493001070,8493001066,3
8493001070,8493001067,3
8493001073,297675643,4
8493001073,1329912203,3
8493001073,8493001062,3
8493001073,8493001065,3
8493001075,2942538861,3
8493001075,8493001062,3
8493001075,8493001082,3
8493001077,8493001078,6
8493001077,8493001080,3
8493001078,8493001077,6
8493001078,8493001082,3
8493001080,1460881420,3
8493001080,1802722020,3
8493001080,8493001077,3
8493001082,33034482,6
8493001082,8493001075,3
8493001082,8493001078,3
8493001084,1414177786,3
8493001084,1414177790,3
8493001084,8493001085,2
8493001085,8493001084,2
8493001086,8493001087,3
8493001086,8493001088,3
8493001086,9103873516,2
8493001087,33034462,3
8493001087,8493001086,3
8493001087,9103890418,3
8493001088,8493001086,3
8493001088,9103873516,2
8493001088,9103890419,3
8493001091,8493001092,3
8493001091,9103873516,2
8493001091,9103890421,3
8493001092,5045461919,3
8493001092,8493001091,3
8493001092,9103890423,3
8493001096,283279493,3
8493001096,1660681660,3
8493001096,1660681680,3
8493036820,1615418669,3
8493036820,1615418675,2
8493036820,8493036822,3
8493036821,18164892,4
8493036821,8493036822,3
8493036821,8493036825,2
8493036822,8493036820,3
8493036822,8493036821,3
8493036822,8493036825,3
8493036825,1615418677,3
8493036825,8493036821,2
8493036825,8493036822,3
8493120142,3792177541,3
8493120142,3792177542,2
8493120142,8493120143,5
8493120143,7729283,4
8493120143,7731354,3
8493120143,8493120142,5
8493139242,20919917,4
8493139247,8493139266,2
8493139247,10247185693,3
8493139247,10247185695,3
8493139266,8493139247,2
8495747562,6727054761,5
8495747562,10169925751,4
8495747562,10169925752,4
8497211966,5297638250,7
8497532093,8497532096,2
8497532094,8497532096,2
8497532096,8497532093,2
8497532096,8497532094,2
8497532096,8497532099,5
8497532099,7699765489,3
8497532099,8497532096,5
8499210013,247089750,4
8500169642,3636387522,6
8500169642,6854176730,6
8500169642,8500169643,4
8500169643,8500169642,4
8500169643,8500169649,5
8500169643,8676527944,3
8500169647,8500169650,2
8500169647,8500169710,3
8500169647,8500285545,3
8500169648,8500169649,3
8500169648,8500169708,4
8500169648,10583634451,3
8500169649,8500169643,5
8500169649,8500169648,3
8500169649,8500169709,3
8500169650,8500169647,2
8500169650,8500169711,3
8500169650,8500285545,3
8500169708,8500169648,4
8500169708,8500169709,2
8500169708,8500169710,3
8500169709,8500169649,3
8500169709,8500169708,2
8500169709,8500169711,3
8500169710,8500169647,3
8500169710,8500169708,3
8500169710,8500169711,2
8500169711,8500169650,3
8500169711,8500169709,3
8500169711,8500169710,2
8500285545,8500169647,3
8500285545,8500169650,3
8500285545,8500285546,3
8500285546,3636387522,5
8500285546,7770868028,3
8500285546,8500285545,3
8500285549,791981,4
8500285549,1059565422,3
8500285549,1059565531,3
8500285549,8500285558,3
8500285558,1281442497,4
8500285558,8500285549,3
8500285558,8500285559,3
8500285559,1059577304,3
8500285559,1059577325,3
8500285559,8500285558,3
8500285559,8500285560,3
8500285560,1059577304,3
8500285560,1059577325,3
8500285560,8500285559,3
8500285561,1059565520,3
8500285561,1059565534,3
8500285561,8500285562,3
8500285562,1059577314,3
8500285562,1059577321,3
8500285562,8500285561,3
8500285562,8500285563,3
8500285563,1059577314,3
8500285563,1059577321,3
8500285563,8500285562,3
8500302871,1059565458,3
8500302871,1059565528,3
8500302871,7439532563,4
8500302872,1059565431,3
8500302872,1059565488,3
8500302872,1059603136,4
8500443822,271441565,3
8500443822,1166385507,4
8500450452,297013918,5
8500450452,297013930,5
8500450452,8500450453,4
8500450453,271444090,5
8500450453,297013918,4
8500450453,8500450452,4
8500457285,3085739145,5
8500457285,3085739148,4
8500457285,8478809956,6
8500459247,8084999,5
8500459247,1166385512,4
8500482507,1579713407,4
8500482507,8478809945,4
8500482507,8500482508,5
8500482508,8478809945,3
8500482508,8500482507,5
8500482508,8548247752,3
8500485511,3393436715,5
8500485511,8478804291,4
8500485511,8478804292,2
8500485514,6118287753,2
8500485514,8478804286,3
8500485514,8478804294,5
8500499208,5964626433,3
8500499208,8478809958,6
8500499208,8500499210,3
8500499210,5964626433,3
8500499210,8500499208,3
8500499210,8500499215,3
8500499215,8500499210,3
8500542417,5964626448,3
8500542418,8478804280,3
8503448224,8564592,6
8503448224,7770868032,5
8505065569,8505065571,4
8505065571,26081738,3
8505065571,8505065569,4
8505065571,10043619630,4
8505828177,8463257,3
8505828177,24554113,3
8505828177,1803821638,5
8505828182,1756952145,3
8505828182,1803821651,4
8505828182,10282712169,3
8509064509,747283573,3
8510063314,8510063315,2
8510063315,8510063314,2
8510063315,8510063316,2
8510063315,8510073117,3
8510063316,8510063315,2
8510073117,8328769,5
8510073117,8510063315,3
8510073117,8510073119,3
8510073118,8510073119,2
8510073119,31471054,3
8510073119,8510073117,3
8510073119,8510073118,2
8510073120,8510073122,2
8510073122,31471054,3
8510073122,8510073120,2
8510073122,9833566779,3
8510073127,8510073129,2
8510073129,8328769,5
8510073129,5460266145,3
8510073129,8510073127,2
8515528627,8515528633,4
8515528627,9053835317,3
8515528627,9053835438,3
8515528630,8229251858,5
8515528630,8515528633,6
8515528630,8515529444,6
8515528630,8515529449,5
8515528633,8515528627,4
8515528633,8515528630,6
8515528633,8515529448,4
8515528634,8515528635,4
8515528634,8515529449,4
8515528634,8515529450,4
8515528635,8223078009,3
8515528635,8515528634,4
8515528635,8515529446,3
8515529444,8515528630,6
8515529444,8515529448,3
8515529444,8515529450,3
8515529444,8515529451,3
8515529446,5703276452,4
8515529446,8515528635,3
8515529446,8515529447,4
8515529447,5703276452,5
8515529447,8515529446,4
8515529447,8515529451,3
8515529447,8515529452,3
8515529448,8515528633,4
8515529448,8515529444,3
8515529448,8515529452,3
8515529449,8515528630,5
8515529449,8515528634,4
8515529449,8515529450,3
8515529450,8515528634,4
8515529450,8515529444,3
8515529450,8515529449,3
8515529450,8515529451,3
8515529451,8515529444,3
8515529451,8515529447,3
8515529451,8515529450,3
8515529451,8515529452,3
8515529452,8223078024,8
8515529452,8515529447,3
8515529452,8515529448,3
8515529452,8515529451,3
8515529456,8223078010,5
8515529456,8223078023,2
8515529456,8515529458,5
8515529458,94014490,4
8515529458,8515529456,5
8515529458,9053835438,3
8515582091,275621762,4
8515582091,275621804,5
8515582091,275622646,3
8516182965,3828633262,2
8516249867,1803896859,3
8516249867,8516249876,3
8516249867,8516249888,3
8516249868,8516249869,3
8516249868,8516249876,3
8516249868,8516249882,3
8516249869,8491167093,3
8516249869,8516249868,3
8516249869,8516249878,3
8516249876,8516249867,3
8516249876,8516249868,3
8516249876,8516249886,3
8516249877,8491167093,3
8516249877,8516249878,3
8516249877,8516249889,3
8516249878,8516249869,3
8516249878,8516249877,3
8516249878,8516249882,3
8516249878,8516249893,3
8516249882,8516249868,3
8516249882,8516249878,3
8516249882,8516249886,3
8516249882,8516249897,3
8516249886,8516249876,3
8516249886,8516249882,3
8516249886,8516249888,3
8516249886,8516249901,3
8516249888,8516249867,3
8516249888,8516249886,3
8516249888,8516249905,3
8516249889,8516249877,3
8516249889,8516249893,3
8516249889,8516257523,3
8516249893,8516249878,3
8516249893,8516249889,3
8516249893,8516249897,3
8516249893,8516249910,3
8516249897,8516249882,3
8516249897,8516249893,3
8516249897,8516249901,3
8516249897,8516249914,3
8516249901,8516249886,3
8516249901,8516249897,3
8516249901,8516249905,4
8516249901,8516257518,3
8516249905,8516249888,3
8516249905,8516249901,4
8516249905,8516257536,3
8516249906,8516249910,3
8516249906,8516257523,3
8516249906,8516257527,4
8516249910,8516249893,3
8516249910,8516249906,3
8516249910,8516249914,3
8516249910,8516257527,3
8516249914,8516249897,3
8516249914,8516249910,3
8516249914,8516257518,3
8516249914,8516257530,3
8516257518,8516249901,3
8516257518,8516249914,3
8516257518,8516257522,3
8516257518,8516257532,3
8516257522,8516257518,3
8516257522,8516257532,4
8516257522,8516257536,3
8516257523,8486011194,3
8516257523,8516249889,3
8516257523,8516249906,3
8516257527,8516249906,4
8516257527,8516249910,3
8516257527,8516257530,3
8516257527,8516257540,3
8516257530,8516249914,3
8516257530,8516257527,3
8516257530,8516257532,3
8516257530,8516257541,3
8516257532,8516257518,3
8516257532,8516257522,4
8516257532,8516257530,3
8516257532,8516257542,3
8516257536,1803896858,3
8516257536,8516249905,3
8516257536,8516257522,3
8516257537,8464443368,4
8516257537,8486011194,3
8516257537,8516257547,3
8516257540,8483807824,7
8516257540,8516257527,3
8516257540,8516257541,3
8516257540,8516257547,3
8516257541,8483807824,7
8516257541,8516257530,3
8516257541,8516257540,3
8516257541,8516257542,3
8516257542,8483807824,7
8516257542,8516257532,3
8516257542,8516257541,3
8516257542,8516257546,3
8516257545,1803896858,3
8516257545,8464443368,4
8516257545,8516257546,3
8516257546,8483807824,7
8516257546,8516257542,3
8516257546,8516257545,3
8516257547,8483807824,7
8516257547,8516257537,3
8516257547,8516257540,3
8516257551,8464443374,4
8516257551,8516257577,3
8516257551,8516257578,3
8516257555,8464443379,3
8516257555,8516257564,3
8516257555,8516257581,3
8516257556,8516257557,4
8516257556,8516257559,3
8516257557,8516257556,4
8516257557,8516257558,3
8516257558,8516257557,3
8516257558,8516257559,2
8516257558,8516257560,3
8516257559,8516257556,3
8516257559,8516257558,2
8516257559,8516257561,3
8516257560,8516257558,3
8516257560,8516257561,2
8516257560,8516257581,3
8516257561,8516257559,3
8516257561,8516257560,2
8516257561,8516257562,3
8516257562,8516257561,3
8516257562,8516257563,3
8516257562,8516257581,2
8516257563,8516257562,3
8516257563,8516257564,3
8516257563,8516257565,3
8516257564,8516257555,3
8516257564,8516257563,3
8516257564,8516257566,3
8516257565,8516257563,3
8516257565,8516257566,3
8516257565,8516257567,3
8516257566,8516257564,3
8516257566,8516257565,3
8516257566,8516257568,3
8516257567,8516257565,3
8516257567,8516257568,3
8516257567,8516257569,3
8516257568,8516257566,3
8516257568,8516257567,3
8516257568,8516257570,3
8516257569,8516257567,3
8516257569,8516257570,3
8516257569,8516257571,3
8516257570,8516257568,3
8516257570,8516257569,3
8516257570,8543926554,3
8516257571,8516257569,3
8516257571,8516257572,3
8516257571,8516257573,4
8516257572,8516257571,3
8516257572,8516257574,3
8516257572,8543926554,3
8516257573,1193140954,7
8516257573,8516257571,4
8516257573,8516257574,4
8516257573,8516257575,4
8516257574,8516257572,3
8516257574,8516257573,4
8516257574,8516257576,3
8516257575,8516257573,4
8516257575,8516257576,3
8516257575,8516257577,3
8516257576,8516257574,3
8516257576,8516257575,3
8516257576,8516257578,3
8516257577,8516257551,3
8516257577,8516257575,3
8516257577,8516257578,3
8516257578,8516257551,3
8516257578,8516257576,3
8516257578,8516257577,3
8516257581,8516257555,3
8516257581,8516257560,3
8516257581,8516257562,2
8518164926,2190087771,4
8518164926,2190087776,4
8518164926,2190087777,3
8519503526,1608112354,3
8519668067,18090398,3
8519668067,3359194243,3
8519668067,8519668068,3
8519668068,18090398,3
8519668068,299506952,4
8519668068,8519668067,3
8519681360,30441906,3
8519681360,6570982810,3
8519681360,6938457460,4
8523798935,8523798937,2
8523798937,475132502,4
8523798937,8523798935,2
8523798937,8523798940,2
8523798940,8523798937,2
8523898452,8215313,5
8523898452,473224013,3
8523898452,8523898453,2
8523898453,8523898452,2
8523898454,8523898456,2
8523898456,6527623,3
8523898456,8215313,5
8523898456,8523898454,2
8526370190,3180508470,2
8526376058,8526376060,2
8526376059,8526376060,2
8526376060,8084992,5
8526376060,24973634,4
8526376060,8526376058,2
8526376060,8526376059,2
8528263866,8982473689,5
8528263866,10170036316,2
8529636541,1225576327,3
8529636541,7116894285,3
8529636541,8529636543,3
8529636543,1223225275,5
8529636543,1225576301,4
8529636543,8529636541,3
8531082237,30451776,6
8531082237,2351267419,4
8540620483,598201535,3
8540620483,598201537,3
8540620483,8540620495,2
8540620490,8540620494,3
8540620494,598201537,3
8540620494,598201555,4
8540620494,8540620490,3
8540620495,8540620483,2
8541078948,423192322,4
8541078948,3828633262,3
8541078948,8491167108,2
8541078949,423192322,4
8541078949,8491167107,2
8541078949,8541078950,3
8541078950,26489414,3
8541078950,8491167106,2
8541078950,8541078949,3
8541078951,3828633262,3
8541078951,8467297460,2
8541078951,8575372356,4
8541078954,26490984,4
8541078954,8541078955,2
8541078955,8541078954,2
8541078967,8541078968,2
8541078968,26489424,3
8541078968,1628191808,4
8541078968,8541078967,2
8543102178,8543102180,3
8543102180,1762138975,3
8543102180,8543102178,3
8543102180,8543124023,4
8543124023,247090112,5
8543124023,606940329,4
8543124023,8543102180,4
8543124023,8543124025,4
8543124025,20944640,3
8543124025,247090120,3
8543124025,8543124023,4
8543210514,20944630,3
8543210514,10583316365,3
8543210514,10583316369,3
8543926554,8516257570,3
8543926554,8516257572,3
8543926554,8543926555,3
8543926555,1193140908,4
8543926555,1193140945,3
8543926555,8543926554,3
8543926556,1193141017,3
8543926556,8543926557,3
8543926556,8543926559,3
8543926557,1193140992,3
8543926557,8543926556,3
8543926557,8543926558,3
8543926557,8543926560,3
8543926558,7795267698,3
8543926558,8543926557,3
8543926558,8543926561,3
8543926559,8543926556,3
8543926559,8543926560,3
8543926559,8543926562,3
8543926560,8543926557,3
8543926560,8543926559,3
8543926560,8543926561,3
8543926560,8543926563,3
8543926561,8543926558,3
8543926561,8543926560,3
8543926561,8543926564,3
8543926562,8543926559,3
8543926562,8543926563,3
8543926562,8543926565,3
8543926563,8543926560,3
8543926563,8543926562,3
8543926563,8543926564,3
8543926563,8543926566,3
8543926564,8543926561,3
8543926564,8543926563,3
8543926564,8543926567,3
8543926565,8543926562,3
8543926565,8543926566,3
8543926565,8543926568,3
8543926566,8543926563,3
8543926566,8543926565,3
8543926566,8543926567,3
8543926566,8543926569,3
8543926567,8543926564,3
8543926567,8543926566,3
8543926567,8543926570,3
8543926568,8543926565,3
8543926568,8543926569,3
8543926568,8543926571,3
8543926569,8543926566,3
8543926569,8543926568,3
8543926569,8543926570,3
8543926569,8543926573,3
8543926570,8543926567,3
8543926570,8543926569,3
8543926570,8543926572,3
8543926571,8543926568,3
8543926571,8543926573,3
8543926571,8543926574,3
8543926572,8543926570,3
8543926572,8543926573,3
8543926572,8543926575,3
8543926573,8543926569,3
8543926573,8543926571,3
8543926573,8543926572,3
8543926573,8543926576,3
8543926574,8543926571,3
8543926574,8543926576,3
8543926574,8543926577,3
8543926575,8543926572,3
8543926575,8543926576,3
8543926575,8543926578,3
8543926576,8543926573,3
8543926576,8543926574,3
8543926576,8543926575,3
8543926576,8543926579,3
8543926577,8543926574,3
8543926577,8543926579,3
8543926577,8543926580,3
8543926578,8543926575,3
8543926578,8543926579,3
8543926578,8543926581,3
8543926579,8543926576,3
8543926579,8543926577,3
8543926579,8543926578,3
8543926579,8543926582,5
8543926580,4945253602,4
8543926580,8543926577,3
8543926580,8543926582,5
8543926581,8543926578,3
8543926581,8543926582,5
8543926581,8543926604,3
8543926582,4945253603,5
8543926582,8543926579,5
8543926582,8543926580,5
8543926582,8543926581,5
8543926583,4945253602,4
8543926583,8543926585,5
8543926583,8543926586,3
8543926584,8543926585,5
8543926584,8543926587,3
8543926584,8543926604,3
8543926585,8543926583,5
8543926585,8543926584,5
8543926585,8543926588,5
8543926585,8714586486,5
8543926586,8543926583,3
8543926586,8543926588,3
8543926586,8543926589,3
8543926587,8543926584,3
8543926587,8543926588,3
8543926587,8543926590,3
8543926588,8543926585,5
8543926588,8543926586,3
8543926588,8543926587,3
8543926588,8543926591,3
8543926589,8543926586,3
8543926589,8543926591,3
8543926589,8543926592,3
8543926590,8543926587,3
8543926590,8543926591,3
8543926590,8543926593,3
8543926591,8543926588,3
8543926591,8543926589,3
8543926591,8543926590,3
8543926591,8543926594,3
8543926592,4945253618,3
8543926592,8543926589,3
8543926592,8543926594,3
8543926593,7795267700,3
8543926593,8543926590,3
8543926593,8543926594,3
8543926594,7795267694,3
8543926594,8543926591,3
8543926594,8543926592,3
8543926594,8543926593,3
8543926595,4945253618,3
8543926595,8543926597,3
8543926595,8543926598,3
8543926596,7795267700,3
8543926596,8543926597,3
8543926596,8543926599,3
8543926597,7795267694,3
8543926597,8543926595,3
8543926597,8543926596,3
8543926597,8543926600,3
8543926598,8543926595,3
8543926598,8543926600,3
8543926598,8543926601,3
8543926599,8543926596,3
8543926599,8543926600,3
8543926599,8543926602,3
8543926600,8543926597,3
8543926600,8543926598,3
8543926600,8543926599,3
8543926600,8543926603,3
8543926601,7795267696,3
8543926601,8543926598,3
8543926601,8543926603,3
8543926602,7795267695,3
8543926602,8543926599,3
8543926602,8543926603,3
8543926603,7795267695,3
8543926603,8543926600,3
8543926603,8543926601,3
8543926603,8543926602,3
8543926604,4945253604,3
8543926604,8543926581,3
8543926604,8543926584,3
8543926604,8714586490,3
8547000117,278339955,4
8547000117,278384551,4
8547000117,8547000118,2
8547000118,8547000117,2
8547000119,278384551,4
8547000119,2251957716,3
8547000119,8547000120,2
8547000120,8547000119,2
8547000121,249639182,3
8547000121,278781260,5
8547000121,8547000122,2
8547000122,8547000121,2
8547000127,5715936964,5
8547000128,5697302097,4
8548243231,3085739196,3
8548243231,3085739236,4
8548243231,7437499684,2
8548243232,3085739138,3
8548243232,3085739143,3
8548243232,8548243235,3
8548243235,3085739196,3
8548243235,3085739230,3
8548243235,8548243232,3
8548247752,271443245,4
8548247752,8500482508,3
8548247752,8548247754,2
8548247754,8548247752,2
8548388922,6535947015,3
8548388922,6535947090,4
8548388922,8548388927,4
8548388927,6535947090,5
8548388927,8548388922,4
8548388927,8548388928,4
8548388928,6545701363,3
8548388928,8548388927,4
8549595277,2356428879,3
8549595277,6983115332,3
8549595277,8549595278,5
8549595278,271804341,3
8549595278,2356428879,3
8549595278,8549595277,5
8553130644,6359420351,7
8553130644,8553130645,3
8553130644,10033485128,4
8553130645,1039454917,3
8553130645,8553130644,3
8553130645,8555330877,3
8553130649,8553130654,3
8553130649,8553130655,3
8553130649,10033485130,3
8553130654,7726386209,3
8553130654,8553130649,3
8553130654,8553130658,3
8553130655,7726386209,3
8553130655,7726386212,3
8553130655,7726386303,3
8553130655,8553130649,3
8553130656,8553130657,2
8553130657,8553130656,2
8553130657,8553130660,5
8553130657,8553130667,3
8553130657,8553130669,3
8553130658,1374694354,4
8553130658,8553130654,3
8553130658,8553130660,4
8553130660,8553130657,5
8553130660,8553130658,4
8553130660,8553130661,4
8553130660,8553130666,4
8553130661,7726386209,3
8553130661,8553130660,4
8553130661,8553130669,3
8553130666,8553130660,4
8553130666,8553130668,3
8553130667,7726386207,5
8553130667,8553130657,3
8553130667,8553130668,3
8553130668,7726386207,5
8553130668,8553130667,3
8553130669,1626620927,3
8553130669,8553130657,3
8553130669,8553130661,3
8555330877,6359420352,2
8555330877,7726386313,3
8555330877,8553130645,3
8555353554,7726386208,3
8555353554,7726386382,5
8555353554,8555353555,3
8555353555,7726312673,5
8555353555,8555353554,3
8555353555,8555353556,3
8555353556,7726386312,4
8555353556,7726386313,5
8555353556,8555353555,3
8560959530,4381309978,3
8560959530,4452335626,4
8560959530,5037644583,3
8561121014,11039621259,2
8561121014,11039621277,1
8561125125,4306456867,5
8561125125,4307713880,3
8561125125,4307713882,3
8561125126,8561125132,4
8561125126,8561125140,2
8561125132,8561125126,4
8561125132,8561125140,2
8561125140,6533532883,2
8561125140,8561125126,2
8561125140,8561125132,2
8570098542,2119882491,3
8570098542,4200058002,3
8570098542,8570098546,3
8570098546,8089397,3
8570098546,8570098542,3
8570098546,8570098553,3
8570098553,368350002,5
8570098553,8570098546,3
8570098553,9954881865,3
8570098556,8089399,5
8570098556,4200057999,3
8570098556,9954881865,3
8570098558,17343211,3
8570098558,8570098559,3
8570098559,8570098558,3
8570098559,8570098560,3
8570098560,7487090,3
8570098560,8570098561,3
8570098561,7487088,3
8570098561,286403008,3
8570098561,8570098560,3
8570954815,8570954815,4
8570954815,8571002828,6
8571002828,8082319,4
8571002828,8570954815,6
8571002828,8571002829,3
8571002829,8571002828,3
8571002829,8571002835,3
8571002829,8571002839,3
8571002835,8089162,3
8571002835,8089396,3
8571002835,8571002829,3
8571002839,8089266,4
8571002839,8571002829,3
8571002839,8571002841,4
8571002841,8571002839,4
8571002841,8571002842,3
8571002841,8571002848,3
8571002842,8571002841,3
8571002842,8571002848,6
8571002848,8571002841,3
8571002848,8571002842,6
8572087676,9820442394,3
8572087676,9820442395,3
8572087676,11047105435,3
8575364796,4945410571,3
8575364796,5879717703,4
8575364796,9073520591,3
8575372355,8575372356,2
8575372356,26489425,3
8575372356,8541078951,4
8575372356,8575372355,2
8575394676,8328770,4
8575506390,1247869484,3
8575506390,1247869774,3
8575506390,8575506400,3
8575506400,1247869468,3
8575506400,1579405426,3
8575506400,8575506390,3
8575524951,7726641,5
8575524951,4972445163,3
8575524951,8575524952,3
8575524952,7726641,5
8575524952,17207397,3
8575524952,8575524951,3
8575640860,8575640863,5
8575640860,8691765280,3
8575640860,10278457693,3
8575640863,8575640860,5
8575640863,10278457691,4
8575815752,8086412,4
8575815752,473225390,3
8575815752,8575815753,3
8575815753,26635740,4
8575815753,5298342754,3
8575815753,8575815752,3
8579043940,335947762,4
8579043940,8579043941,4
8579043940,8579043947,5
8579043941,335947763,3
8579043941,8579043940,4
8579043941,8579043944,4
8579043944,8579043941,4
8579043944,8579043947,5
8579043944,8579043950,4
8579043947,8579043940,5
8579043947,8579043944,5
8579043947,8579043951,4
8579043950,335947763,3
8579043950,8579043944,4
8579043951,3930387021,3
8579043951,8579043947,4
8579043951,8579043954,3
8579043954,8579043951,3
8579043954,8579043961,3
8579043954,8579043968,3
8579043961,278382979,4
8579043961,8579043954,3
8579043961,8579043967,3
8579043967,8579043961,3
8579043967,8579043968,3
8579043968,8579043950,3
8579043968,8579043954,3
8579330032,576709,5
8579330032,18011399,3
8579330032,8579330034,2
8579330034,8579330032,2
8579398688,698665,3
8580024171,528541462,3
8580024171,9353045421,3
8580024173,9353042582,4
8580024173,9353042611,3
8580024173,9353045421,3
8580024174,1421756539,3
8580024174,9353042606,3
8584389985,278385086,3
8584389985,278386424,5
8584389985,278386425,4
8587244689,26490983,3
8587244689,475196750,4
8599247874,272621570,3
8599247874,8599247875,2
8599247874,8599247877,3
8599247875,8599247874,2
8599247876,272624608,4
8599247876,3997224542,3
8599247876,3997224624,3
8599247876,8599247877,4
8599247877,8599247874,3
8599247877,8599247876,4
8599247877,8599247878,2
8599247878,8599247877,2
8599545466,8088617,3
8599545466,1496408449,5
8599545466,6167117589,3
8599783970,8599783973,5
8599783970,9949466833,3
8599783973,1458716972,5
8599783973,8599783970,5
8599783973,8599783976,5
8599783973,9949466832,4
8599783976,296199215,4
8599783976,8599783973,5
8599783976,9939987556,3
8599859308,1621778085,4
8599859308,1629204961,3
8599859308,8599859309,2
8599859309,8599859308,2
8605964554,292643537,3
8605964554,1379297600,3
8605964554,1379297749,3
8605964554,8605964559,3
8605964555,1313826242,3
8605964555,1379311937,3
8605964555,8605964563,3
8605964558,1379297613,3
8605964558,1379297749,3
8605964559,1379297613,3
