u,v,roads_p_count
11062538,6504024,6
11062538,8097281,4
11062538,297986381,4
11062540,1183182356,5
11062540,1579437238,3
11062541,8084948,4
11062541,297986381,4
11062541,1568601459,6
11062599,7741063,7
11062599,1190852545,4
11062599,1625363956,4
12723458,336229580,4
12723458,336229586,5
12723458,3661983053,5
12723460,12723461,6
12723460,1341460297,6
12723460,5254691299,5
12723460,5254691300,5
12723461,12723460,6
12723461,9825361213,4
12723461,9825371822,4
12723462,12723463,4
12723462,1341460322,3
12723462,5254691293,3
12723463,12723462,4
12723463,340535102,5
12723463,1341480228,6
12723463,1342175650,4
12723468,8089267,3
12723468,9939987561,3
12723468,9939987565,3
12723470,12723471,3
12723470,1579358174,3
12723470,9939987561,3
12723471,12723470,3
12723471,1579358170,3
12723471,9643262189,3
12723473,1579358175,4
12723473,9643262182,5
12723473,9643262186,5
12723473,9841230521,5
12725353,7493364,7
12725353,8217859,7
12725353,12725374,6
12725353,9598469656,5
12725354,5024852668,3
12725354,5303082399,3
12725354,9598469643,3
12725355,1578197305,3
12725355,5303082399,3
12725355,9952749580,3
12725356,12725372,7
12725356,9598469643,3
12725356,9598469648,3
12725358,747675744,4
12725358,1855678806,4
12725358,9952724250,4
12725369,1660358331,4
12725369,5024852669,3
12725369,5024852671,3
12725370,296206871,4
12725370,9946151094,7
12725371,727419784,5
12725371,3389997620,4
12725371,5547896769,4
12725372,7673068,5
12725372,12725356,7
12725372,1207705249,4
12725372,9798699671,4
12725374,12725353,6
12725374,3730710112,4
12725374,9949466869,4
12725375,12725376,3
12725375,12725377,3
12725375,747675748,4
12725376,12725375,3
12725376,747675747,4
12725376,9961325672,3
12725377,12725375,3
12725377,12725378,3
12725377,747675744,3
12725378,12725377,3
12725378,747675742,5
12725378,9961325672,3
12727422,12727423,4
12727422,3350390401,4
12727422,7147638647,4
12727423,8877414,6
12727423,12727422,4
12727423,5282649700,4
12727423,7323741284,4
12727425,12727432,2
12727425,5275133250,3
12727425,5282649700,3
12727428,12727429,3
12727428,5275133250,3
12727428,5282558844,5
12727429,12727428,3
12727429,12727430,3
12727429,5275133257,3
12727430,12727429,3
12727430,12727431,3
12727430,5275133243,3
12727431,12727430,3
12727431,12727432,3
12727431,3350502867,3
12727432,12727425,2
12727432,12727431,3
12727432,5282649695,3
12727436,3350502865,3
12727436,5275133243,2
12727436,9798699660,3
12727437,12727450,3
12727437,5275133257,2
12727437,5275133260,3
12727440,5282558845,2
12727440,5282558846,3
12727440,5282558853,3
12727442,4230086163,3
12727442,5282565525,3
12727442,5282576992,3
12727447,8877415,3
12727447,334499336,4
12727447,5282565528,3
12727448,5282565524,2
12727448,5282565525,3
12727448,5282565528,3
12727450,12727437,3
12727450,5282558852,3
12727450,10744988262,4
12727451,7712468,4
12727451,314435404,4
12727451,7753614419,4
12727456,8877418,5
12727456,3350399155,5
12727456,6036958725,4
12728022,8082281,4
12728022,294217386,3
12728022,10054014781,3
12728023,687878,7
12728023,12728022,6
12728023,294211789,6
12728028,12728023,6
12728028,1793011787,5
12729141,8228714,4
12729141,12729144,4
12729141,12729158,3
12729144,8228718,5
12729144,12729141,4
12729144,1277430192,4
12729145,8078531,4
12729145,12729150,2
12729145,1277430439,4
12729146,8228716,5
12729146,1277430240,3
12729147,12729150,3
12729147,1277430240,3
12729147,1364396443,3
12729150,12729145,2
12729150,12729147,3
12729150,1277430107,3
12729155,3357513327,3
12729155,3357513329,3
12729155,5621483627,3
12729158,8228715,4
12729158,12729141,3
12729158,12729159,3
12729159,8228718,5
12729159,12729158,3
12729159,4720940864,3
12729160,12729161,4
12729160,20925435,3
12729160,294204349,3
12729161,8228715,6
12729161,12729160,4
12729161,12729163,4
12729161,7432898421,4
12729163,12729161,4
12729163,12729166,4
12729163,12731080,3
12729163,7432898420,3
12729166,12729163,4
12729166,12731079,3
12729166,1345991337,2
12731076,12731078,2
12731076,4183485498,3
12731076,4183516980,3
12731078,12731076,2
12731078,4183441830,3
12731078,4183485498,3
12731079,12729166,3
12731079,4183485491,3
12731079,4183485493,3
12731080,12729163,3
12731080,294204349,3
12731080,4183230278,3
12731082,1419575499,5
12731082,2062268681,5
12731082,3718615999,5
12731082,4183249364,5
12731088,1623895086,5
12731088,5457350513,4
12731094,687879,3
12731094,12731095,3
12731094,12731107,3
12731094,294217386,3
12731095,12731094,3
12731095,12731097,3
12731095,12731106,3
12731095,269938600,3
12731097,12731095,3
12731097,269938601,3
12731097,298464626,3
12731103,12731105,2
12731103,12731107,3
12731103,294217382,3
12731105,12731103,2
12731106,12731095,3
12731106,12731107,3
12731106,294217395,4
12731106,5411125466,2
12731107,12731094,3
12731107,12731103,3
12731107,12731106,3
12731107,736931339,3
12731470,298464624,4
12731470,8849205506,3
12731475,269598202,7
12731475,8330082560,5
12733794,21490663,7
12733794,24959451,5
12733794,1623895086,6
12733799,24959443,3
12733799,3761425562,3
12733799,8450492399,3
12733802,294217395,4
12733802,1419590879,6
12733803,12733807,3
12733803,1419590879,3
12733803,1607372140,3
12733803,5411125421,3
12733807,687883,3
12733807,12733803,3
12733807,2739464119,4
12733807,5411125429,3
12733813,12733815,3
12733813,5411124609,3
12733813,5411125442,3
12733815,12733813,3
12733815,12733818,4
12733815,3761417549,3
12733816,24996947,4
12733816,7432898427,4
12733817,8078532,3
12733817,8078534,3
12733817,3761417549,3
12733818,12733816,5
12733818,2739464116,4
12733819,7773018,4
12733819,8230456,4
12733819,4693958442,3
12733820,7773013,7
12733820,8304799,4
13091934,8217195,6
13091934,366513076,5
13091934,2933627628,4
13091934,5298340115,4
13091941,8088632,4
13091941,8097299,5
13091941,13091943,6
13091943,8217195,7
13091943,13091944,5
13091943,473225390,6
13091944,7211077,3
13091944,7726644,3
13091944,8321020,3
13091944,13091943,5
13118558,13118559,10
13118559,7481117,9
13118559,13118561,6
14781933,7313653,3
14781933,25182358,4
14781933,1800856216,3
14781941,24956250,6
14781941,6476369086,4
14781946,7313655,5
14781946,7766761,5
14781946,24956260,7
14781947,8225579,4
14781947,8304795,4
14781947,3468162006,3
14781959,2255813384,3
14781959,4199741574,4
14781964,8235062,5
14781964,25440120,7
14781964,10271361755,6
14781967,8225573,3
14781967,7439616963,3
14781967,10271385848,3
14826481,1306239403,4
14826481,1605057585,3
14826481,9502953566,3
14826484,1306239643,4
14826484,3527202790,3
14826484,5101220001,3
14924274,1153588541,4
16495084,16495086,3
16495084,291424034,3
16495084,4961285228,3
16495085,16495087,3
16495085,291424034,3
16495085,6402556885,3
16495086,8084809,3
16495086,16495084,3
16495086,16495087,3
16495087,8084810,3
16495087,16495085,3
16495087,16495086,3
16495088,8086673,3
16495088,16495096,3
16495088,17207375,5
16495090,16495095,3
16495090,17207373,3
16495090,104334093,3
16495090,425570105,3
16495091,16495097,4
16495091,17034828,5
16495091,17207373,3
16495091,291222093,3
16495092,8084677,4
16495092,1620320069,3
16495092,1620320093,3
16495093,1620320093,4
16495093,3463621093,4
16495093,4968563972,5
16495095,7469749,3
16495095,8084810,3
16495095,16495090,3
16495096,16495088,3
16495096,16495098,5
16495096,4725669098,3
16495097,8086673,4
16495097,16495091,4
16495097,16495104,5
16495097,104334096,4
16495098,16495096,5
16495098,1579567691,6
16495098,1619442375,6
16495098,4725669113,5
16495099,20944611,7
16495099,1579567610,6
16495099,1619442381,6
16495099,4695998239,5
16495101,20944637,5
16495101,4695997732,4
16495101,4717602496,4
16495102,17034824,3
16495102,20944637,4
16495102,9611159069,3
16495103,1579567674,3
16495103,1619442381,3
16495103,9611159069,3
16495104,16495097,5
16495104,17034828,6
16495104,1619442375,3
16495105,16495106,6
16495105,16495107,5
16495105,9464381456,4
16495106,16495105,6
16495106,17207371,6
16495106,1619442334,5
16495106,9814757548,5
16495107,8086678,6
16495107,16495105,5
16495107,4950627317,4
16495107,5444056726,3
16495108,16495110,3
16495108,16495112,2
16495108,4977566940,4
16495110,16495108,3
16495110,16495111,3
16495110,16495113,2
16495111,8096896,3
16495111,16495110,3
16495111,16495114,2
16495112,16495108,2
16495113,16495110,2
16495114,16495111,2
17034820,7302078,5
17034820,25246547,4
17034820,1282708017,3
17034824,16495102,3
17034824,1394776011,3
17034824,1394776018,3
17034828,16495091,5
17034828,16495104,6
17034828,1579567617,4
17034829,17034830,4
17034829,4961285230,4
17034829,4977773776,4
17034829,4977773787,4
17034830,8085598,3
17034830,17034829,4
17034830,7363107263,3
17176967,1140874295,4
17176967,1232305069,4
17176967,6013172872,3
17176967,10624439528,3
17176975,1803914970,5
17176975,6370760180,6
17176975,6499281753,4
17176975,7924143983,4
17176982,22527540,5
17176982,1803909380,4
17176982,8146445555,4
17205015,18023288,6
17205015,1368791451,5
17205017,17207383,5
17205017,1579405509,4
17205017,5454511935,5
17207371,8084676,5
17207371,16495106,6
17207371,291222069,5
17207371,3127350639,5
17207373,16495090,3
17207373,16495091,3
17207373,104334096,3
17207373,291222090,3
17207375,8084677,6
17207375,16495088,5
17207375,26673085,5
17207375,1620320071,5
17207376,8084677,3
17207376,26673084,3
17207376,26673085,4
17207376,104334093,3
17207379,95866157,3
17207379,4725669098,3
17207379,9611159067,3
17207381,291424289,4
17207381,1431673012,3
17207381,4710756730,3
17207383,17205017,5
17207383,17207385,5
17207383,18023275,4
17207383,18023278,4
17207385,17207383,5
17207385,18023277,4
17207385,5454511711,4
17207385,5454511923,4
17207386,17207387,6
17207386,374410180,4
17207386,1369094556,4
17207387,8086669,5
17207387,17207386,6
17207387,17207389,6
17207387,1735292200,6
17207389,17207387,6
17207389,18023276,4
17207389,1369094556,4
17207394,8086670,3
17207394,17207395,4
17207394,20849633,3
17207394,1579405404,3
17207395,17207394,4
17207395,18023277,3
17207395,20849635,3
17207395,1619442469,4
17207396,291424289,4
17207396,1619442421,4
17207397,4717583911,3
17207397,5454511923,3
17207397,8575524952,3
17207400,1579405469,5
17207400,1634137825,5
17207400,1634147208,5
17207400,2206848492,5
17207401,4707701832,5
17207401,5583563213,7
17207401,8117585797,5
17207401,8483842824,5
17207402,1535175022,4
17207402,4553070895,4
17207402,11038134235,3
17207406,3085198333,6
17207406,9718317955,4
17207406,10000380319,4
17207418,17207420,5
17207418,3085198333,5
17207418,10169999432,5
17207420,17207418,5
17207420,17207421,4
17207420,10169999432,3
17207421,17207420,4
17207421,17207423,6
17207421,10169999418,4
17207423,17207421,6
17207423,5959709837,5
17207423,10169999418,5
17207426,5959709837,5
17207426,6117851041,5
17207426,7112820180,5
17207426,7112820181,6
17207427,17207442,5
17207427,257802830,4
17207427,1233749608,5
17207438,2892302369,5
17207438,3676631198,7
17207438,5646198990,5
17207438,5646198995,6
17207440,1451651952,6
17207440,5646198995,5
17207440,5901510328,4
17207442,17207427,5
17207442,1362229840,5
17207442,1452479199,5
17232410,698656,6
17232410,1015283506,4
17232410,1525958047,4
17232420,1483299283,6
17232420,10576208347,4
17232420,10576277701,4
17232421,3127350639,5
17232421,4718431405,4
17232422,4718431427,3
17232422,5444056743,3
17232422,9814757548,3
17232428,528550393,4
17232428,2178025590,4
17332929,2066245917,8
17332929,2066245919,7
17332929,5481050548,6
17332931,8078323,4
17332931,31469562,4
17332931,3625203380,3
17343186,6488711,4
17343186,17343187,4
17343187,1648067489,5
17343187,4514270010,4
17343187,5015352683,4
17343192,3288877681,3
17343192,5015352687,3
17343193,296206801,7
17343193,2142583255,5
17343193,2283813943,5
17343195,7712502,5
17343195,296206797,7
17343195,2283813934,5
17343198,1579358166,3
17343198,9581691916,3
17343201,1079726775,3
17343201,8714219739,3
17343211,6937813500,5
17343211,10004663137,3
17343213,296206725,4
17343213,6937813494,5
17343213,6937813497,4
17343216,8082308,5
17343216,8082311,4
17343216,7373450473,4
17343217,6937813505,3
17345261,26506917,3
17345261,283874679,3
17345261,4690617103,3
17345263,25506065,3
17345263,26492975,4
17345263,471359837,4
17345266,26489344,4
17345266,5712456591,3
17345266,8464556868,3
17345268,1754665148,6
17345268,5970498700,5
17396225,291360005,3
17396225,2066245919,4
17396225,4405959831,3
17396226,281683227,3
17396226,4878759221,3
17396226,7287901879,3
17396227,280439199,4
17396227,1579567758,4
17396227,8319823891,5
17396228,1060375178,6
17396228,1236327016,6
17396228,5554357552,4
17396230,1060375331,5
17396230,1083700184,5
17396230,2104860290,4
17400614,8084689,3
17400614,8084798,3
17400614,473223988,3
17424759,20946242,4
17424759,152899635,5
17424759,1368016774,5
17424759,3605957552,4
17424762,8881373,3
17424762,152903253,3
17424762,275044452,3
17472042,17473047,4
17472042,291360624,3
17472042,2632159306,4
17472051,8447395,4
17472051,17556303,5
17472051,152896923,4
17472051,9015694168,4
17473046,17473047,3
17473046,152903252,3
17473046,291360577,4
17473047,17472042,4
17473047,17473046,3
17473047,1369055485,3
17473047,5481050521,4
17519633,125427,5
17519633,2119637703,3
17520626,421421684,5
17520626,10169925764,5
17546839,20942674,4
17546839,1785106033,3
17546842,17546856,4
17546842,18164864,5
17546842,9955296566,4
17546842,10833609304,3
17546844,8081502,3
17546844,6625048991,6
17546844,10624415893,3
17546845,3691548619,5
17546845,6293692972,5
17546846,18164874,4
17546846,1365839754,4
17546846,4652099938,3
17546849,17546856,7
17546849,20908356,7
17546849,282844351,7
17546849,1589517245,6
17546849,1589517246,8
17546854,279989949,3
17546854,5274881526,3
17546854,9205554417,3
17546855,18164895,4
17546855,282698614,3
17546855,1422609412,4
17546855,1589517239,4
17546856,17546842,4
17546856,17546849,7
17546856,18164895,3
17546856,9955296563,3
17547311,1628413111,6
17547311,3761440903,5
17547311,3761440905,5
17547311,3761445574,4
17550998,17550999,6
17550998,5222953774,3
17550999,286736824,7
17550999,2523049923,5
17550999,4296947278,5
17551000,716891450,5
17551000,1331211487,4
17551000,7659490167,4
17551001,6978540217,3
17551009,565466679,3
17551009,9324392803,5
17551011,1384139848,3
17551013,9324424521,6
17551013,9598423363,4
17551016,565466670,3
17551016,4935428607,4
17551021,565466674,3
17551021,4935428609,4
17551023,17551016,3
17551027,4927567106,4
17551027,4927567107,3
17551030,565466664,3
17551030,6328318596,3
17551032,17551027,3
17551041,673974402,4
17551041,4966083829,3
17551041,5221258870,3
17551043,17551045,4
17551043,1088032181,4
17551043,6805450474,5
17551043,6805450476,4
17551043,6805490193,4
17551044,8214786,3
17551044,1569541453,3
17551044,4269768819,3
17551045,17551043,4
17551045,17551050,4
17551045,3943394113,3
17551046,17551051,4
17551046,17551055,3
17551046,3943394113,3
17551047,17551052,4
17551047,17551055,3
17551047,3943394118,3
17551048,475573814,3
17551048,1579437301,3
17551048,5479185366,3
17551050,17551045,4
17551050,17551051,5
17551050,475573814,4
17551050,4269768834,4
17551051,17551046,4
17551051,17551050,5
17551051,17551052,5
17551051,4269768828,4
17551052,17551047,4
17551052,17551051,5
17551052,17551054,4
17551052,4269768827,4
17551054,7726657,3
17551054,17551052,4
17551054,475575263,3
17551055,17551046,3
17551055,17551047,3
17551055,3943394111,3
17551060,7448297247,3
17551060,9380033056,3
17551060,10690053815,3
17551062,292825136,3
17551062,1282709135,5
17551062,7448297262,3
17551063,1282709136,3
17551063,1569660554,3
17551063,8977396133,3
17551064,8215295,3
17551064,4945395247,5
17551064,10083430096,3
17551066,8084952,5
17551066,8892841,6
17551066,5268708129,5
17551067,8892842,4
17551067,297975913,3
17551067,8658470417,3
17551071,8892840,3
17551071,8892841,4
17551071,17551081,3
17551072,2160825256,4
17551072,4885747178,4
17551074,17551075,2
17551074,17551076,3
17551074,17551081,3
17551075,8892840,3
17551075,17551074,2
17551075,17551076,3
17551076,17551074,3
17551076,17551075,3
17551076,4885747178,3
17551081,17551071,3
17551081,17551074,3
17551081,17552572,3
17552572,8086418,3
17552572,17551081,3
17552572,582487491,3
17552575,8086420,3
17552575,17552576,3
17552575,1374682518,3
17552576,17552575,3
17552576,17552586,7
17552576,4958781422,3
17552578,17552580,4
17552578,1374682518,4
17552578,4885747177,4
17552580,17552578,4
17552580,17552581,3
17552580,1374682494,3
17552581,17552580,3
17552581,1374682522,3
17552581,1374682611,3
17552582,17552583,3
17552582,1374682522,4
17552582,4958781421,3
17552583,8321022,3
17552583,17552582,3
17552583,17552587,3
17552583,1374682587,4
17552586,8321022,8
17552586,17552576,7
17552586,4958781421,7
17552586,8796321073,7
17552586,8796321074,7
17552587,17552583,3
17552587,17552590,3
17552587,1369055537,4
17552587,5450366646,3
17552590,17552587,3
17552590,17552593,3
17552590,17552594,3
17552590,17552595,3
17552593,17552590,3
17552593,17552594,3
17552593,17552598,3
17552594,17552590,3
17552594,17552593,3
17552594,1369086122,3
17552595,17552590,3
17552595,17552597,3
17552595,17552608,3
17552595,5450366650,3
17552597,17552595,3
17552597,17552604,3
17552597,1374682567,3
17552598,17552593,3
17552598,17552602,4
17552598,17552608,3
17552598,17556263,3
17552602,17552598,4
17552602,4284093435,4
17552602,4673538607,4
17552603,1374682567,2
17552604,8321024,3
17552604,17552597,3
17552604,17552612,3
17552607,17552608,3
17552607,17552610,3
17552607,17556263,3
17552608,17552595,3
17552608,17552598,3
17552608,17552607,3
17552610,17552607,3
17552610,17552613,3
17552610,17556261,3
17552612,17552604,3
17552612,1368465942,3
17552612,9060541921,3
17552613,7170192,2
17552613,17552610,3
17552613,265144986,3
17556260,8909826,3
17556260,265144986,3
17556260,1579531426,3
17556261,17552610,3
17556261,17556262,3
17556261,1579531426,3
17556262,17556261,3
17556262,17556263,3
17556262,1579531361,3
17556263,17552598,3
17556263,17552607,3
17556263,17556262,3
17556264,8447399,3
17556264,8909826,3
17556264,1579531361,3
17556269,2688864261,3
17556269,5464798573,3
17556269,5464798579,3
17556270,17556271,3
17556270,17556276,3
17556270,2688864261,3
17556271,8447398,3
17556271,17556270,3
17556271,1281407906,3
17556276,17556270,3
17556276,3468270315,3
17556276,5464798542,3
17556277,17556281,3
17556277,3468270316,3
17556277,3605957569,3
17556277,4961092618,3
17556280,4961092618,3
17556280,4961092620,3
17556280,5464798573,3
17556281,17556277,3
17556281,17556282,4
17556281,17556283,3
17556281,152896921,3
17556282,17556281,4
17556282,4961092620,4
17556282,4961092622,4
17556283,17556281,3
17556283,17556285,4
17556283,3605957563,3
17556283,3605957581,3
17556285,17556283,4
17556285,4284093433,4
17556285,4290353126,5
17556285,4961092622,4
17556287,17556288,3
17556287,2709867012,3
17556287,4961092626,3
17556288,17556287,3
17556288,3605957577,3
17556288,3605957581,3
17556289,8084929,5
17556289,5464798583,3
17556289,10567973471,3
17556291,8895227,3
17556291,17556292,3
17556291,456221411,3
17556291,1368465951,3
17556292,8447389,3
17556292,17556291,3
17556292,3468270316,4
17556293,1369086052,5
17556293,1579531368,3
17556293,5464809170,3
17556296,1368465969,3
17556296,1579531364,3
17556296,1579531368,3
17556297,8895231,3
17556297,5464798584,3
17556297,5464809171,3
17556298,7170216,5
17556298,281684193,3
17556298,4725812210,3
17556300,17556301,3
17556300,288266921,3
17556300,3605957554,3
17556301,17556300,3
17556301,152898416,3
17556301,425554856,3
17556303,17472051,5
17556303,152899635,3
17556303,3605957554,3
17710382,1277414338,6
17710382,2025460911,6
17710382,4927557855,7
17710390,18165893,4
17710390,1064256638,3
17710390,3396250679,3
17710393,253197044,7
17710393,673974393,5
17710393,6952518838,5
17710399,22527546,5
17710399,1064268235,3
17710399,4848380221,2
17710409,318309398,5
17710409,4729771584,4
17710440,104494202,3
17710440,388478749,3
17710440,6499273928,3
17852689,26489344,5
17852689,26490149,4
17852689,1628191808,4
17852689,1754665163,5
17852690,287910044,4
17852690,1054587426,4
17852690,1418947936,4
17852690,2038058752,4
17852715,20917599,8
17852715,4513737666,8
17914817,335947762,5
17914817,1660636310,6
17914817,1802721907,5
17914817,8447283459,5
18011394,18011395,4
18011394,18011398,4
18011394,455958249,4
18011395,18011394,4
18011395,3396251826,4
18011395,5049563816,2
18011398,8081522,5
18011398,18011394,4
18011398,290327633,3
18011399,10938890,3
18011399,288845467,4
18011399,474662240,3
18011399,8579330032,3
18011548,18011549,4
18011548,9087814772,3
18011548,9087814777,3
18011549,1784499637,4
18011549,1784499658,4
18011549,3938259542,4
18023256,1118902635,3
18023256,1119341206,3
18023256,1525958047,3
18023257,698656,6
18023257,444995574,8
18023257,4069932210,4
18023260,8328768,5
18023260,783264752,4
18023260,9067487936,5
18023260,9067487937,4
18023261,8546313,3
18023261,1281410365,3
18023261,7682586751,3
18023262,8546313,3
18023262,4717073290,3
18023262,5460315953,3
18023263,8546330,4
18023263,18023264,3
18023263,1579437254,3
18023264,8546327,5
18023264,18023263,3
18023264,1579437218,3
18023265,8546330,5
18023265,18088999,4
18023265,33034439,4
18023267,8546312,4
18023267,18089000,4
18023267,33034439,4
18023267,7444528675,4
18023268,2255974215,3
18023268,5902893745,3
18023268,8796321042,4
18023269,1570026160,3
18023269,1579437316,3
18023269,4717583866,3
18023270,1570026160,3
18023270,4669043041,3
18023270,5454511714,3
18023271,18088979,4
18023271,25248653,3
18023271,4669043023,3
18023273,5699199875,3
18023273,7444528675,4
18023273,8796321048,3
18023275,7726641,5
18023275,17207383,4
18023275,5454511704,3
18023276,17207389,4
18023276,18088977,3
18023276,1579405404,3
18023277,17207385,4
18023277,17207395,3
18023277,18023278,3
18023277,1579405404,3
18023278,17207383,4
18023278,18023277,3
18023278,18023279,3
18023278,1619442476,4
18023279,18023278,3
18023279,18023281,3
18023279,18023282,3
18023280,18023282,3
18023280,1579405428,3
18023280,1579405509,3
18023281,18023279,3
18023281,1579405472,3
18023281,1579405495,3
18023282,18023279,3
18023282,18023280,3
18023282,1579405497,3
18023283,18088977,4
18023283,1736564303,4
18023283,5476984512,4
18023283,6985968277,4
18023284,1369094507,3
18023284,4741417825,3
18023284,6985968277,3
18023285,18088979,4
18023285,1369094556,3
18023285,5454511708,3
18023286,8086672,3
18023286,18088982,4
18023286,1579405472,3
18023288,1374665638,4
18023288,1619442435,6
18052280,1118902636,3
18052280,1525958043,3
18052280,10778736120,2
18052283,8891515,6
18052283,4624962044,5
18052283,7434992305,6
18052289,4613839740,3
18052289,4615917166,3
18052289,7099886994,3
18052291,299498644,3
18052291,3246125488,3
18052291,3964324630,4
18054772,18054773,5
18054772,1435817350,4
18054772,1435817359,4
18054773,18054772,5
18054773,1119066404,5
18054773,3624846656,4
18054776,1112768664,3
18054776,1435817334,3
18054776,6583003719,3
18054778,1211228921,3
18054778,1235112792,3
18054778,8655011798,3
18054779,1885338858,7
18054779,6591749378,6
18054779,6591781194,7
18054780,1238617924,5
18054780,4195614935,4
18054780,6591781196,6
18054784,8655011795,3
18054784,8655011798,3
18054784,8975441941,2
18055120,7170192,3
18055120,4637967890,4
18055120,9060541920,3
18055121,18055123,4
18055121,1368465929,4
18055121,9060541920,4
18055123,8084801,3
18055123,8084806,3
18088968,18088969,4
18088968,291424306,4
18088969,18088970,5
18088969,20849634,5
18088969,4717583650,4
18088970,17207396,4
18088970,20849633,4
18088970,291424266,6
18088971,8086670,3
18088971,20849634,4
18088971,6985968272,3
18088972,20849637,3
18088972,4741417219,3
18088972,4741417821,3
18088972,6985968272,3
18088974,4741417219,2
18088975,1735306914,4
18088975,1736564308,4
18088977,8086669,3
18088977,18023276,3
18088977,18023283,4
18088978,374410180,3
18088978,4717583866,3
18088978,4717583981,4
18088979,18023271,4
18088979,18023285,4
18088979,5454511717,6
18088980,374410180,3
18088980,5454511714,3
18088980,5454511717,3
18088981,20849639,4
18088981,6334477776,4
18088982,18023286,4
18088982,20849639,5
18088982,3127283554,5
18088985,18088992,3
18088985,1579405457,3
18088985,3127283607,3
18088986,1579405457,4
18088986,3127283536,3
18088986,3127283554,4
18088992,18088985,3
18088992,18088993,3
18088992,1579405419,3
18088993,18088992,3
18088993,1579405428,5
18088993,1619442483,3
18088998,1579437297,3
18088998,7444528666,3
18088998,7444528673,3
18088999,18023265,4
18088999,1579437351,3
18088999,7444528666,3
18089000,8546327,5
18089000,18023267,4
18089000,7444528671,3
18089003,8328766,3
18089003,9067487931,3
18089003,9067487937,3
18090354,18090397,3
18090354,8109952242,3
18090354,9659397444,3
18090355,8086173,4
18090355,8086174,4
18090355,18090388,3
18090355,346390465,3
18090356,18090391,3
18090356,5313275898,3
18090356,10206927544,3
18090357,18090392,3
18090357,10206927544,3
18090358,18090384,3
18090358,297924938,3
18090358,4731304522,3
18090358,4731304527,3
18090359,18090360,3
18090359,18090378,3
18090359,18090382,3
18090359,4731304522,3
18090360,18090359,3
18090360,18090361,3
18090360,18090377,3
18090361,8086166,4
18090361,18090360,3
18090361,7419836285,3
18090362,8086166,4
18090362,18090379,3
18090362,7419823983,3
18090363,8086166,4
18090363,18090364,3
18090363,18090377,3
18090364,18090363,3
18090364,18090365,3
18090364,18090366,2
18090365,18090364,3
18090365,18090366,3
18090365,2049631800,3
18090366,8086177,3
18090366,18090364,2
18090366,18090365,3
18090367,18090368,3
18090367,18090369,3
18090367,4731304534,3
18090368,8086177,3
18090368,18090367,3
18090368,1937626196,4
18090369,18090367,3
18090369,664688349,3
18090369,8490863557,3
18090370,8140233,4
18090370,664688349,4
18090370,4731304525,4
18090370,4731304533,4
18090377,18090360,3
18090377,18090363,3
18090377,18090378,3
18090378,18090359,3
18090378,18090377,3
18090378,297924937,3
18090379,18090362,3
18090379,18090380,4
18090379,7419836285,3
18090380,18090379,4
18090380,18090381,4
18090380,18090386,4
18090380,346390410,4
18090381,18090380,4
18090381,18090382,3
18090381,18090406,3
18090382,18090359,3
18090382,18090381,3
18090382,18090384,3
18090383,18090384,3
18090383,18090386,3
18090383,18090407,4
18090384,18090358,3
18090384,18090382,3
18090384,18090383,3
18090386,18090380,4
18090386,18090383,3
18090386,346390465,3
18090387,8086174,4
18090387,18090390,3
18090387,18090400,3
18090388,18090355,3
18090388,18090389,3
18090388,18090401,5
18090389,18090388,3
18090389,18090390,3
18090389,18090392,3
18090390,18090387,3
18090390,18090389,3
18090390,18090391,3
18090391,18090356,3
18090391,18090390,3
18090391,18090392,3
18090392,18090357,3
18090392,18090389,3
18090392,18090391,3
18090394,8086173,4
18090394,18090396,3
18090394,5949873706,3
18090396,793274,3
18090396,18090394,3
18090396,3190725171,3
18090397,18090354,3
18090397,3190725171,3
18090397,8109952240,3
18090398,5313275898,3
18090398,8519668067,3
18090398,8519668068,3
18090399,4501323214,5
18090399,6466922273,4
18090400,18090387,3
18090400,18090401,6
18090401,18090388,5
18090401,18090400,6
18090406,18090381,3
18090406,18090407,6
18090407,18090383,4
18090407,18090406,6
18090413,697832669,4
18090413,1801694493,3
18090413,9810546149,4
18090416,1234226347,3
18090416,2067337709,3
18090416,8825937672,3
18164001,8078572,3
18164001,8078573,3
18164001,3605945632,3
18164001,3605945634,3
18164004,152902223,3
18164004,152902915,3
18164004,291360577,4
18164004,1242099774,3
18164010,8078567,3
18164010,8085578,3
18164010,3605945632,3
18164010,3605945636,3
18164012,152902914,4
18164012,253180526,4
18164012,253180797,4
18164012,4727652851,4
18164013,152902224,4
18164013,275044452,4
18164013,1242099794,4
18164013,1242099807,4
18164858,791986,7
18164858,9992401371,4
18164859,18164891,3
18164859,1524382455,3
18164859,4927487166,6
18164859,9992401371,3
18164860,18164886,7
18164860,3315436770,5
18164860,7206346859,5
18164860,9412207053,4
18164861,18164862,4
18164861,279991458,4
18164861,282712247,5
18164861,1365839754,4
18164862,18164861,4
18164862,18164863,4
18164863,18164862,4
18164863,18164864,5
18164863,18164869,4
18164863,282712090,4
18164864,17546842,5
18164864,18164863,5
18164864,1365372219,4
18164865,269259758,6
18164865,2207188938,5
18164865,2207188982,5
18164866,18164895,4
18164866,283103143,4
18164866,1419668605,4
18164866,10833609304,3
18164867,283103143,4
18164867,1365372219,4
18164867,1419668616,4
18164867,10706132900,4
18164869,18164863,4
18164869,18164870,5
18164869,10706132900,3
18164870,18164862,4
18164870,18164869,5
18164870,107552838,5
18164870,1555699529,4
