u,v,railways_p_count
4935428633,577282509,1
4935428633,5114682731,1
4945414570,8473326,2
4945414572,8099305,2
4945414574,4950643825,2
4945414577,8899944,1
4945414577,257790087,1
4945414579,8891513,2
4945414579,4945414577,1
4945423171,8891513,2
4945423171,435681911,2
4945423171,1236989662,2
4950627317,16495107,1
4950627317,1619442323,1
4950643825,3632717593,1
4950643825,4945414574,2
4950676396,3996249657,1
4950749454,4950749455,1
4950749455,4950749454,1
4950834279,6952369737,5
4950834281,4950834280,2
4950834281,6352788972,1
4950834282,6352788976,1
4950834284,5504104726,1
4950834286,6952369738,6
4950924984,4950924985,1
4950924985,4950924984,1
4950924986,4950924987,1
4950924987,4950924986,1
4972445177,790120764,1
4980714607,4980714609,2
4980714607,8188786463,1
4980714609,4980714607,2
4980714609,4988130908,2
4980714610,4980714612,2
4980714612,4980714610,2
4980714612,4980714615,2
4980714615,538264851,1
4980714615,4980714612,2
4985632253,4985777716,1
4985632255,7663271,2
4985777716,4985632253,1
4985777716,9385675833,1
4988130908,4980714609,2
5001051721,6040938992,2
5015464986,7670465,1
5015464986,3783121586,1
5037644597,1051817889,1
5037644597,1052300762,1
5037644597,1573985918,3
5065870648,2257829658,1
5065870650,5066122141,1
5066122141,5065870650,1
5066122141,9302703981,1
5068032530,3199215093,1
5068032530,5068032537,2
5068032537,5068032530,2
5068032537,5068032578,1
5068032537,5068032670,1
5068032578,5068032537,1
5068032578,5068032579,3
5068032579,299587792,1
5068032580,5068032595,2
5068032670,5068032537,1
5068032675,5068032695,1
5068032695,5068032693,3
5068032701,3198515811,3
5073252280,1040150223,1
5073252280,1896822366,1
5101220002,4929000954,1
5109935211,26154494,1
5109935211,1958097454,1
5114682610,577282497,2
5114682731,4935428633,1
5140938587,5140938589,2
5140938589,5140938587,2
5200116751,697822,1
5221432429,5933881443,2
5274881181,4579502142,2
5290329322,4714895441,2
5297638233,4448244352,1
5297638233,5297638236,1
5297638234,4448244352,1
5297638234,5297638235,1
5297638235,5297638234,1
5297638235,5697302064,1
5297638236,5297638233,1
5297638236,5297638240,1
5297638240,5297638236,1
5297638245,5297638250,1
5297638250,5297638245,1
5298342754,26635739,2
5305065025,5451372893,2
5316658774,1629913404,1
5316658774,5316658776,1
5316658774,5316658779,1
5316658777,5316658774,1
5319150008,8089402,1
5394379171,5394379172,2
5394379172,5394379171,2
5394379174,5394379177,2
5394379177,5394379174,2
5394379198,5394379199,1
5394379199,5394379198,1
5394379200,1853300071,1
5394379326,18227470,1
5394379326,330975756,1
5394379326,2472107013,1
5394379328,1512950420,1
5411125466,12731106,1
5419101134,5305065025,1
5419101134,5419101135,1
5419101134,5451372890,1
5419101135,5419101134,1
5423479410,1411001724,2
5423479411,3676767765,2
5423479415,3047095448,2
5423479416,5423479418,1
5423479417,5423479418,1
5423479418,5423479416,1
5423479418,5423479417,1
5423479418,5423480834,1
5423479419,298480597,2
5423480834,5423479418,1
5440433377,1050213876,1
5440433377,4876779862,1
5451372890,5419101134,1
5504104391,283110551,1
5504104515,5504104523,2
5504104523,5504104515,2
5504104611,1038414672,2
5504104726,4950834284,1
5504104726,6352788972,2
5520860819,9704717403,1
5538722936,6547596558,2
5538725457,6328331001,2
5538725457,9864759531,2
5680196413,5680196414,2
5680196414,5680196413,2
5680196415,595293330,2
5680196749,5680196750,2
5680196750,5680196749,2
5694063698,5694063699,2
5694063698,5694063706,2
5694063699,5694063698,2
5694063699,5694063700,5
5694063700,5694063699,5
5694063706,5694063698,2
5697186645,8546304,1
5697186645,2255974223,1
5697302064,5297638235,1
5699199823,5699199824,4
5699199824,5699199823,4
5699199827,5699199870,2
5699199846,10045101147,2
5699199858,5699199923,2
5699199860,10004299254,1
5699199870,5699199827,2
5699199923,5699199858,2
5699199923,8923658779,1
5703164397,9817168311,1
5706462977,2472107031,1
5711295382,5711295388,1
5711295388,557893237,1
5714634286,283549495,1
5714634293,6835712355,1
5714634293,8491663725,2
5793453484,4579502125,2
5798220235,4289244939,1
5798220236,4289244945,1
5824034045,976030621,6
5894960401,8313980681,1
5930919861,790120764,1
5933881443,5221432429,2
5970423248,3100567815,1
5970423248,3100567816,1
5999985006,2428201599,1
6036958723,9945366987,2
6040935373,6040935378,1
6040935374,6040938992,1
6040935378,6040935373,1
6040938992,6040935374,1
6040938992,6040935376,2
6043320712,6043320720,1
6043320712,6043320721,2
6043320720,6043320712,1
6043320721,6043320712,2
6048839136,6048840410,1
6048839178,6048839934,1
6048839685,6048839686,1
6048839686,6048839685,1
6048839686,9800185793,2
6048839687,6048839695,1
6048839693,6048839686,1
6048839693,6048839750,3
6048839693,6050687051,2
6048839696,6048839693,1
6048839700,6048839750,1
6048839700,6048839752,1
6048839703,6048839750,2
6048839740,6050687051,2
6048839750,6048839693,3
6048839750,6048839700,1
6048839750,6048839703,2
6048839752,6048839700,1
6048839934,6048839178,1
6048839938,8097253,1
6048839938,3279874610,4
6048839938,6048884463,1
6048839939,6048840265,1
6048839939,6050687051,1
6048839944,2226036755,1
6048839944,6048884455,1
6048840265,6048839939,1
6048840410,3279874620,3
6048840410,6048839136,1
6048840410,9950154962,2
6048884455,2428201599,4
6048884455,6048839944,1
6048884455,6048884458,2
6048884458,3627218951,1
6048884458,6048884455,2
6048884463,3627218946,2
6048884463,6048839938,1
6048940990,6048940992,3
6048940992,6048940990,3
6050687051,6048839693,2
6050687051,6048839740,2
6050687051,6048839939,1
6233139612,2036142132,2
6233139612,10931542880,2
6296200450,10027835739,2
6328325387,1234226386,2
6328325387,3623358704,2
6328329848,6328329849,1
6328329849,1496408439,1
6328329849,1619530970,1
6328329849,6328329848,1
6328331001,5538725457,2
6352788964,6352788976,1
6352788972,4950834281,1
6352788972,5504104726,2
6352788972,6352788967,3
6352788976,4950834282,1
6352788976,6352788972,1
6357644303,8320557954,2
6357644306,2378383724,4
6357644306,6357644350,2
6357644312,6357644339,2
6357644356,1281827889,4
6359420314,1181499859,1
6359420472,6359420470,2
6359420521,569012948,2
6444626092,8334638451,1
6465638889,13118558,2
6465638892,5193854240,4
6469570343,10956822537,2
6476369086,7766780,1
6476369086,14781941,1
6496142652,4876445706,1
6496142664,7741036,2
6498627372,10044965993,2
6498627376,10044965954,1
6498627376,10044966003,1
6498642292,9384618385,1
6498642292,9384618408,2
6498707586,272862078,1
6498707586,9384618369,1
6509427553,8300566277,2
6509427553,8491602210,1
6509427553,9813222261,1
6531895201,2940749198,1
6547596558,5538722936,2
6651812343,3626959237,2
6695972767,7588108463,2
6759510908,6760379502,2
6759510908,8289881062,2
6759510909,6760379503,2
6760379501,6760379502,2
6760379502,6759510908,2
6760379502,6760379501,2
6760379503,6759510909,2
6796507753,10651284782,2
6796507756,10648851108,1
6796507756,10659728203,1
6796507758,6796507762,2
6796507758,10651284755,2
6796507760,10589932722,1
6796507762,2912495362,2
6796507762,6796507758,2
6796507767,10651284780,3
6796507771,2918615959,1
6796507771,10669454587,2
6835712355,5714634293,1
6835712355,8491663723,1
6838264373,8085683,2
6838264373,6838288924,2
6838288924,6838264373,2
6838577630,6838686809,1
6838670677,6838686815,1
6838686787,6838686804,1
6838686787,6838686815,2
6838686795,6838686813,1
6838686804,6838686787,1
6838686809,6838577630,1
6838686813,6838686795,1
6838686815,6838670677,1
6854176729,7729856017,1
6854176729,8676366217,1
6854176730,8500169642,1
6863780754,9719784477,1
6863780757,6863780758,1
6863780757,8491663725,1
6863780758,6863780757,1
6863780760,8491602213,1
6913910377,1064256599,3
6913910377,2025460909,2
6923443792,6923443819,10
6923443792,6923443832,15
6923443801,6923443806,1
6923443801,6923443832,1
6923443806,6923443801,1
6923443810,6923443822,3
6923443819,6923443792,10
6923443822,6923443810,3
6923443831,1051217434,1
6923443831,2479454888,1
6923443831,6923443832,1
6923443831,6952355268,15
6923443832,1051217434,1
6923443832,6923443792,15
6923443832,6923443801,1
6923443832,6923443831,1
6937813497,294222469,1
6943466040,8803282734,1
6949628468,3713903559,4
6949628469,3713903562,2
6949920968,1633822556,2
6952355268,6923443831,15
6952369737,6952369738,1
6952369738,6952369737,1
6952369739,4950834281,3
6952537718,10004928515,1
6952603834,9795471037,2
6952974537,3931242758,1
6952974537,10015689501,1
6952974537,10015793007,1
6979216245,2096341256,11
6979216271,9151044941,8
6981867737,7432898409,1
6981867737,8463158124,1
6991051645,1512958855,2
7097821791,7432898425,1
7097821792,7432898409,1
7097821793,7432898409,1
7097821793,7432898414,1
7097821793,7432898421,1
7097821794,7432898424,1
7097821795,8349633308,1
7151874701,7456869361,2
7187568402,2353726390,4
7187568420,7187568423,2
7187568421,2302924770,2
7187568423,2683325896,2
7187568423,7187568420,2
7199832086,8097236,2
7199832088,8097236,2
7303890542,477441833,1
7303890542,1412122343,1
7303890543,7303890547,1
7303890544,7303890546,1
7303890545,1286659446,1
7303890545,7303890546,1
7303890546,7303890544,1
7303890546,7303890545,1
7303890547,7303890543,1
7303890548,10802018141,1
7303890548,10802018143,1
7303890549,477438179,1
7303890549,10232706978,1
7303890553,477438179,1
7303890554,10802018069,1
7303890583,10244979550,1
7303890583,10244979569,1
7303890584,7303911687,1
7303911685,7303911686,1
7303911685,10211497443,1
7303911686,610608424,1
7303911686,7303911685,1
7303911687,7303890584,1
7303911688,7807326,1
7320237231,792009,2
7323741265,7323741266,1
7323741266,7323741265,1
7323741274,9830972390,1
7369381131,7369381132,1
7369381132,7369381131,1
7369381132,7369381138,1
7369381134,7369381139,1
7369381138,7369381132,1
7369381139,7369381134,1
7369381145,9353042580,2
7369381151,7369381157,2
7369381151,7369381159,1
7369381157,7369381151,2
7369381159,7369381151,1
7370195729,9775022315,4
7373450460,3646996358,1
7403412660,1623906020,1
7403412660,7403412662,1
7403412662,7403412660,1
7403412662,7403412667,1
7403412663,7403412664,1
7403412664,7403412663,1
7403412667,7403412662,1
7424040097,7424040121,1
7424040103,7424040144,1
7424040103,8371189150,1
7424040108,10206788131,2
7424040119,10206270556,2
7424040120,7424040121,1
7424040121,7424040097,1
7424040121,7424040120,1
7424040135,7424040138,1
7424040138,7424040135,1
7424040138,7961816225,2
7424040139,3296230846,2
7424040139,8371098906,1
7424040144,7424040103,1
7424040152,7878554412,1
7427909255,8085680,2
7432898409,6981867737,1
7432898409,7097821792,1
7432898409,7097821793,1
7432898409,7432898410,1
7432898410,7432898409,1
7432898413,6981867737,1
7432898413,7432898414,2
7432898414,7097821793,1
7432898414,7432898413,2
7432898417,7432898418,2
7432898418,298464610,1
7432898418,7432898417,2
7432898420,687876,1
7432898421,7097821793,1
7432898423,298464610,1
7432898424,7097821794,1
7432898425,7097821791,1
7432898427,298464610,1
7434184301,7434184326,2
7434184302,7434184327,2
7434184303,7434184328,2
7434184308,7434184317,1
7434184317,7434184308,1
7434184317,7434184322,1
7434184319,73060204,1
7434184319,7434184325,1
7434184322,7434184317,1
7434184325,7434184319,1
7434184326,7434184301,2
7434184327,7434184302,2
7434184328,7434184303,2
7439532562,1059603099,1
7439532562,1059603103,1
7439532563,1059603099,1
7439532563,1059603103,1
7444528658,7444528659,1
7444528659,7444528658,1
7444528659,10103446853,1
7444528661,10103446837,3
7456869359,4033524128,1
7456869361,7151874701,2
7464628635,8459777,2
7570727614,7570731187,10
7570731174,7570731193,10
7588108458,1190835755,1
7588108462,7588108463,2
7588108463,6695972767,2
7588108463,7588108462,2
7596712870,3771910721,1
7600398062,2378383736,1
7660309620,7370195727,1
7660309620,7660309621,1
7660309621,4581844459,2
7660309621,7660309620,1
7726312670,7726312671,1
7726312671,7726312670,1
7726386210,7726386212,2
7726386212,7726386210,2
7726386288,7726386291,2
7726386291,7726386288,2
7726386303,7726386366,2
7726386313,8555330877,1
7729856003,7729856004,1
7729856004,2378383736,1
7729856004,7729856003,1
7729856017,6854176729,1
7729856019,7729856027,1
7729856027,7729856019,1
7815541520,7815541521,4
7815541521,7815541520,4
7836945748,2602121817,3
7848738156,9353042579,1
7848738156,9353045426,1
7848738160,7848738162,1
7848738162,7848738160,1
7848738162,7848738163,1
7848738163,7848738162,1
7848738163,7848738167,2
7848738167,7848738163,2
7854846731,2460384709,2
7878554387,9431343606,2
7878554390,8371239036,2
7878554399,7424040103,1
7878554401,7878554399,1
7878554402,7878554401,3
7878554412,7424040152,1
7878554412,7878554413,1
7878554412,9431343606,1
7878554413,7878554390,2
7878554413,7878554412,1
7899100609,7899100614,1
7899100614,7899100609,1
7899100619,7899100621,1
7899100621,7899100619,1
7899100659,618888988,1
7904807283,1152732078,2
7912308880,1944632366,1
7919008812,7919008814,1
7919008814,7919008812,1
7961816225,7424040138,2
8140950016,9806211135,1
8188786463,4980714607,1
8223078111,2940749198,1
8289881062,6759510908,2
8298205431,298480575,2
8300566262,8491602215,1
8300566271,9813222261,1
8300566277,6509427553,2
8313980681,5894960401,1
8313980700,8313980703,1
8313980703,8313980700,1
8313980705,8313980707,1
8313980707,8313980705,1
8320557954,6357644303,2
8334638451,1801254752,1
8334638452,1055892,1
8349633308,7097821795,1
8371098906,7424040139,1
8371098906,8371189156,1
8371189150,8371189156,1
8371189156,8371098906,1
8406515013,257790005,2
8406515013,763646727,2
8406515013,3713903549,2
8436186956,8436186957,1
8436186956,8436186958,1
8436186956,9944631044,1
8436186956,10039621393,1
8436186957,8436186956,1
8436186957,8457775437,2
8436186958,8436186956,1
8436186958,9353042609,1
8436186958,10733151305,1
8440949230,8440949265,4
8440949259,8440949264,2
8440949264,8440949246,2
8440949264,8440949259,2
8440949267,8440949268,2
8440949268,8440949231,4
8441650293,1568601459,2
8441650297,6952518839,2
8447078654,1412162903,2
8447078656,8538443,2
8447283477,1610642276,2
8457775437,8436186957,2
8463158124,6981867737,1
8488839124,8488839126,1
8488839126,8488839124,1
8489747557,697822,1
8489747558,268690828,2
8491602201,2899149634,2
8491602210,6509427553,1
8491602210,8491602215,1
8491602211,8491602214,1
8491602212,8491602213,1
8491602212,8491663724,1
8491602213,6863780760,1
8491602213,8491602212,1
8491602215,8300566262,1
8491602215,8491602210,1
8491663722,8491663723,1
8491663723,2691486189,1
8491663723,6835712355,1
8491663723,8491663722,1
8491663725,5714634293,2
8491663725,6863780757,1
8500169642,3636387522,1
8500169642,6854176730,1
8500169643,8500169649,1
8500169649,8500169643,1
8500302871,1059565458,1
8500302871,1059565528,1
8500302872,1059565488,1
8529636543,1223225275,2
8540620483,598201537,6
8540620494,598201555,2
8553130644,8553130645,1
8553130645,8553130644,1
8555330877,7726386313,1
8571002828,8082319,2
8571002835,8089162,2
8644585630,698650,4
8644585635,299498437,4
8674286120,8674300762,2
8674300757,8674300760,1
8674300760,8674300757,1
8674300762,8674286120,2
8676333000,8676333001,1
8676333001,93984250,1
8676333001,8676333000,1
8676333002,298795691,1
8676333003,7729856027,1
8676333003,8676366217,1
8676366217,6854176729,1
8676366217,8676333003,1
8691876260,1568601459,2
8691876260,8691876266,2
8691876266,8691876260,2
8691876266,8691876267,1
8691876266,8691876272,1
8691876267,8691876266,1
8691876272,8691876266,1
8710151408,2940373755,2
8752090476,1055752,2
8803282734,6943466040,1
8803282739,6943466040,1
8803282743,8078465,1
8852856975,10570665040,1
8923658654,790120764,1
8923658779,4669036178,1
8923658779,5699199923,1
8973893763,10653115985,1
8976545062,7712508,5
8977497987,698030,1
8977497989,1681559095,2
8977497989,8977497987,1
8977497991,2378150442,1
8977497991,9955699297,1
8977497995,2206895597,1
8977497997,2378150445,1
9067467682,9067467684,2
9067467684,9067467682,2
9091553422,1631288037,1
9151044933,9151044941,8
9151044941,6979216271,8
9151044941,9151044933,8
9156241446,1614232469,1
9156241447,4614984644,1
9219069286,3425425153,4
9237176831,2918615959,2
9249468996,9249469016,1
9249468999,10653115979,1
9249469001,10653115979,1
9249469005,10649508123,1
9249469008,10669404297,1
9249469013,2912495366,6
9286507854,251082727,2
9302703981,5066122141,1
9320496923,2595937408,1
9324309778,308641400,2
9324326025,2933638491,2
9349799273,1052708411,2
9353042579,7848738156,1
9353042580,7369381145,2
9353042583,10186098848,2
9353042609,8436186958,1
9353045426,7848738156,1
9360188349,279973460,2
9370627007,278385085,2
9384618369,6498707586,1
9384618369,9736435402,1
9384618385,6498642292,1
9384618408,6498642292,2
9384618409,9384618410,2
9384618410,9384618409,2
9384618413,9736435402,1
9384618413,10599217399,2
9384786220,1531505278,2
9431343605,9431343607,2
9431343606,7878554387,2
9431343606,7878554412,1
9431343607,1364396418,2
9431343607,9431343605,2
9501012613,10570665035,1
9501012614,9924430857,1
9501036421,2336904077,1
9501036421,3594065873,1
9501036423,2336904077,1
9527097584,9527097588,1
9527097588,9527097584,1
9527097588,9810487392,1
9545675066,9545675075,2
9545675075,9545675066,2
9580877227,9934420169,1
9580877230,9934420172,1
9580877236,9934420169,1
9582854920,270109828,1
9598423373,31829190,2
9598469633,9598469634,1
9598469634,9598469633,1
9598469634,9598469635,1
9598469634,9598469640,1
9598469635,9598469634,1
9598469636,10132442675,1
9598469640,9598469634,1
9607479989,9607479996,1
9607479996,9607479989,1
9607479996,10005340541,1
9651651551,9651651554,1
9651651554,9651651551,1
9651651557,296206871,1
9704717403,26201555,1
9704717403,5520860819,1
9704717407,2042811789,1
9704717407,2505920896,1
9712542354,2691486189,2
9719784477,6863780754,1
9736435402,9384618369,1
9736435402,9384618413,1
9736435402,10599217399,1
9743390712,1853300069,1
9758327186,9758327189,1
9758327186,10012306473,1
9758327189,9758327186,1
9758327189,9934420175,1
9775022315,7370195729,4
9775022316,10870256102,4
9782463283,1051720385,8
9782463283,1573985918,5
9795471037,1853300069,1
9795471037,6952603834,2
9800185794,6048839685,1
9800309575,10039621389,2
9806211135,8140950016,1
9810487392,9527097588,1
9810487392,9810487394,1
9810487394,9810487392,1
9810546184,577282536,2
9813222261,6509427553,1
9813222261,8300566271,1
9814757529,9814757536,3
9814757536,9814757529,3
9815599889,31893691,2
9817168311,5703164397,1
9817494546,9819171150,2
9819171145,9819171151,1
9819171150,9817494546,2
9819171151,9819171145,1
9830972390,7323741274,1
9830972395,9830972396,1
9830972396,9830972395,1
9830972396,9945366988,1
9833444992,9834619251,1
9833479277,9834619254,1
9833479278,9834619251,1
9834619250,9834619252,1
9834619251,9833444992,1
9834619251,9833479278,1
9834619252,9834619250,1
9834619253,9834619255,1
9834619254,9833479277,1
9834619255,9834619253,1
9834619255,9834619257,1
9834619257,9834619255,1
9834698447,4669036170,2
9834698468,10240929919,1
9834698577,9834698622,2
9834698597,9834698602,2
9834698602,9834698597,2
9834698616,9834698632,2
9834698620,1570026212,1
9834698620,9834698621,1
9834698620,9834698643,1
9834698621,9834698620,1
9834698622,9834698577,2
9834698622,9834698632,2
9834698632,9834698616,2
9834698632,9834698622,2
9834698643,9834698620,1
9836262371,9955699297,1
9836262383,2327433450,1
9836262383,9836290324,1
9836262407,290726385,1
9836290324,9836262383,1
9837951694,287346618,1
9837951694,9837951706,1
9837951706,9837953918,1
9837951706,9913432245,1
9841230523,9841230524,1
9841230524,9841230523,1
9850840304,2647428583,1
9850840305,2647428580,1
9864759529,9864759531,2
9864759531,5538725457,2
9864759531,9864759529,2
9865460415,9865460413,2
9865771061,9950154972,1
9865771100,9865771101,2
9865771101,8226675,1
9867029834,7846717,2
9874238385,8087225,2
9877017461,562654462,2
9877050220,9877050222,2
9877050222,9877050220,2
9893481617,9893481657,2
9893481634,4230604122,2
9893481661,1579567759,2
9893481662,1623906347,2
9893481663,1579567702,2
9893481684,9893481702,2
9893481686,2042811820,2
9893481686,9893481691,1
9893481691,4524327180,1
9893481691,9893481686,1
9893481691,9893481693,1
9893481693,9893481691,1
9905698232,1227107801,2
9905698234,927293730,2
9910032126,9910032133,2
9910032133,9910032126,2
9913432245,9837951706,1
9913432248,9913432256,2
9913432256,9913432248,2
9924391412,9924430818,1
9924430818,9924391412,1
9924430848,727419782,3
9924430857,9501012614,1
9924430858,10635095742,2
9925622419,9951537148,1
9934420169,9580877227,1
9934420169,9580877236,1
9934420172,8574698,1
9934420174,9934420175,1
9934420175,9758327189,1
9934420175,9934420174,1
9934420175,9994887804,1
9944631042,9944631044,1
9944631044,8436186956,1
9945366987,6036958723,2
9945366988,9830972396,1
9945366988,9945366992,1
9945366991,9945366992,1
9945366992,9945366988,1
9945366992,9945366991,1
9945366992,9945366994,1
9945366994,9945366992,1
9946151094,12725370,2
9948078901,3009249955,3
9948078902,9948078910,3
9948078910,4502272958,2
9948078910,9948078902,3
9948078911,4502272958,1
9949845692,10570665047,2
9950154962,6048840410,2
9950154962,9950154963,3
9950154962,9950154968,1
9950154963,9950154962,3
9950154968,9950154962,1
9950154972,9865771061,1
9951186637,9951537148,2
9951537148,9925622419,1
9951537148,9951186637,2
9952724266,9952724271,1
9952724266,9952724272,1
9952724271,9952724266,1
9952724272,9952724266,1
9954881868,8089402,1
9955699297,8977497991,1
9955699297,9836262371,1
9956803468,1052225650,3
9977126266,10733151307,1
9977126267,7660309620,1
9994887801,9994887809,1
9994887804,9934420175,1
9994887806,9994887809,1
9994887806,10014235115,2
9994887809,9994887801,1
9994887809,9994887806,1
9997256329,9997256334,1
9997256334,9997256329,1
10001949942,10001949970,1
10001949970,10001949942,1
10001949970,10001949973,1
10001949973,10001949970,1
10001949977,10009616096,1
10001949989,10009616096,1
10004299254,25248629,1
10004299254,5699199860,1
10004663141,8082316,2
10004928515,5706462977,1
10004928515,6952537718,1
10004928515,10004960719,2
10004960719,10004928515,2
10005340541,9607479996,1
10007040666,3713903555,1
10007040667,10007040671,4
10007040671,10007040667,4
10009616096,10001949977,1
10009616096,10001949989,1
10012306473,9758327186,1
10014235115,9994887806,2
10015689501,6952974537,1
10015793007,6952974537,1
10027835739,6296200450,2
10039621389,9800309575,2
10039621393,8436186956,1
10044965953,10044965954,1
10044965954,6498627376,1
10044965954,10044965953,1
10044965954,10044973873,1
10044965954,10044973875,1
10044965979,10044965993,2
10044965979,10044973893,2
10044965993,6498627372,2
10044965993,10044965979,2
10044965994,10044965997,1
10044965994,10044973837,1
10044965997,10044965994,1
10044965997,10044966003,1
10044965997,10044973840,2
10044966000,10044966003,1
10044966003,6498627376,1
10044966003,10044965997,1
10044966003,10044966000,1
10044966003,10044966004,1
10044966003,10044973840,1
10044966004,10044966003,1
10044973837,10044965994,1
10044973840,10044965997,2
10044973840,10044966003,1
10044973840,10044973841,1
10044973841,10044973840,1
10044973841,10044973845,1
10044973845,10044973841,1
10044973873,10044965954,1
10044973875,10044965954,1
10044973893,10044965979,2
10044973893,10044973897,2
10044973897,10044973893,2
10045101147,5699199846,2
10049119425,10049119426,2
10049119426,10049119425,2
10049119433,314435399,1
10054014782,8082281,2
10054014788,269938616,1
10092518389,7670450,1
10092518390,7670450,1
10103446837,7444528661,3
10103446853,7444528659,1
10126553995,8082318,1
10130034971,3559238195,3
10131037295,3207920894,9
10132442675,9598469636,1
10132442684,7673090,1
10132442688,10132442694,1
10132442694,10132442688,1
10155079966,2207188959,2
10161917812,10908450602,1
10161917813,10908450602,1
10161917814,10908450603,1
10186098848,9353042583,2
10206270556,7424040119,2
10206788124,10206788131,2
10206788131,7424040108,2
10206788131,10206788124,2
10206801126,10206801157,1
10206801129,10206801144,1
10206801138,10206801157,1
10206801144,10206801129,1
10206801144,10206801187,1
10206801157,10206801126,1
10206801157,10206801138,1
10206801187,10206801144,1
10211497443,7303911685,1
10229248949,4604442729,1
10229248949,10229248950,2
10229248950,3630841681,2
10229248950,10229248949,2
10232706978,7303890549,1
10232707002,297902586,2
10233248876,291744070,1
10233262218,1871870734,3
10233262326,3627218951,1
10240847308,10607983988,1
10240929919,9834698468,1
10240929919,10608039741,1
10244979550,7303890583,1
10244979569,7303890583,1
10244979571,10244979587,1
10244979571,10244989546,2
10244979587,10244979571,1
10244979587,10244979607,1
10244979587,10244989546,1
10244979607,10244979587,1
10244989546,10244979571,2
10244989546,10244979587,1
10271385848,14781967,2
10537342750,10537342753,1
10537342753,7673076,1
10537342753,10537342750,1
10566474918,10566474939,2
10566474939,1944632366,1
10566474939,10566474918,2
10567765627,4393194752,1
10567765633,4393194752,1
10567931011,10567931012,3
10567931012,10567931018,3
10570480232,10570480248,4
10570480248,10570480232,4
10570480249,20908366,4
10570665021,10570665040,1
10570665035,9501012613,1
10570665040,10570665021,1
10570665040,10599103976,1
10570665047,9949845692,2
10589601461,2912495367,1
10589601461,10648833303,1
10589601497,10648833300,1
10589932722,6796507760,1
10594232160,4614984637,1
10599103976,10570665040,1
10599217399,9384618413,2
10599217399,9736435402,1
10601826626,7712484,2
10607983988,10240847308,1
10607983988,10607983995,1
10607983995,10607983988,1
10607983995,10608039710,1
10608039710,10607983995,1
10608039710,10608039731,1
10608039710,10608039751,1
10608039731,10608039710,1
10608039741,10240929919,1
10608039741,10608039743,1
10608039743,10608039741,1
10608039743,10608039751,1
10608039751,10608039710,1
10608039751,10608039743,1
10635095720,10635095742,1
10635095742,299742416,1
10635095742,9924430858,2
10635095742,10635095720,1
10648833302,2912489609,1
10648833302,10648833299,1
10648833303,10648833302,6
10648851108,6796507756,1
10649508123,9249469005,1
10651284755,2765619898,1
10651284755,6796507758,2
10651284771,2913469209,1
10651284771,10651284779,1
10651284779,2912495370,2
10651284779,10651284771,1
10651284780,6796507767,3
10651284782,6796507753,2
10653115971,9249468996,1
10653115976,9249468996,1
10653115977,10653115976,2
10653115979,9249468999,1
10653115979,9249469001,1
10653115985,1866790193,1
10653115985,8973893763,1
10653115985,10676015867,1
10653115989,10653115976,2
10655453906,10655453925,1
10655453925,10655453906,1
10655453925,10659676461,1
10655888676,2912495368,1
10655888676,10659728202,2
10657723411,10657723413,1
10657723412,10669454587,1
10657723413,10657723411,1
10659676461,2765619854,3
10659676461,10655453925,1
10659728202,10655888676,2
10659728203,2912495370,2
10659728203,6796507756,1
10659832597,10570665046,1
10659832597,10676015858,1
10669404297,9249469008,1
10669454587,6796507771,2
10669454587,10657723412,1
10671258092,10671283566,1
10671258092,10676015869,1
10671281863,10671281868,1
10671281863,10676015869,1
10671281868,2367865351,1
10671281868,4692520609,1
10671281868,10671281863,1
10671283566,10671258092,1
10671283566,10676015855,1
10674353712,2393603490,1
10675847885,10675852806,1
10675852806,8217859,1
10675852806,10675847885,1
10675960410,10676015858,1
10676015848,4692520610,1
10676015850,5316658779,1
10676015851,10676015848,1
10676015855,10671283566,1
10676015858,10659832597,1
10676015862,2393603490,1
10676015869,10671258092,1
10676015869,10671281863,1
10676015869,10676015855,1
10677635662,10599103976,2
10718569192,10718569195,1
10718569195,10718569192,1
10733151305,8436186958,1
10802018069,477438276,1
10802018069,7303890554,1
10802018090,10802018102,2
10802018102,10802018090,2
10802018109,10802018129,1
10802018129,10802018109,1
10802018141,7303890548,1
10802018143,7303890548,1
10802018146,297902599,2
10815343719,10815343730,2
10815343730,10815343719,2
10815343732,10815343733,2
10815343733,1411996786,2
10815343733,10815343732,2
10815916206,297902585,1
10831678623,849698882,2
10832230281,3635229226,2
10832230281,10832230284,2
10832230284,3635266133,3
10832230284,10832230281,2
10832288907,2378383731,1
10851600928,10851600929,2
10851600929,10851600928,2
10870256102,9775022316,4
10881721166,10882731183,2
10881721167,10882731182,2
10882731182,10881721167,2
10882731183,10881721166,2
10888538909,10888538911,1
10888538911,10888538909,1
10895004017,1803909395,6
10895031497,20930965,2
10900092744,10900092755,2
10900092755,10900092744,2
10902253065,10902253078,2
10902253078,10902253065,2
10902459893,2912495363,1
10908450602,10161917812,1
10908450602,10161917813,1
10908450603,7313647,1
10908450603,10161917814,1
10931542880,6233139612,2
10956822537,6469570343,2
10964856176,1189253953,2
11002100444,11002100463,4
11002100463,11002100444,4
11039263874,1281443548,2
