u,v,buildings_count
6218150603,9972229441,1
6218150607,6218148276,1
6218150607,6218150613,1
6218150607,9972229441,1
6218150613,6218148273,1
6218150613,6218150607,1
6218150613,6218150614,1
6218150614,6218150613,1
6218150614,6218150616,1
6218150614,6218150617,1
6218150616,6218148268,1
6218150616,6218148270,1
6218150616,6218150614,1
6218150617,6218150614,1
6218150617,6854227989,1
6218150617,9972229442,1
6239349408,8251188564,1
6270574437,5798220223,1
6284075938,9770172107,1
6332099156,3346885487,1
6352788954,1573965763,1
6352788972,5504104726,1
6359420351,7726312669,1
6359420351,8553130644,1
6359420351,10033485130,1
6359420352,8555330877,1
6359420380,9327898341,1
6359420472,1628379741,1
6387791148,5411125460,1
6407726379,288360640,1
6427211108,5303060133,1
6441682124,6441682128,1
6441682128,677318854,1
6441682128,6441682124,1
6441682128,6441682132,1
6441682132,6441682128,1
6465638892,5193854240,5
6477350844,5513541948,1
6496142656,6496142661,1
6496142661,6496142656,1
6525157221,257789994,1
6532882627,6532882681,1
6532882647,6532882652,1
6532882652,6532882647,1
6532882681,6532882627,1
6535947014,3835210709,1
6535947015,6545701363,1
6535947078,1106829493,1
6535947078,3835210709,1
6535947090,8548388927,1
6553722078,6553790188,1
6553790188,6553722078,1
6570982818,3492771146,1
6570982828,2049631778,1
6606543849,4209879604,1
6651812220,6651812221,1
6651812221,6651812220,1
6685620876,4513737681,1
6711627240,6711627244,1
6711627244,6711627240,1
6720655339,10184501639,1
6726104117,6726104126,1
6736742912,10931542880,1
6755532687,6755532688,1
6755532688,6755532687,1
6796507753,10651284782,1
6796507753,10833678370,1
6796507756,10651284780,1
6796507758,1608092797,1
6796507760,2765619898,1
6796507760,10589932722,1
6796507760,10651284780,1
6796507767,6796507777,1
6796507767,10651284780,1
6796507767,10651284782,1
6796507777,6796507767,1
6796507777,10833678375,1
6796507777,10833678377,1
6805490189,5479185369,1
6816090367,6816128822,1
6816128822,6816090367,1
6817551023,5320812212,1
6838577620,6838686813,1
6838577628,6838686809,1
6838577630,6838686809,1
6838686809,6838577628,1
6838686809,6838577630,1
6838686813,6838577620,1
6854227989,6218148262,1
6854227989,6218148267,1
6854227989,6218150617,1
6856656928,6218148261,2
6856656928,9645552440,1
6856686366,6856686375,1
6856686366,6856686378,1
6856686366,9645552440,1
6856686371,6201463040,1
6856686371,6856686374,1
6856686371,6856686375,1
6856686374,6218150592,1
6856686374,6856686371,1
6856686374,6856686378,1
6856686375,6856686366,1
6856686375,6856686371,1
6856686375,6856686378,1
6856686378,6218150597,1
6856686378,6856686366,1
6856686378,6856686374,1
6856686378,6856686375,1
6863780755,7244214,1
6923443792,6923443832,1
6923443831,6952355268,2
6923443832,6923443792,1
6943455250,1629755717,1
6943455277,257790024,1
6952355268,6923443831,2
7031742422,8712809215,2
7053193675,7053193677,1
7053193678,7053193679,1
7053194091,7053194093,1
7053194094,7053194096,1
7099886994,3964324619,1
7099886999,4351209569,1
7099887003,5473361278,1
7153382993,7153382995,1
7153382995,7153382993,1
7153394834,7153394837,1
7153394837,7153394834,1
7185011081,7185011082,1
7185011082,7185011081,1
7187568430,1419622835,1
7199832088,7199832090,1
7199832090,7199832088,1
7245841040,4617953782,1
7283554131,7283554134,1
7283554134,7283554131,1
7290817841,1801617829,1
7290817844,7290817847,1
7290817847,7290817844,1
7295000812,7295000815,1
7295000815,7295000812,1
7297265539,7297265542,1
7297265540,7297265543,1
7297265542,7297265539,1
7297265543,7297265540,1
7298852828,7298852829,1
7298852829,7298852828,1
7298852837,3761431626,1
7304328622,7304328623,1
7304328623,7304328622,1
7323135325,7323135329,1
7323135326,7323135330,1
7323135329,7323135325,1
7323135330,7323135326,1
7323741266,7323741267,1
7323741267,7323741266,1
7323741267,7323741273,3
7323741267,7323741274,1
7323741273,7323741267,3
7323741274,7323741267,1
7323741281,7323741284,1
7323741284,7323741281,1
7329860054,10233262238,1
7329860069,340549978,1
7329860069,7329860070,1
7329860070,7329860069,1
7369381131,7369381132,1
7369381131,7369381138,1
7369381131,7369381139,1
7369381132,7369381131,1
7369381132,7369381138,1
7369381134,7369381139,1
7369381138,7369381131,1
7369381138,7369381132,1
7369381138,7369381140,1
7369381139,7369381131,1
7369381139,7369381134,1
7369381139,7369381141,1
7369381140,7369381138,1
7369381141,7369381139,1
7373450461,3646998398,1
7375071306,7375071313,1
7375071313,7375071306,1
7424040138,7899100672,1
7424040138,7961816225,1
7434184315,7434184316,4
7434184316,7434184315,4
7434992308,31828135,1
7442159593,9922119782,1
7442159594,9947099969,2
7447554365,5503416928,1
7508678338,3466388431,1
7570727616,1803874705,1
7596712870,3771910721,2
7600398062,1059671135,1
7600398062,1059671260,1
7600398062,2378383736,1
7600398063,3635229216,1
7659490167,7659490172,1
7659490172,7659490167,1
7685171596,7685171598,1
7685171598,7685171596,1
7713153513,9770172105,1
7719015850,7899100673,1
7726312669,6359420351,1
7729856004,2378383736,1
7736501932,7736501935,1
7736501935,7736501932,1
7753614416,7753614419,1
7753614419,7753614416,1
7783310055,7783310056,1
7783310056,7783310055,1
7848738167,3123637851,1
7854846731,7854846734,1
7854846734,7854846731,1
7854846739,7854846742,1
7854846742,7854846739,1
7869890156,7869890159,1
7869890159,7869890156,1
7899100672,7424040138,1
7899100673,7719015850,1
7905067316,5985496093,1
7912651579,7912651580,1
7912651580,7912651579,1
7917107521,437116297,1
7917107521,1531551678,1
7919711315,619149351,1
7961816225,7424040138,1
7980756149,9883869850,1
7992498749,8319823891,1
8021351073,282710357,1
8042128672,2910711808,1
8086386535,5768753813,1
8109952230,8109952240,1
8109952240,8109952230,1
8132048132,8132048135,1
8132048135,8132048132,1
8188786463,4980714607,1
8209838271,8209838272,1
8209838272,8209838271,1
8222546471,8222638944,1
8222546479,8223819305,1
8222638943,8222638977,1
8222638944,8222546471,1
8222638975,8222638976,1
8222638975,8222638977,2
8222638976,8222638975,1
8222638976,8223077856,1
8222638977,8222638943,1
8222638977,8222638975,2
8222638983,8222638984,1
8222638984,8222638983,1
8222638984,8222638985,1
8222638984,8222738647,1
8222638985,8222638984,1
8222638985,8222638989,1
8222638985,8222738647,1
8222638989,8222638985,1
8222638991,8222638993,1
8222638993,8222638991,1
8222638993,8222638997,2
8222638997,8222638993,2
8222638997,8222638998,1
8222638998,8222638997,1
8222678893,8222678897,1
8222678897,8222678893,1
8222738647,8222638984,1
8222738647,8222638985,1
8222738647,8222888145,1
8222888145,8222738647,1
8223077822,8223077823,2
8223077823,8223077822,2
8223077856,8222638976,1
8223077856,8223077857,1
8223077857,8223077856,1
8223077865,8223819311,1
8223077868,8223077870,1
8223077870,8223077868,1
8223077952,10899900434,1
8223078024,8515529452,1
8223819305,8222546479,1
8223819305,8223819311,2
8223819311,8223077865,1
8223819311,8223819305,2
8223925647,8223925655,1
8223925655,8223925647,1
8251188564,6239349408,1
8300566274,8489747554,1
8319823891,7992498749,1
8337224287,5977759102,1
8337224287,5977759446,1
8390857281,2380873319,1
8394003846,8394003848,1
8394003848,8394003846,1
8395697274,8395697275,1
8395697275,8395697274,1
8395697283,8395697284,1
8395697284,8395697283,1
8402199161,1217365722,1
8420088800,2700993642,1
8438731099,8438731101,1
8438731101,8438731099,1
8438731115,4551111285,1
8447283459,17914817,1
8464556868,5340621806,1
8488330067,8488330091,1
8488330091,8488330067,1
8488795410,1874168771,1
8488839124,8488839126,1
8488839124,8488839132,1
8488839124,9006256562,1
8488839126,8488839124,1
8488839132,8488839124,1
8489747545,8489747549,1
8489747549,8489747545,1
8489747554,8300566274,1
8490863547,665667410,1
8491220696,1030052274,1
8491477275,5890602179,1
8491538832,3792177544,1
8491601658,5623027306,1
8493001065,297675647,1
8493001073,297675643,1
8493120142,8493120143,1
8493120143,8493120142,1
8493139242,20919917,1
8497532096,8497532099,1
8497532099,8497532096,1
8500169643,8500169649,1
8500169649,8500169643,1
8500285545,8500285546,1
8500285546,8500285545,1
8505828177,1803821638,1
8515529452,8223078024,1
8515529456,8515529458,1
8515529458,8515529456,1
8547000127,5715936964,1
8548388922,8548388927,1
8548388927,6535947090,1
8548388927,8548388922,1
8548388927,8548388928,1
8548388928,8548388927,1
8553130644,6359420351,1
8553130656,8553130657,1
8553130657,8553130656,1
8555330877,6359420352,1
8561121014,11039621259,1
8561125125,4306456867,1
8570954815,8571002828,1
8571002828,8570954815,1
8599247876,3997224542,1
8599247876,3997224624,1
8599783970,8599783973,1
8599783973,1458716972,1
8599783973,8599783970,1
8599783973,8599783976,1
8599783973,9949466832,1
8599783976,8599783973,1
8628938224,9645583013,1
8632259742,8632259744,1
8632259744,8632259742,1
8655011795,6063377502,1
8655907717,8655907718,1
8655907718,8655907717,1
8661878963,8661878964,1
8661878964,8661878963,1
8674286136,8674286137,1
8674286137,8674286136,1
8677607161,1227859811,1
8687389698,4894132945,1
8687389698,5639071431,1
8687389698,8687399134,1
8687399133,4934556059,1
8687399134,8687389698,1
8712809215,7031742422,2
8734401183,8734401190,1
8734401190,8734401183,1
8764411928,10239887019,1
8768143993,8768144000,1
8768143993,8768144002,2
8768143995,10043441846,1
8768143996,10043441846,1
8768144000,8768143993,1
8768144002,8768143993,2
8768144002,8768144004,2
8768144004,8768144002,2
8768144004,10043441846,1
8824690410,9709232034,1
8826075420,8826075422,1
8826075422,8826075420,1
8826075434,4729808445,1
8873215759,10012306431,1
8883235573,296377585,1
8892858813,2205993214,1
8892909292,8892909349,1
8892909349,8892909292,1
8893444781,11047105452,1
8899200189,8899200211,1
8899200211,8899200189,1
8911751507,8911866641,1
8911751510,8911866650,1
8911866621,8911866633,1
8911866622,8911866640,1
8911866633,8911866621,1
8911866633,8911866647,1
8911866633,8911866657,1
8911866640,8911866622,1
8911866647,8911866633,1
8911866650,8911751510,1
8911866650,8911866663,1
8911866657,8911866633,1
8911866663,8911866650,1
8923361920,1482105233,1
8923361921,8923361933,1
8923361933,8923361921,1
8923648009,8923658746,1
8923658738,6065757763,1
8923658746,8923648009,1
8923658756,8923658770,1
8923658762,8923658894,1
8923658770,8923658756,1
8923658821,5917997624,1
8923658829,9534454768,1
8923658894,8923658762,1
8923658906,5917997623,1
8949022921,8949022926,1
8949022926,8949022921,1
8950770482,8950770490,1
8950770490,8950770482,1
8960110457,10567973471,1
8963073006,4641802360,1
8963077222,298870641,1
8976525206,9415647410,1
8982473671,8982473677,1
8982473675,8982473689,1
8982473677,8982473671,1
8982473678,8982473692,1
8982473682,8982473683,1
8982473683,8982473682,1
8982473689,8982473675,1
8982473692,8982473678,1
8982473692,9502932504,1
8982473692,9747460736,1
8982473692,10700027530,1
8982473693,5887604977,1
8982473702,8982473704,1
8982473704,8982473702,1
8982473705,8982473707,1
8982473707,8982473705,1
8982473708,8982473709,1
8982473709,8982473708,1
8982473710,8982473711,1
8982473711,8982473710,1
8982473712,8982473714,1
8982473714,8982473712,1
8982510217,8982510219,1
8982510219,8982510217,1
8982510220,8982510221,1
8982510221,8982510220,1
8982510222,8982510223,1
8982510223,8982510222,1
8982510224,8982510225,1
8982510225,8982510224,1
8982510226,8982510227,1
8982510227,8982510226,1
8982510227,8982510233,1
8982510228,8982510229,1
8982510229,8982510228,1
8982510233,8982510227,1
8982510235,5221432149,1
8982510236,8982510238,1
8982510238,8982510236,1
8982510239,8982510241,1
8982510241,8982510239,1
8982510266,8982510282,1
8982510267,8982510281,1
8982510268,8982510279,1
8982510269,8982510278,1
8982510274,8982510275,1
8982510275,8982510274,1
8982510276,8982510298,1
8982510277,8982510302,1
8982510278,8982510269,1
8982510279,8982510268,1
8982510280,8982510296,1
8982510281,8982510267,1
8982510282,8982510266,1
8982510284,8982510285,1
8982510285,8982510284,1
8982510286,8982510293,1
8982510287,8982510288,1
8982510287,8982510290,1
8982510288,8982510287,1
8982510290,8982510287,1
8982510293,8982510286,1
8982510296,8982510280,1
8982510298,8982510276,1
8982510302,8982510277,1
8982510302,8982510304,1
8982510304,8982510302,1
8990288645,3998863464,1
8992695338,8992695339,1
8992695339,8992695338,1
8995088040,8995088053,1
8995088046,8995088047,1
8995088047,8995088046,1
8995088053,8995088040,1
8995217415,8995226522,1
8995226521,8995226522,1
8995226522,8995217415,1
8995226522,8995226521,1
8995226524,8995226536,1
8995226535,10879388066,1
8995226536,8995226524,1
8995226538,8995226539,1
8995226539,8995226538,1
8995226539,8995226560,1
8995226540,8995226541,1
8995226541,8995226540,1
8995226552,8995226561,1
8995226560,8995226539,1
8995226561,8995226552,1
8995865873,8995865876,1
8995865875,8995865876,1
8995865876,8995865873,1
8995865876,8995865875,1
8995865878,8995865884,1
8995865883,8995865884,1
8995865884,8995865878,1
8995865884,8995865883,1
8995891494,11059987957,1
8995918487,8995918488,1
8995918488,8995918487,1
8999256092,8999256096,1
8999256096,8999256092,1
9006256540,9006256561,1
9006256561,9006256540,1
9006256562,6203761986,1
9006256562,8488839124,1
9006256562,10161615756,1
9006888179,4815487352,1
9006888181,4815487352,1
9011066869,527857430,1
9032680694,1584176666,1
9032680694,9032680715,1
9032680694,9032715148,1
9032680701,9032680715,1
9032680701,9032715122,1
9032680701,9032715148,1
9032680715,9032680694,1
9032680715,9032680701,1
9032680715,9032715135,1
9032715122,9032680701,1
9032715122,9032715135,1
9032715135,9032680715,1
9032715135,9032715122,1
9032715148,9032680694,1
9032715148,9032680701,1
9044057644,9044057645,1
9044057645,9044057644,1
9067586313,5779103660,1
9073520580,9073520584,1
9073520584,9073520580,1
9090083193,9090083194,1
9090083194,6535947078,1
9090083194,9090083193,1
9090083195,9090083194,1
9091138297,421416380,1
9091138297,1657479288,1
9091138297,9091138298,1
9091138298,420079485,1
9091138298,1657624841,1
9091138298,4974537388,1
9091138298,9091138297,1
9091138308,9091138309,1
9091138309,9091138308,1
9095774206,9095774208,1
9095774208,9095774206,1
9135388489,9135388492,1
9135388492,9135388489,1
9155675511,9155675514,2
9155675514,9155675511,2
9156241447,9362578000,1
9156241492,9156241496,1
9156241496,9156241492,1
9178256131,9178256148,1
9178256132,9178256138,1
9178256138,9178256132,1
9178256148,9178256131,1
9181261808,3529010436,1
9181261808,3529010440,1
9186942697,9186942698,1
9186942698,9186942697,1
9197803732,9197803738,1
9197803738,9197803732,1
9205542211,282681741,1
9205542212,9205554417,1
9205554417,9205542212,1
9249471121,618888980,1
9283040409,9286721758,1
9283040410,5586606656,1
9286721758,9283040409,1
9291232582,9291232583,1
9291232583,9291232582,1
9327898338,9327898341,1
9327898341,6359420380,1
9327898341,9327898338,1
9327898341,9327898344,1
9327898344,9327898341,1
9328058951,5308323040,1
9331980217,1626620927,1
9338171556,9338171570,1
9338171558,9339036960,1
9338171570,9338171556,1
9339036960,296363322,1
9339036960,9338171558,1
9349799273,1052708411,1
9350667398,9350667399,1
9350667399,9350667398,1
9350829303,9944730516,1
9350829306,9944730505,1
9350829307,9944730499,1
9362577995,9362577999,1
9362577997,9362578000,1
9362577999,9362577995,1
9362577999,9362578000,1
9362577999,9362578003,1
9362577999,9877017453,1
9362578000,9156241447,1
9362578000,9362577997,1
9362578000,9362577999,1
9362578000,9362578005,1
9362578001,9362578002,1
9362578001,9362578010,1
9362578001,9817168034,1
9362578001,10594232160,1
9362578002,9362578001,1
9362578002,9362578008,1
9362578002,9817168033,1
9362578002,9877017454,1
9362578003,9362577999,1
9362578005,9362578000,1
9362578008,9362578002,1
9362578010,9362578001,1
9370627001,9370627002,1
9370627002,9370627001,1
9380211159,9380211162,1
9380211162,9380211159,1
9385574764,1574141731,1
9386430777,9386430774,1
9395180877,1578090126,1
9415647410,8976525206,1
9452645827,9452645828,1
9452645828,9452645827,1
9484071195,9484071204,1
9484071204,9484071195,1
9485482721,9485482726,1
9485482726,9485482721,1
9502932503,5887604977,1
9502932504,8982473692,1
9504743528,1585526742,1
9504743528,9504743532,1
9504743532,9504743528,1
9520150088,9520150089,1
9520150089,9520150088,1
9520150094,9520150102,1
9520150102,9520150094,1
9520334512,1660636314,1
9521493248,3288877671,1
9521493248,3744812738,2
9532257880,9532257892,1
9532257892,9532257880,1
9532257893,9532257899,1
9532257899,9532257893,1
9534454768,8923658829,1
9534611999,280009128,1
9545675066,9545675075,1
9545675075,9545675066,1
9549153726,9549153727,1
9549153727,18311958,1
9549153727,9549153726,1
9580414063,9580414062,1
9580414064,4626190496,1
9580847114,9580877226,1
9580877226,9580847114,1
9580877227,9580877230,1
9580877230,9580877227,1
9580877236,10014235115,1
9597946518,9597946529,1
9597946529,9597946518,1
9598469641,9598469642,1
9598469642,9598469641,1
9606265288,9606265292,1
9606265292,9606265288,1
9607457599,9607457605,1
9607457605,9607457599,1
9607479989,9607479996,1
9607479996,9607479989,1
9611159044,9611159047,1
9611159047,9611159044,1
9628627525,9628627525,6
9628627525,9628627526,1
9628627526,9628627525,1
9628627526,10231384851,1
9628806510,9628806513,1
9628806513,9628806510,1
9632051931,9634950031,1
9632051945,9634950031,1
9633177887,9633177888,1
9633177888,9633177887,1
9634914096,9634963250,1
9634950028,9634950031,1
9634950031,9632051931,1
9634950031,9632051945,1
9634950031,9634950028,1
9634963246,9634963250,1
9634963250,9634914096,1
9634963250,9634963246,1
9634963250,9634963255,1
9634963255,9634963250,1
9645552440,6856656928,1
9645552440,6856686366,1
9645569864,5591554754,1
9645569864,5724557356,1
9645569864,5856744462,1
9645573065,6045824972,1
9645583013,8628938224,1
9645583859,3732183396,1
9651651554,9651651557,1
9651651557,9651651554,1
9658642185,9658642206,1
9658642206,9658642185,1
9692193664,9994887810,2
9696090019,11019943045,1
9704717403,26201555,1
9709232034,8824690410,1
9710172605,9779924249,1
9711796148,9711796147,1
9714313247,9714313248,1
9714313248,9714313247,1
9716747044,2508055967,1
9718509404,9718509398,1
9725109682,9725109683,1
9725109683,9725109682,1
9725124545,257790024,2
9725124545,540354341,1
9728670419,9728670421,1
9728670421,9728670419,1
9747460736,8982473692,1
9758327186,9758327189,1
9758327189,9758327186,1
9758327190,9758327195,1
9758327195,9758327190,1
9758337778,9758337780,1
9758337778,9841230518,1
9758337778,10126553994,1
9758337780,9758337778,1
9770106758,9770106759,1
9770106759,9770106758,1
9770172105,7713153513,1
9770172105,9770172107,1
9770172105,9775979905,2
9770172107,6284075938,1
9770172107,9770172105,1
9770172107,9775979905,1
9772961700,9772961701,1
9772961701,9772961700,1
9773302719,9798828916,1
9775957034,9775957035,1
9775957035,9775957034,1
9775957036,9775957037,1
9775957037,9775957036,1
9775979905,9770172105,2
9775979905,9770172107,1
9776026708,9776026709,1
9776026709,9776026708,1
9776026711,4973315567,1
9776026712,9776026714,1
9776026714,9776026712,1
9779924249,9710172605,1
9789336884,9789336885,1
9789336885,9789336884,1
9793862897,9950036244,1
9793905355,4199695896,1
9795471038,9795471039,1
9795471039,9795471038,1
9798699627,9798699629,1
9798699629,9798699627,1
9798699630,9798699634,1
9798699634,9798699630,1
9798699642,9798699644,1
9798699644,9798699642,1
9798699645,9798699651,1
9798699651,9798699645,1
9798823241,9946705080,4
9798828916,9773302719,1
9799646412,9955671435,1
9800185794,6048839685,1
9800309546,2237901290,1
9800309582,9800309585,1
9800309585,9800309582,1
9803884419,4404849071,1
9803884419,9803884420,1
9803884419,9803884421,1
9803884420,4404849080,1
9803884420,9803884419,1
9803884421,9803884423,1
9803884421,9803884424,1
9803884423,9803884420,1
9803884423,9803884421,1
9803884423,9803884424,1
9803884424,4974537385,1
9803884424,9803884421,1
9803884424,9803884423,1
9806506050,10811891100,1
9813048876,9813048879,1
9813048879,9813048876,1
9817168033,9362578002,1
9817168034,9362578001,1
9821927093,10244483284,1
9821927094,4218000684,1
9821927098,4218000679,1
9825791194,4973363469,2
9825791195,4973363468,1
9833444989,340552667,1
9833444992,340552670,1
9833445009,9833445010,1
9833445010,9833445009,1
9833479274,9833616155,1
9833479276,9833616154,1
9833479278,9833616153,1
9833616153,9833479278,1
9833616154,9833479276,1
9833616155,9833479274,1
9833616156,5699199839,1
9834619249,3391623294,1
9834619251,3391623821,1
9834619253,3391623315,1
9834619255,340552664,1
9834619257,340552665,1
9834698424,5699199860,1
9834698468,10240929915,1
9836290324,290726349,1
9838556797,9838556798,1
9838556798,9838556797,1
9839949347,3858602376,1
9839949347,3858602381,1
9839949349,3858602389,1
9839949349,3858602392,1
9839949350,3858602369,1
9839949350,3858602373,1
9839949351,3832394900,1
9839949357,3858601949,1
9839949357,3858601956,1
9841204509,9841204512,1
9841204512,9841204509,1
9841230518,9758337778,1
9843364264,9877050237,1
9845593641,9877017459,1
9845593643,10042744661,1
9846342452,9877017457,1
9846342483,9877017460,1
9846776499,1578229625,1
9848971807,9848971812,1
9848971812,9848971807,1
9865275458,9865275473,1
9865275473,9865275458,1
9868468158,9868468159,1
9868468159,9868468158,1
9868508749,9868508767,1
9868508767,9868508749,1
9873303807,10274568512,1
9873303808,4413843338,1
9877017453,9362577999,1
9877017454,9362578002,1
9877017457,9846342452,1
9877017459,9845593641,1
9877017460,9846342483,1
9877050237,9843364264,1
9877440476,9877440479,1
9877440479,9877440476,1
9877440485,9877440490,1
9877440490,9877440485,1
9878392140,3627937197,1
9883869850,7980756149,1
9883869863,5487376291,1
9905698251,3127841165,1
9911486738,10042744662,1
9911486741,9911486742,1
9911486742,9911486741,1
9920150346,9920150348,1
9920150348,9920150346,1
9920150359,9920150361,1
9920150361,9920150359,1
9920150364,9920150365,1
9920150365,9920150364,1
9922119782,7442159593,1
9922161473,7663289,1
9922478810,4928761335,1
9922478812,4928761331,1
9924993838,2120239980,1
9924993841,1622854710,1
9924993844,9924993845,1
9924993845,9924993844,1
9926894112,1474903181,1
9931330385,9931345958,1
9931345958,9931330385,1
9934420169,9934420172,1
9934420172,9934420169,1
9944631037,2647428577,1
9944730499,9350829307,1
9944730505,9350829306,1
9944730508,9944730509,1
9944730509,9944730508,1
9944730516,9350829303,1
9946705065,286514074,1
9946705080,9798823241,4
9946705088,9950036249,1
9947092192,9947099969,1
9947092192,10032270289,1
9947092193,9947092195,1
9947092193,9947099969,1
9947092195,9947092193,1
9947092196,9947092197,1
9947092197,9947092196,1
9947099963,5109757361,1
9947099969,7442159594,2
9947099969,9947092192,1
9947099969,9947092193,1
9948078910,4502272958,1
9948078911,4502272958,2
9949466826,9949466827,1
9949466827,9949466826,1
9949466832,5333603264,1
9949466832,8599783973,1
9949466832,9949466833,1
9949466833,9949466832,1
9949466859,9949466863,1
9949466863,9949466859,1
9949466865,9949466869,1
9949466869,9949466865,1
9949466871,10046942518,1
9950036244,9793862897,1
9950036249,9946705088,1
9950154962,6048840410,1
9950154962,9950154963,1
9950154963,9950154962,1
9952724251,9952724260,1
9952724260,9952724251,1
9954881851,9954881854,1
9954881854,9954881851,1
9954881861,4553099163,4
9955671435,9799646412,1
9955671438,9955671440,1
9955671439,9955671450,1
9955671439,10237862263,1
9955671440,9955671438,1
9955671443,9955671448,1
9955671448,9955671443,1
9955671450,9955671439,1
9955671450,10237862278,1
9955671451,10237862270,1
9961325672,3730710136,1
9966107145,9966107151,1
9966107151,9966107145,1
9966107151,9966107153,1
9966107153,9966107151,1
9970174196,9970174200,1
9970174200,9970174196,1
9971128052,4502542236,1
9971672375,9971672379,1
9971672379,9971672375,1
9971672379,9971672382,1
9971672379,9971672386,1
9971672382,9971672379,1
9971672386,9971672379,1
9972104470,4937608748,1
9972229441,6218150603,1
9972229441,6218150607,1
9972229441,9972229442,1
9972229442,6218150597,1
9972229442,6218150617,1
9972229442,9972229441,1
9977081198,9977081205,1
9977081205,9977081198,1
9987093683,9987093686,1
9987093686,9987093683,1
9987093687,9987093690,1
9987093690,9987093687,1
9987093704,9987093705,1
9987093705,9987093704,1
9994887801,9994887804,1
9994887804,9994887801,1
9994887806,9994887809,1
9994887809,9994887806,1
9994887810,9692193664,2
9994887813,9994899419,1
9994899419,9994887813,1
9994899422,9994899427,1
9994899427,9994899422,1
9996909142,9996982078,1
9996909144,9996909148,1
9996909148,9996909144,1
9996982078,9996909142,1
10001949942,10001949970,1
10001949970,10001949942,1
10001949977,10009616096,1
10002117508,10002117511,1
10002117511,10002117508,1
10002117512,10002122322,1
10002122322,10002117512,1
10002145260,10002145263,1
10002145263,10002145260,1
10004299251,10004299252,1
10004299252,10004299251,1
10004299254,10004299256,1
10004299256,10004299254,1
10004663135,10126553995,1
10004663169,10004663170,1
10004663170,10004663169,1
10005340536,10005340541,1
10005340541,10005340536,1
10009244126,10009244131,1
10009244131,10009244126,1
10009616070,10009616084,1
10009616075,10009616077,1
10009616077,10009616075,1
10009616079,10009616082,1
10009616082,10009616079,1
10009616084,10009616070,1
10009616096,10001949977,1
10012303881,2596758493,1
10012306431,8873215759,1
10012306432,10012306436,1
10012306436,10012306432,1
10012306473,10012306477,1
10012306477,10012306473,1
10013166377,10013166384,1
10013166384,10013166377,1
10013237545,1337346409,1
10013237546,10013237547,1
10013237547,10013237546,1
10013455108,10015689509,1
10014235115,9580877236,1
10014250820,4502499187,1
10014250824,10014250828,1
10014250828,10014250824,1
10015689501,10018782240,1
10015689502,10015689511,1
10015689509,10013455108,1
10015689511,10015689502,1
10018782240,10015689501,1
10018790162,3402571305,1
10032270289,9947092192,1
10033485130,6359420351,1
10036727091,10036727094,1
10036727094,10036727091,1
10036764318,10036764321,1
10036764321,10036764318,1
10037675872,10137815132,1
10042744661,9845593643,1
10042744662,9911486738,1
10043441846,8768143995,1
10043441846,8768143996,1
10043441846,8768144004,1
10045060032,1570026168,1
10045060033,10045060034,1
10045060034,10045060033,1
10046942518,9949466871,1
10049119422,10049119425,1
10049119425,10049119422,1
10049119426,10049119429,1
10049119429,10049119426,1
10056962818,10056962819,1
10056962819,10056962818,1
10056962833,10058213671,1
10058213671,10056962833,1
10058302766,10058324745,1
10058324690,10058324745,1
10058324745,10058302766,1
10058324745,10058324690,1
10063887224,10063887230,1
10063887225,11061276798,1
10063887226,10063887229,1
10063887227,10063887228,1
10063887228,10063887227,1
10063887229,10063887226,1
10063887230,10063887224,1
10063887231,10063887232,1
10063887232,10063887231,1
10063887233,10063887234,1
10063887234,10063887233,1
10074556267,10079785839,1
10074556269,6167110421,1
10079785839,10074556267,1
10081714476,10081714480,1
10081714480,10081714476,1
10083447065,10083447069,1
10083447068,10083447069,1
10083447069,10083447067,1
10083447069,10083447068,1
10102858336,1623822294,1
10107954182,10107954183,1
10107954183,10107954182,1
10121521894,1652696674,1
10121559719,10121559724,1
10121559724,10121559719,1
10126553994,9758337778,1
10126553995,10004663135,1
10126560717,10126560719,1
10126560719,10126560717,1
10130035118,5601380655,1
10130035119,5977759429,1
10131037271,5464809173,1
10137782303,10137815132,1
10137782304,10763078985,1
10137782312,10137815158,1
10137815132,10037675872,1
10137815132,10137782303,1
10137815158,10137782312,1
10137815158,10137815164,1
10137815164,10137815158,1
10141226859,5298319252,1
10142455726,10142455756,1
10142455746,10142455747,1
10142455747,10142455746,1
10142455751,10142455752,1
10142455752,10142455751,1
10142455756,10142455726,1
10146823629,6045824978,1
10146823633,6045824969,1
10146823637,6045824975,1
10147018112,1524390884,1
10147063417,1524390886,1
10147234981,5867513342,1
10147234981,10147234982,1
10147234982,10147234981,1
10149096121,1270978951,1
10149096121,10149096125,1
10149096125,10149096121,1
10149272667,5890602180,1
10149272674,5890602178,1
10149277108,4103908999,1
10149277112,10149292219,1
10149292218,4103909017,1
10149292219,10149277112,1
10149292237,10149292238,1
10149292238,10149292237,1
10149295567,5885742682,1
10149295575,5885742679,1
10156363390,10156363413,1
10156363395,10156363396,1
10156363395,10156363414,1
10156363396,10156363395,1
10156363397,10156378747,1
10156363402,10156378748,1
10156363405,10156363406,1
10156363405,10156378743,1
10156363406,10156363405,1
10156363407,10156378733,1
10156363413,10156363390,1
10156363414,10156363395,1
10156378721,10156378749,1
10156378724,10156378741,1
10156378733,10156363407,1
10156378739,10156378740,1
10156378740,10156378739,1
10156378741,10156378724,1
