u,v,traffic_p_count
1064256570,1064256639,2
1064256599,1064256639,1
1064256639,18165893,2
1064256639,1064256599,1
1064268199,4848380224,1
1064473479,1055898,1
1064663099,266531258,1
1064663099,1064663100,2
1064663099,4225167452,2
1064663100,266531260,1
1064663100,1064663099,2
1064663100,2159729363,2
1064663102,2159729364,2
1064663102,4225167455,1
1064663102,10589344637,1
1064956082,118763,2
1064956082,9864759527,1
1064956099,3691541850,2
1064956102,1064956082,2
1064956102,5887571908,1
1064956103,73076534,2
1064956110,1050213834,1
1064956110,1064956114,2
1064956110,4876779858,2
1064956114,791986,2
1064956114,1064956099,1
1064956118,118763,2
1064956118,6651812322,2
1064956118,9864759525,1
1064956196,4225294596,1
1065827673,4459313600,2
1078454828,20927539,1
1079726775,2062358270,1
1081511710,3636998412,2
1081511710,3636998414,2
1083700130,1055753,2
1088031305,292825428,2
1106829493,6535947078,1
1106829493,6545701365,1
1106900408,8441650298,2
1111414784,257790050,1
1119284667,8441650277,1
1139435044,7924143983,1
1140874222,10624439528,1
1140874295,17176967,2
1142416717,278528214,1
1142637736,1142637836,1
1142637784,1142637836,1
1142637836,267026967,2
1142637836,267026969,1
1142637836,1142637736,1
1142637836,1142637784,1
1146193435,18311970,1
1152732078,20923495,1
1153588532,697775,1
1153588532,8977439265,1
1170269328,278780970,1
1170269328,281771901,1
1170269328,4376949426,1
1181485694,5477919061,1
1181499794,9837951695,1
1181499809,3635219649,1
1181499850,2516856968,1
1181499850,2516856974,1
1181499859,287346618,1
1181499859,6359420314,1
1183182388,8084942,1
1184688376,1026688239,1
1185707939,4352442776,1
1185707939,8316167653,2
1185707939,8316167654,2
1189253953,7313647,2
1190835644,1190835710,2
1190835644,1190835715,1
1190835644,1190835719,1
1190835648,1190835710,1
1190835710,8088034,1
1190835710,1190835648,1
1190835713,1190835856,1
1190835715,1190835644,1
1190835715,1190835856,1
1190835719,1190835644,1
1190835746,8088035,1
1190835746,7588110002,1
1190835854,7663271,1
1190835854,7588110002,1
1190835856,1441314,1
1190835856,1190835713,1
1190835856,1190835715,1
1190835859,1190835856,2
1190835859,7588110035,1
1190835859,9087814756,1
1190852569,782419346,1
1190873090,1190873115,2
1190873090,2378383719,2
1190873090,9837951704,1
1190873098,560375958,1
1190873098,3207920882,1
1190873098,4588674304,2
1190873099,118725,1
1190873099,1190873137,2
1190873099,10131037294,1
1190873103,2512504197,2
1190873103,3207920896,1
1190873103,6357644350,1
1190873106,299147206,2
1190873106,2737213869,1
1190873106,3207920891,1
1190873106,10131037295,1
1190873107,4588674304,2
1190873107,6357644302,1
1190873107,7726386209,1
1190873115,298795898,1
1190873115,1190873090,2
1190873115,2511778811,2
1190873119,299147204,1
1190873119,4887940490,1
1190873137,300094075,2
1190873137,1190873099,2
1190873137,1281827889,2
1191307861,2533691655,1
1193140879,288723022,1
1193140879,1193140960,1
1193140879,1193140975,1
1193140908,1193140960,1
1193140914,1193140975,1
1193140927,288723022,1
1193140928,288722476,1
1193140931,1193140960,1
1193140960,1193140879,1
1193140960,1193140908,1
1193140960,1193140931,1
1193140966,288723022,1
1193140975,1193140879,1
1193140975,1193140914,1
1193140975,1193141030,1
1193140975,8687407137,1
1193141030,1193140975,1
1195317078,2599647211,1
1195317081,73099256,2
1195317081,4459313611,2
1204573687,4555480822,2
1204573694,7807323,2
1204573694,4555480819,2
1206860263,6504010,2
1206860277,6504012,3
1208024256,1331051392,1
1208047603,5308369801,1
1213545776,523636125,1
1213545784,523636125,1
1213545836,4513737658,2
1213545836,5550759429,2
1213545863,5068032709,1
1213545871,5068032675,1
1217365722,297822246,2
1217537073,1217537075,1
1217537075,7244205,1
1217537075,1217537073,1
1217537075,9798745763,1
1217537076,698029,1
1223225278,26081757,1
1225081421,8099320,1
1227107743,6167117621,1
1227809451,8099322,2
1232305069,17176967,2
1232305084,286403771,1
1232305096,272863907,1
1232305097,10624439528,1
1234226322,475578725,2
1234226322,1234226386,1
1234226326,698671,2
1234226326,308206107,2
1234226326,1282708379,1
1234226347,18090416,2
1234226368,1234226326,3
1234226369,9032715121,2
1234226386,6328325387,1
1234226388,8079927,1
1234226399,3160222044,2
1234226399,6949920968,2
1234226399,8441650284,1
1234226409,292825428,2
1234226432,7043484146,1
1234226436,3207917473,2
1235135562,3405155277,1
1236389412,8079931,1
1236582220,9905698223,1
1236989662,4945423171,1
1242099808,7848555,1
1242123649,18165907,2
1242123649,73099256,2
1242123649,4459313611,2
1242123651,6952255463,1
1242123655,1195317078,1
1242123655,1242123661,2
1242123655,1242123676,2
1242123661,1195317078,1
1242123661,1242123655,2
1242123661,9072338861,1
1242123669,1242123661,1
1242123669,4459313598,1
1242123670,73082170,2
1242123670,3396253208,2
1242123676,1242123655,2
1242123676,4279694304,1
1246935395,1670820114,1
1246935395,3997224550,1
1246935395,6840434431,1
1247869465,3664103872,1
1250127687,1250127729,1
1250127729,1250127687,1
1250127776,1281453867,1
1250127816,1250127858,1
1250127858,1250127816,1
1255233390,4393215846,2
1270978909,1270979200,1
1270978909,3822952752,1
1270978909,4726329540,1
1270978909,4726329703,1
1270978984,280009125,1
1270979151,3664103872,1
1270979200,1270978909,1
1271769954,20947800,2
1271881177,6357644313,1
1277414337,4927557856,1
1277414338,1085760670,1
1277414338,4927557856,2
1277414338,6946538619,1
1277415487,21788483,2
1277430192,7897418552,1
1277430315,125442,2
1277430506,24954815,1
1277939656,4924695592,1
1280331077,4459313609,2
1281407906,8447399,1
1281443548,792009,2
1281443548,73060204,1
1281443548,11039263874,1
1281453867,1250127776,1
1281822116,25306390,1
1281827889,299147206,2
1281827889,1190873137,2
1281827889,10131037295,1
1282580772,21788483,2
1282708379,1234226399,2
1288922437,8086436,1
1288924235,1288924246,2
1288924235,1288924656,2
1288924235,6357644297,2
1288924246,300094070,2
1288924246,1288924235,2
1288924246,1288924658,2
1288924656,1288924235,2
1288924656,1627076193,1
1288924656,3207920891,1
1288924658,300094079,2
1288924658,1288924246,2
1288924658,2512504199,2
1288924952,569015224,3
1288924952,6357644346,2
1288924952,6359420454,1
1288924952,6359420457,1
1288924952,6359420471,2
1289455646,8339086679,1
1296172629,1619530833,1
1296172631,1619530833,1
1302474338,265144979,1
1302474493,118811,1
1302474493,265144977,1
1303516923,1739173320,1
1306239377,3396247958,1
1306239666,3396247958,1
1307005045,8563521,1
1307005045,1307005060,1
1307005045,10785357213,1
1307005048,8087236,1
1307005048,5035553975,1
1307005050,8087243,1
1307005050,1307005060,1
1307005052,1307005048,1
1307005056,8087234,1
1307005056,5035524765,1
1307005060,1307005045,1
1307005060,1307005050,1
1307110562,1307110569,1
1307110569,1307110562,1
1307110569,1524382450,1
1307110569,9934420181,1
1307110569,9934420183,1
1307947289,1944632366,1
1307947290,1944632366,1
1309582970,9651875404,1
1310602132,4669093113,1
1310602139,7224388,2
1311740564,698683,2
1311740564,5114643216,2
1329110162,569012948,2
1329110162,7726386308,3
1329110165,298548451,1
1329110165,5308313401,2
1330913791,10233262264,2
1330913949,8977497995,2
1330937536,2683325896,1
1330937536,7187568424,1
1330937538,7187568418,1
1331044336,6503260,2
1331044336,2355133867,1
1331044361,706815,2
1331044361,300094223,1
1331044361,2338083476,2
1331044361,2367865191,1
1331051195,1331051376,1
1331051376,1331051195,1
1331051392,1208024256,1
1331211487,7741059,1
1341480222,8306513900,1
1341480228,12723463,1
1341480228,5254303858,1
1341480228,5254691292,1
1341480228,5254691296,1
1347219100,5296477196,1
1347271038,8089615,1
1350230587,3677188246,1
1356867925,1579405463,1
1363756903,288722484,1
1364396418,8078531,2
1364396418,8371239037,1
1365840030,8484248036,2
1366705769,8091675,2
1368467377,8084920,1
1369055512,1582952741,1
1369055537,1754788597,1
1372830575,7320545786,1
1374682548,7459412,1
1374694326,3103968590,1
1374694354,278113644,1
1374694354,1039454917,3
1374694354,1574166954,1
1374694354,8553130658,1
1374765448,2206848492,1
1379283354,1379283361,1
1379283361,1379283354,1
1384139800,5711295352,1
1384139848,9324424520,1
1384139855,9324424519,2
1387413218,423158236,1
1388520561,6570982873,1
1388596024,9073520578,1
1394611059,1458692604,1
1394611059,5101220002,1
1394611059,5101220003,2
1394741617,4519617500,1
1394741625,4462423418,1
1394760842,4269774642,1
1396103875,10595650904,1
1399431275,271443041,1
1399432752,664688352,1
1400773118,4849476073,2
1411001724,3676767765,1
1411001724,8298188102,2
1411009786,298530877,1
1411014685,4927484988,1
1411071138,8121572,2
1411071138,8121576,1
1411071138,4945692512,1
1411089890,7663291,1
1411089890,5035553992,1
1412162903,8447078654,2
1414187880,4429468250,1
1415568999,10233262383,2
1416074983,8310704,1
1416074983,1416152366,2
1416074983,1416152394,1
1416152361,1416152366,1
1416152366,273346442,1
1416152366,1416074983,2
1416152366,1416152389,1
1416152394,1416074983,1
1418921479,18178304,2
1418947935,3634600821,1
1418947935,3634600829,1
1418947935,3634600833,1
1418947935,3634600834,1
1418947936,17852690,2
1419568796,5688563759,1
1419575499,9718225456,1
1420336522,6651812226,1
1421313159,7245199409,1
1421332070,30569116,2
1421332070,1686058061,1
1424169937,18178304,2
1431673010,95866150,1
1434976936,6503278,1
1437799333,8418796238,1
1438766533,8574699,1
1441896559,7217656,1
1441896559,3684761200,1
1441896599,7217655,2
1441896599,8310705,1
1441896599,3713903561,1
1443465253,3646738310,1
1446646106,782419346,2
1446653206,3684761197,1
1446653209,8491203079,1
1446653210,8491203075,1
1446941357,1446941369,1
1446941357,1446941372,1
1446941357,3676767773,2
1446941369,1446941357,1
1446941369,3676767773,1
1446941372,1446941357,1
1446941376,2450980662,2
1452479209,5125972262,1
1458183221,697777,1
1458692604,1394611059,1
1467935775,7726641,2
1468090607,1468090781,2
1468090607,8076215277,2
1468090607,8076215318,2
1468090616,266416092,2
1468090616,266416344,2
1468090620,1468090616,2
1468090620,4279724842,2
1468090628,1294347076,1
1468090628,1468090620,2
1468090629,576717,2
1468090676,266416344,2
1468090743,6938357682,1
1468090762,6938357678,1
1468090781,1357036722,1
1468090781,1468090607,2
1468090781,10624439516,2
1468109621,576717,2
1472966169,8084970,2
1472966169,1421332070,2
1472966169,8907339879,2
1472966176,1421332064,2
1472966176,1873376745,2
1472966176,5303224648,2
1472966176,9485482733,2
1472966286,1472966176,2
1474888144,9571120317,1
1476215775,4462423416,2
1476900180,1798826439,2
1476900180,1800856216,1
1476900180,3294550674,1
1476900180,3294550687,2
1477320616,7726686,1
1477320616,3185019789,2
1477320632,8302236,2
1477320632,8371098899,1
1477320632,8925896452,2
1483299267,1483299710,1
1483299283,17232420,1
1483299283,10576277701,1
1483299710,1483299267,1
1488281415,3761440653,1
1488402528,8091675,2
1491276143,2205993214,1
1493194666,673971688,2
1496314342,17551001,1
1496314342,6328325812,2
1496408439,6328329849,2
1497843715,4874297873,1
1497843721,3378861476,1
1524382450,1307110569,1
1524382451,1064956118,1
1527913083,2207169753,1
1527932249,22527535,1
1531505250,1531505278,1
1531505278,1531505250,1
1531508893,3458942773,1
1552939204,7424040147,1
1552939204,8319435165,2
1552939204,8371189154,1
1552939204,8925896444,2
1555492641,118781,1
1555726504,3443512768,1
1555791515,792849,2
1557110196,576713,1
1568601451,698672,2
1570026225,1905155286,1
1570026227,1905155286,1
1570037849,546474200,1
1570037858,452569323,2
1570037858,2305663540,1
1571216721,523634034,1
1571216722,30568756,1
1571216777,20917603,1
1571216913,4501323217,1
1571216915,24972440,1
1573491329,6952474345,1
1573491331,698680,2
1573491331,2631272264,1
1573491331,6952474345,2
1573491331,6952474353,2
1573491342,1573491345,1
1573491345,1573491342,1
1573491346,8086438,1
1573491370,1802532241,1
1573491372,1573491373,1
1573491372,1802532285,1
1573491372,1802532288,1
1573491373,1573491372,1
1573965775,8087206,2
1573985881,1573985939,3
1573985918,5037644597,3
1573985918,9782463283,5
1573985939,1573985881,3
1574030619,1052455228,1
1574030619,6651812219,1
1574092434,250621623,1
1574166954,1374694354,1
1574174852,295320519,1
1574274904,8084930,2
1574274906,8960110428,1
1574274945,8960110427,1
1578141431,7020360608,1
1578229567,9800309573,1
1578270263,125427,1
1578282307,4184373130,2
1578282341,6465638711,2
1578305527,7773019,2
1579322659,1579322676,1
1579322676,1579322659,1
1579322691,7056509068,1
1579353726,298464622,2
1579353729,298464622,2
1579358169,5256150324,1
1579358172,7493352,2
1579375828,6328316211,1
1579405418,1579405463,1
1579405463,7302089,2
1579405463,1356867925,1
1579405463,1579405418,1
1579405469,17207400,2
1579405491,8923658691,1
1579437187,4945410571,1
1579437316,7224388,2
1579531415,8085743,1
1579567725,1619555026,1
1579567736,1729562496,1
1579639431,18178297,2
1579713320,2352201270,2
1579713320,2976750698,1
1579713320,3587685742,2
1582952738,1582952741,1
1582952738,1754788597,1
1582952741,7235679,2
1582952741,1369055512,1
1582952741,1582952738,1
1582952760,1739173320,1
1584176658,9324577319,1
1585513954,1657478000,1
1585513983,1657478010,1
1585513990,2611016719,1
1585523005,20919922,1
1585537122,24267116,1
1585537175,125437,1
1585537532,3093669085,1
1585545141,257936885,1
1585604224,7481117,1
1585647335,5274881581,1
1588464243,1234226337,1
1589517246,17546849,1
1593546821,24954806,1
1596952639,6778956284,1
1597545363,8468150,1
1597545363,104313385,1
1598907886,4393194734,1
1598911594,8115914,1
1598911594,4393194734,1
1598991179,7726662,1
1607347387,1802721907,2
1607372143,7432898423,1
1607399518,598197056,1
1607399522,598197056,1
1608092834,9236451284,1
1614187169,7773053,1
1614288297,7665010,1
1614321286,9269908172,1
1614362053,279992577,1
1615418705,3691541851,2
1619366718,266416092,1
1619366718,266535173,1
1619366718,3008378230,1
1619530753,280439199,1
1619530753,606928964,2
1619530753,6952490893,2
1619530762,339559852,2
1619530762,1619530764,1
1619530764,6952490891,1
1619530805,1729562492,1
1619530812,1619530833,1
1619530833,1296172629,1
1619530833,1296172631,1
1619530833,1619530848,1
1619530966,1619530967,1
1619530966,6328329849,1
1619530967,1619530966,1
1619530967,1619530970,1
1619530967,6328325812,2
1619530970,6328329848,1
1619530970,6328329849,1
1619555026,1619555033,1
1620062298,3948130154,1
1620071174,697520,1
1620071179,4230604095,1
1620071179,4444387702,2
1620071179,9374731827,1
1620071179,10596539310,1
1620080592,9821927089,2
1620080592,9821947481,1
1620080592,9893481755,1
1620193501,411807254,1
1620315885,7302078,2
1620315926,248119044,1
1620882602,673974402,1
1620882648,565466664,1
1620882648,6328318596,1
1622443346,284147002,1
1623822296,5025125545,1
1625107367,5996601375,1
1625204104,1050213861,2
1625258943,2785772109,1
1625363958,268690828,1
1626975677,7397303,1
1627076193,6357644298,1
1628379741,6359420472,1
1628550490,300094233,1
1628550490,2338083476,2
1628550490,2338083477,2
1629204961,8099322,2
1629778132,3353617264,2
1629913397,7493385,2
1629913404,4554111735,3
1629913404,4554111741,1
1629913404,10659832597,1
1629913406,1871902704,1
1629913475,6488684,2
1629913475,1697866790,2
1629913475,1871902707,2
1629913475,5316658777,2
1630306021,2450980659,2
1631288069,3353617264,2
1633822556,698671,1
1634137825,17207400,2
1634147208,17207400,2
1634147208,6334406487,1
1634147208,9362537993,1
1640257226,1865334517,1
1647585387,919888083,1
1648295974,792850,2
1648299963,8435704915,1
1652921660,919888083,1
1655800631,792846,2
1655806643,4504271019,1
1656024690,9714185073,1
1656326851,3675560898,2
1656326851,4745313120,2
1656326851,10206788124,1
1657477988,1657478000,1
1657478000,282661208,1
1657478000,1585513954,1
1657478000,1657477988,1
1657478000,1823225041,1
1657478010,1585513983,1
1657693819,424595291,1
1658888363,1036702774,1
1659103520,1659103596,1
1659103551,1659103596,1
1659103596,1659103520,1
1659103596,1659103551,1
1659103596,1659103599,1
1659103596,3471422243,1
1659103599,1659103596,1
1660570130,26948616,2
1660636310,17914817,2
1660681616,4082804181,2
1660766248,8085013,2
1669468928,298464615,2
1670811591,3305197658,1
1670820114,1246935395,1
1673521689,20929951,2
1678026534,6535947011,1
1678035895,1678035898,1
1678035898,1678035895,1
1679793077,1866790186,1
1680461786,1680837639,1
1680837640,698032,2
1681343582,1681343643,1
1681343643,1681343582,1
1681343643,1683595659,1
1681343643,2943813059,1
1681343643,9839949346,1
1681588726,4929000953,1
1682352509,8977497987,2
1683595659,1681343643,1
1686058061,279377697,2
1686058061,2533691654,2
1686070441,3180509497,1
1686070442,2090379166,1
1686070443,3180509500,1
1686070444,3180509497,2
1686070444,3180509500,2
1686070444,4429468250,2
1686115243,4849476121,2
1696110295,6946538609,2
1696140296,424595291,1
1696144127,20974547,2
1696144127,1696637465,2
1696637465,20974547,2
1696637465,3562059426,2
1696637465,3562059437,2
1697866790,6488684,3
1697866790,1629913475,2
1697866790,10012306431,1
1697866790,10584055657,2
1704266821,8435712821,1
1710546659,4876445689,1
1712586429,3739494252,1
1712586432,7813419580,1
1717811928,673971688,1
1718634464,3948130957,1
1718634512,339559961,1
1727407058,8463261,2
1727407058,9865771076,2
1727407058,9865771079,1
1727407216,9862378536,2
1727407216,9865771097,1
1727407216,9865771098,1
1727407424,9846342441,1
1727407424,9865771087,1
1727407424,9865771088,1
1727407424,9865771099,2
1727658444,7235698,2
1729562471,1619530805,1
1729562471,1729562492,2
1729562492,118872,1
1729562492,1729562471,2
1729562492,7153351883,1
1729562496,1579567736,1
1729562496,5480460208,1
1729562496,5480460209,1
1729562496,5987328980,1
1729562504,1029461837,1
1729562504,1029461842,1
1729562504,4608003057,1
1729562504,5325719552,1
1729667571,1729667574,1
1729667571,4183516980,1
1729667571,6504275567,1
1729667574,298464615,2
1729667574,1729667571,1
1738271098,2038058752,2
1739173320,1303516923,1
1739173320,1582952760,1
1739173320,5114643216,2
1754665139,26489351,1
1754665139,1754665140,2
1754665140,17345268,1
1754665140,1754665139,2
1754665140,5970498701,1
1754665142,5970498699,2
1754665152,17345268,1
1754665152,1754665145,1
1754788597,7235679,2
1754788597,1369055537,1
1754788597,1582952738,1
1768510465,6923443859,1
1783390939,20908382,1
1783390939,292485555,1
1783390939,3474118286,1
1784421026,2365455751,2
1784499632,8118523,1
1784499643,698646,1
1784499643,4931068906,1
1784499658,18011549,1
1784499666,4931068906,1
1785106026,20974550,1
1785106026,1785106033,2
1785106033,1785106026,2
1785106033,3991376018,1
1787652839,4927557922,1
1787832816,606928964,1
1794262135,7056531174,1
1794362542,3086466166,1
1798826433,1798826439,1
1798826439,7313648,1
1798826439,1476900180,2
1798826439,1798826433,1
1800856216,1476900180,1
1801254752,9893481623,1
1801254752,9893481702,1
1801254763,697526,2
1801254763,9893481758,1
1801254778,1801254779,2
1801254778,9821947474,2
1801254779,251455431,2
1801571390,271653178,1
1801580221,7719030124,1
1801580958,7952259349,2
1802532149,8086436,1
1802532158,8086436,1
1802532202,274873250,1
1802532234,1802532241,1
1802532238,1802532241,1
1802532241,1573491370,1
1802532241,1802532234,1
1802532241,1802532238,1
1802532241,1802532269,1
1802532269,1802532241,1
1802532285,1573491372,1
1802532288,1573491372,1
1802721907,17914817,2
1802721907,278387816,1
1802721907,1607347387,2
1802783133,6328316211,1
1803735371,10233262479,2
1803788903,2327449232,2
1803788903,10616628347,1
1803788903,10674335593,2
1803799660,4199695628,1
1803874705,7570727616,1
1803896827,288722484,1
1803896832,288722484,1
1803896832,288722485,1
1803896836,288722485,1
1803909380,17176982,1
1803909380,303852772,1
1803909381,272863907,1
1803909387,272863907,1
1803909392,272863907,1
1803914970,17176975,1
1803914973,1803914985,1
1803914973,2231748626,1
1803914973,4214514456,1
1803914985,1803914973,1
1822829861,4307365117,1
1823225041,1657478000,1
1834626316,697522,1
1849285474,4289244937,2
1865334517,8118523,2
1865334517,1865334519,2
1865334517,9571087213,1
1865334519,1865334513,1
1865334519,1865334517,2
1865334519,9571087210,1
1866593625,2488364312,1
1866593625,4289336389,1
1866593625,4289336395,1
1866790186,1679793077,1
1866790186,6949772169,3
1866790186,10676015843,1
1866790193,1866790195,2
1866790195,1004173009,1
1866790195,9249469001,2
1866790195,10653115982,2
1871902704,9924430848,1
1871902704,10206801161,2
1871902704,10570695818,1
1871902707,1871902713,3
1871902707,10570665029,1
1871902707,10584055657,1
1871902711,1629913475,2
1871902711,5316658776,1
1871902711,10584055661,1
1871902713,1629913406,1
1871902713,2913480963,1
1871902713,10570665036,1
1871914718,3428473290,1
1871914718,10616777925,2
1871914718,10675960408,1
1871914718,10675960419,1
1871966002,10233262360,1
1873376745,125453,2
1873376745,26561984,2
1873376745,1472966176,2
1874418839,298676317,1
1874418839,1696144131,1
1874418839,3562059452,2
1874418847,1874418839,2
1874418847,3562059452,2
1881264914,343921663,1
1887883425,3594037525,1
1896822370,792914,2
1903689125,10240278525,1
1905155285,8546305,2
1905155285,25248726,1
1905155285,8923647999,1
1905155285,10045446921,1
1905155286,1570026225,1
1905155286,1570026227,1
1905155286,5699199864,1
1905155286,5699199865,1
1906849637,4082804182,1
1923889068,781571,1
1944632366,26692435,1
1944632366,27085026,1
1944632366,1307947289,1
1944632366,1307947290,1
1944632366,3675330840,1
1944632366,7912308880,1
1944632366,10566474939,1
1958097454,5109935211,2
1959065322,8302236,3
1959065322,6733297037,1
1959065322,7424040143,1
1959065322,7878554403,1
1968350975,9865771105,2
1968350975,10233248887,2
1968350975,10233262401,2
1968350976,8696712265,1
1969034516,8546304,2
2021691355,6938223162,2
2021691355,6938223163,2
2021712626,2021894265,1
2021874017,2021874032,1
2021874028,2021874032,1
2021874032,287909959,1
2021874032,2021874017,1
2021874032,2021874028,1
2021874032,2035290806,1
2021894265,2021954906,1
2021894265,10557134134,4
2021954906,2021894265,1
2025460909,21788474,1
2025460909,1038435355,1
2025460909,6913910377,1
2025460911,17710382,2
2025460911,18165902,1
2025460911,6946538609,2
2025460911,6946538619,1
2035290806,2021874032,1
2036188738,10437896,2
2038058752,17852690,1
2038058752,287910042,1
2038058752,1738271098,2
2042811822,4524327180,1
2062358270,2062358276,2
2062358270,8306513908,2
2062358276,2062358270,2
2062358276,8714219739,1
2062613911,7476480,1
2062613911,7025770322,2
2062613911,9696090049,1
2062613911,11019943024,1
2062613912,2062613913,1
2062613912,4200080309,1
2062613912,9696090062,1
2062613913,2062613912,1
2062613913,6611055554,1
2066245917,17332929,2
2066245917,5503416928,1
2067337709,18090416,2
2073406002,6545701374,1
2090379166,1686070441,1
2090379166,3180509494,1
2094196011,5129168329,1
2094196013,5025125542,1
2119637703,17519633,2
2119637703,2119637700,1
2119882478,9597946529,1
2142583255,17343193,2
2153560297,7640630,1
2153560297,2153560301,2
2153560301,300633922,2
2153560301,2153560297,2
2153560301,2153564122,2
2153564121,6503265,3
2153564121,2153564122,2
2153564122,6503263,2
2153564122,2153560301,2
2153564122,2153564121,2
2155782417,287346618,1
2159729363,576911,1
2159729363,1064663100,2
2159729363,2159729365,2
2159729364,1064663102,2
2159729364,4225167459,2
2159729364,7575385370,2
2159729365,1365954129,1
2159729365,2159729363,2
2159729365,4225167459,2
2160794873,20849638,2
2172127617,8321836225,1
2177678719,7625993,1
2177683661,8563523,2
2178025585,8436186970,1
2178025590,2178030035,1
2178025592,747675722,1
2178025592,2178030039,1
2178030021,2283747701,1
2178030029,2283747713,1
2178030035,2178030039,1
2178030035,2178030040,1
2178030035,2523495892,2
2178030035,8436186967,2
2178030039,8436186967,1
2178030040,2178025592,1
2190032084,20917715,3
2190257464,20917723,1
2205993214,1491276143,1
2205993214,2524227438,1
2205993214,4428612142,1
2205993214,8892858813,1
2205993230,4428758852,1
2205997336,2205997344,2
2205997336,2205997346,1
2205997336,9712365666,1
2205997340,2205997341,2
2205997340,2205997348,1
2205997341,411806240,1
2205997341,2205997345,2
2205997341,9712365664,1
2205997344,118848,1
2205997344,2205997336,2
2205997344,9821947419,1
2205997345,118825,1
2205997345,2205997341,2
2205997345,4862622109,1
2205997348,2205997347,1
2205997348,9712365664,1
2205997348,9712365665,1
2206848492,17207400,2
2206848492,1374765448,1
2206848492,9362537993,1
2206848494,7302078,2
2206848494,20944613,1
2206848494,20944633,2
2206848494,9362537979,1
2206848497,7302080,1
2206848497,2206848518,2
2206848497,9611159085,1
2206848497,9611159086,1
2206848515,20944606,1
2206848515,5139755324,1
2206848515,9362537989,1
2206848518,2206848497,2
2206848518,4986183820,1
2206848518,5139751215,1
2206895597,8977497995,2
2206895597,10589601461,1
2206895597,10659728202,1
2206919807,2206919808,2
2206919807,3790821714,1
2206919807,7570730994,2
2206919808,296361272,2
2206919808,716767714,1
2206919808,2206919807,2
2206984410,279992577,1
2207056122,571820393,1
2207056122,2207056123,2
2207056123,278389362,1
2207056123,2207056122,2
2207118688,576726,1
2207169747,806897,2
2207169747,7676422817,1
2207169747,7676422825,1
2207169748,2207169757,2
2207169748,8951694130,1
2207169748,8951694154,1
2207169753,806897,2
2207169753,1527913083,1
2207169753,7676422817,1
2207169757,2207169748,2
2207169757,4868490690,2
2207169757,4868490691,1
2207188938,18164865,2
2207188938,18164896,1
2207188938,2207188982,3
2207188938,10570322863,2
2207188941,2207188959,2
2207188941,5793453484,1
2207188941,10570322856,1
2207188959,20908367,2
2207188959,2207188941,2
2207188959,10570322863,3
2207188967,269259758,2
2207188967,2207188982,2
2207188967,10570322861,2
2207188969,266531269,1
2207188969,2207188987,2
2207188972,18165892,1
2207188972,2207188985,2
2207188982,2207188938,3
2207188982,2207188967,2
2207188982,2953894722,1
2207188985,266531270,1
2207188985,2207188972,2
2207188987,2207188969,2
2207188987,9060848480,1
2211699871,6527626,1
2211855404,697775,2
2211855404,3100571355,2
2211855404,8977439265,2
2223530627,20922333,1
2226036729,7487077,2
2226036729,9865771106,2
2226036729,9910032135,1
2226036741,1727407058,2
2226036741,9865771100,2
2226036741,9910032162,1
2226036755,3627218951,1
2226036755,3627218953,2
2226036755,6048839944,1
2226036755,6048940990,1
2226046410,298518052,1
2226046410,2226046441,2
2226046410,9880957767,1
2226046417,298518060,1
2226046417,2226046422,2
2226046417,9865522260,2
2226046422,2226046417,2
2226046422,9865460387,1
2226046422,9865460405,2
2226046427,298476905,1
2226046427,2226046446,2
2226046427,9880957758,1
2226046432,706848,2
2226046432,2226046454,2
2226046432,9865460405,2
2226046437,2226046451,2
2226046437,9865460388,1
2226046437,9865460395,2
2226046441,7846719,2
2226046441,2226046410,2
2226046441,9865460413,2
2226046446,298476893,1
2226046446,298518056,2
2226046446,2226046427,2
2226046451,298518054,2
2226046451,2226046437,2
2226046451,9912644637,1
2226046454,298518063,2
2226046454,2226046432,2
2226046454,9880957760,1
2231748626,272862974,1
2231748626,1803914973,1
2231748639,272862918,1
2237029725,6651812224,1
2237901285,9324577324,2
2237901285,9651875404,1
2237901302,8118517,2
2237901302,2547460310,2
2237901317,3468335393,1
2237901317,4927512206,1
2237912305,9032680706,2
2253529683,2253529699,1
2253529699,278389463,1
2253529703,7731357,1
2253529703,3615732274,1
2253529707,7731357,2
2253529707,3615732274,2
2253529707,9150025334,1
2253529718,7245199409,1
2255813353,293476235,1
2255813356,2255813460,1
2255813356,2255813462,1
2255813359,2255813373,1
2255813373,2255813359,1
2255813373,2255813453,2
2255813373,2351918018,1
2255813373,5044540959,1
2255813379,8364351020,1
2255813390,8364351020,1
2255813418,8364351019,1
2255813419,2255813445,1
2255813419,2255813452,1
2255813419,2255813462,2
2255813419,10570665037,1
2255813420,247704716,1
2255813420,2255813473,1
2255813420,8364351017,1
2255813420,8364351019,2
2255813423,293476235,1
2255813430,296204400,1
2255813430,2255813455,1
2255813430,2255827400,1
2255813430,10570665024,1
2255813433,268575762,1
2255813433,1037630262,1
2255813433,2255813457,2
2255813445,2255813419,1
2255813452,2255813419,1
2255813453,2255813373,2
2255813453,2255813470,1
2255813453,2255813481,1
2255813453,2255813486,1
2255813455,2255813430,1
2255813455,2255813460,1
2255813457,24839872,1
2255813457,2255813433,2
2255813457,2351909440,1
2255813457,2870174873,1
2255813460,296204400,1
2255813460,2255813356,1
