u,v,traffic_p_count
6949772170,10677635665,2
6949776232,4929108058,1
6949776232,6949776233,2
6949776233,2378326510,1
6949776233,6949776232,2
6949920968,1234226399,2
6949920968,1633822556,1
6949920968,9320524935,1
6952255463,1242123649,2
6952255463,6952255464,2
6952255464,18165903,1
6952255464,6952255463,2
6952355268,6534097537,1
6952355268,6534097564,1
6952355268,6923443785,1
6952355268,6923443831,2
6952369737,6952369738,1
6952369738,1050213876,2
6952369738,6952369737,1
6952369738,6952369739,2
6952369739,4950834281,1
6952369739,6952369738,2
6952436280,6651812228,1
6952436280,6952436281,1
6952436281,279969058,2
6952436281,6952436280,1
6952436281,6952436282,2
6952436282,279969674,2
6952436282,6952436281,2
6952436282,6952436283,1
6952436283,6651812223,1
6952436283,6952436282,1
6952446659,1052770943,1
6952446659,6952446660,2
6952446659,7206382091,1
6952446660,5706462978,1
6952446660,6952446659,2
6952446660,6952537718,1
6952456968,697525,1
6952456968,6952456969,2
6952456968,9821927103,1
6952456969,6952456968,2
6952456969,9821947460,1
6952456969,9995821913,2
6952474335,8078322,2
6952474335,3625203382,1
6952474335,6952474346,2
6952474335,6952474352,2
6952474345,698680,2
6952474345,1573491331,2
6952474345,6952474346,2
6952474346,253180644,1
6952474346,6952474335,2
6952474346,6952474345,2
6952474352,8078322,2
6952474352,6952474335,2
6952474352,6952474353,2
6952474353,247805104,1
6952474353,1573491331,2
6952474353,6952474352,2
6952481769,6952481775,1
6952481775,118819,1
6952481775,319610438,2
6952481775,6952481769,1
6952481775,6952481777,1
6952481776,4860024724,1
6952481776,6952481777,1
6952481777,6952481775,1
6952481777,6952481776,1
6952481777,6952481778,1
6952481778,118819,1
6952481778,6952481777,1
6952481778,6952481779,2
6952481779,2205997340,1
6952481779,6952481778,2
6952490891,1619530781,1
6952490891,6952490892,2
6952490892,339559852,2
6952490892,6952490891,2
6952490893,1619530762,2
6952490893,6952490894,2
6952490894,1787832827,1
6952490894,6952490893,2
6952518838,4729771583,1
6952518838,6952518839,2
6952518839,253197044,2
6952518839,6952518838,2
6952518839,10881721165,1
6952537718,6952446660,1
6952537718,10004928515,1
6952603832,118787,2
6952603832,6952603833,2
6952603833,118792,2
6952603833,6952603832,2
6952603834,5394379177,1
6952603834,6952603835,2
6952603834,9795471037,1
6952603835,26212051,2
6952603835,6952603834,2
6952905795,118806,1
6952968207,3098681230,1
6955593873,3098681230,2
6955593873,5305490475,1
6955593873,10864775088,1
6979216247,747673451,1
6979216271,9151044941,7
6982007410,8121576,1
6991051645,1050213873,1
6991051651,4928282604,2
7005364775,4199695894,1
7005951311,7005951308,1
7020360608,1578141431,1
7025770322,2062613911,2
7025770322,7375071328,1
7025770322,11019943005,1
7034639139,1754665139,1
7043484146,93478894,1
7043484146,1588464243,2
7056509068,8324091,1
7056509068,1579322691,1
7056531162,8089662,1
7056531162,4200080308,1
7056531162,7056531163,2
7056531162,10690920228,1
7056531163,4200080308,1
7056531163,4200080309,1
7056531163,7056531162,2
7056531163,9789307163,1
7056531174,1794262135,1
7097821791,7097821794,1
7097821792,7097821795,1
7097821794,687876,1
7097821794,7097821795,2
7097821794,7432898424,1
7097821795,687876,1
7097821795,7097821792,1
7097821795,7097821794,2
7097821795,8349633308,1
7123959169,5900209352,1
7153351883,1729562492,1
7153394837,6952490892,1
7187568402,2353726390,1
7187568403,2302924767,1
7187568403,2353726390,2
7187568403,7187568430,1
7187568418,1330937538,1
7187568420,7187568423,1
7187568421,2302924770,1
7187568423,2428138756,1
7187568423,2683325896,2
7187568423,7187568420,1
7187568424,2428138770,2
7187568424,2683325896,2
7187568424,7187568426,1
7187568426,7187568424,1
7187568430,2428185164,1
7187568430,7187568403,1
7206382091,6952446659,1
7209467982,1014815197,1
7209467982,2760235831,2
7209467982,4945409407,1
7209467984,2760235833,1
7209471585,7209471586,1
7209471586,3624808716,1
7209471586,4945382715,1
7209471586,7212021141,2
7209471587,2760235836,1
7209471594,2760235831,1
7209471595,7209467982,1
7209471596,2760235830,1
7209471608,2760235832,1
7209471609,4945382657,1
7209471622,8441650277,1
7209471631,444973669,2
7209471631,3624783324,1
7209471631,7209471606,2
7209471635,7209471631,1
7209471635,8441650280,1
7212021120,4945382657,1
7212021124,7212021141,1
7212021125,2760235831,2
7212021125,7212021126,1
7212021125,7212021145,2
7212021127,7212021149,1
7212021128,7212021129,2
7212021128,7212021146,1
7212021128,7591805394,2
7212021129,7212021128,2
7212021129,7212021147,1
7212021129,7212021174,1
7212021130,2760235835,2
7212021141,2760235835,2
7212021141,7209471586,2
7212021141,7212021139,1
7212021144,2760235833,1
7212021145,7209471593,1
7212021145,7212021125,2
7212021145,7212021154,1
7212021146,7212021128,1
7212021147,7212021129,1
7212021148,7209471624,1
7212021148,7212021149,2
7212021148,7591805391,1
7212021149,444969539,1
7212021149,7212021148,2
7212021149,7591805389,1
7212021154,7212021145,1
7212021174,7212021128,2
7238667892,278380881,2
7238667892,7238667893,1
7238667893,7732032,1
7238667894,324749931,1
7238667895,324749931,1
7238667895,7238667901,1
7238667901,324749931,2
7238667901,4886121137,1
7240834679,697797,1
7240834679,3207917520,1
7240834682,697795,1
7240834682,697797,1
7240834683,3208181882,1
7245199404,7245199409,1
7245199409,1421313159,1
7245199409,2253529707,2
7245199409,7245199404,1
7245199409,9150025334,1
7251556687,1040150223,1
7252757188,5245672143,1
7252757188,6274216565,1
7252757188,8923658731,1
7252757188,10045338066,1
7283556839,20923508,1
7298852839,10233262444,2
7304328622,792840,1
7304328622,7304328623,1
7304328622,9933597483,1
7304328623,7304328622,1
7304953573,8621577318,1
7320237231,792009,2
7320545786,1372830575,1
7359826640,6513086920,1
7359826640,7359826641,1
7359826641,375469,2
7359826641,7359826642,1
7359826642,6513086917,1
7367137583,7660309621,1
7370195727,9944631044,1
7370195729,9775022315,2
7372303148,7373450480,1
7372303148,9789333814,1
7372303150,8361075799,1
7373450480,7372303148,1
7375071328,7025770322,1
7416620551,1054587477,1
7424040103,7424040104,1
7424040103,7424040144,1
7424040103,8371189150,1
7424040104,7424040103,1
7424040139,3296230846,1
7424040143,1959065322,1
7424040144,7424040103,1
7424040144,7424040145,1
7424040145,7424040144,1
7424040146,7424040145,1
7424040146,8371098903,2
7424040146,8925896452,2
7424040147,1552939204,1
7424040147,8371098899,1
7424040152,7878554412,1
7427909255,8085679,1
7430168974,7952457237,2
7430369468,6938347510,1
7430443424,6952474352,1
7431762371,2420865033,1
7432898414,7432898418,1
7432898416,7432898417,1
7432898417,7432898413,2
7432898417,7432898416,1
7432898417,7432898418,2
7432898418,298464610,2
7432898418,7432898414,1
7432898418,7432898417,2
7432898418,7432898419,1
7432898419,7432898418,1
7432898423,298464610,1
7432898423,1607372143,1
7432898424,7097821794,1
7432898427,12733816,1
7432898427,298464610,1
7434184332,725336,1
7437573896,3180508470,1
7439616970,257936885,1
7442110838,4393246382,1
7442110838,7442110839,1
7442110839,815757301,2
7442110839,995185681,1
7442110839,4393246338,2
7442110839,7442110838,1
7447554365,2066245917,1
7448948454,7235689,1
7456811588,2724297439,1
7456811588,2724297445,1
7456811588,2724297447,1
7456811588,9913869797,1
7456811606,7646343,2
7456869362,806897,2
7465109455,5325719562,1
7488957434,2332735520,1
7488957434,5251299746,1
7508678333,4927568087,2
7563505115,2283813944,1
7566111821,6805043316,1
7570726042,5326127003,1
7570726042,7570731040,1
7570726042,7570731053,1
7570727611,7570727616,1
7570727613,7570731113,1
7570727615,285487467,2
7570727615,4594375114,1
7570727616,1803874705,1
7570727616,7570727614,1
7570727616,7570731163,2
7570727617,7570726042,1
7570730994,2206919807,2
7570730994,3790821714,1
7570731026,3678127220,1
7570731026,7570731028,1
7570731026,7570731029,1
7570731027,7570731028,2
7570731027,7570731038,1
7570731027,7570731044,2
7570731028,3678127321,1
7570731028,7570731026,1
7570731028,7570731027,2
7570731029,296361272,2
7570731029,7570731026,1
7570731029,7570731036,1
7570731031,3678127220,2
7570731031,3678127321,1
7570731036,7570731028,1
7570731040,3678127318,1
7570731040,3678127322,1
7570731040,7570726042,1
7570731044,7570731027,2
7570731044,7570731037,1
7570731053,3678127322,1
7570731053,7570731031,1
7570731100,7570731114,1
7570731113,3677188246,2
7570731113,7570727612,1
7570731114,7570731102,1
7570731114,7570731166,2
7570731162,7570731163,1
7570731163,285487467,2
7570731163,7570727616,2
7570731163,7570731174,1
7570731165,7570731166,1
7570731166,3677188246,2
7570731166,7570731114,2
7570731166,7570731168,1
7577503513,1064663102,2
7588110002,1190835746,1
7588110002,1190835854,1
7588110035,1190835859,1
7588110172,1441310,2
7588110172,2424059336,1
7588110173,8087240,1
7588110173,7588110231,1
7588110219,972287548,2
7588110219,7588110233,1
7588110231,7588110173,1
7588110231,7588110232,1
7588110232,1441310,2
7588110232,972287548,2
7588110232,7588110231,1
7588110232,7588110233,1
7588110233,7588110219,1
7588110233,7588110232,1
7591805389,7212021149,1
7591805390,582300222,2
7591805390,2760235835,2
7591805390,7212021123,1
7591805391,7212021148,1
7591805392,7591805393,1
7591805393,7212021129,2
7591805393,7591805394,2
7591805394,444980387,1
7591805394,7209471598,1
7660309620,7370195727,1
7660309620,7660309621,2
7660309620,9944631042,1
7660309621,4581844459,3
7660309621,7660309620,2
7660309621,7660309623,1
7660309623,7660309621,1
7676422817,2207169747,1
7676422817,2207169753,1
7676422825,2207169747,1
7676422859,4225167459,2
7680386338,8086629,1
7680386338,7682540476,1
7680386338,7682540477,1
7680386338,10606295528,1
7682540476,7680386338,1
7682540477,7680386338,1
7699765501,792844,2
7699890009,7699890010,1
7699890010,7699890009,1
7710731293,4868490687,3
7719030124,1801580221,1
7726312673,7217655,2
7726312673,7726386312,2
7726386208,7726386367,1
7726386209,1190873107,1
7726386210,7726386366,1
7726386210,7726386382,1
7726386285,6357644312,1
7726386286,6357644331,1
7726386286,7726386303,1
7726386288,569012948,1
7726386288,7726386366,1
7726386291,6359420521,1
7726386291,7726386303,1
7726386303,7726386291,1
7726386303,7726386366,3
7726386303,8553130655,1
7726386308,6357644303,1
7726386308,6359420521,2
7726386308,7726386285,1
7726386312,697791,1
7726386312,7726312673,2
7726386312,8555353556,1
7726386313,697791,1
7726386313,7726386382,4
7726386313,8555330877,1
7726386313,8555353556,1
7726386366,6646132086,1
7726386366,7726386210,1
7726386366,7726386288,1
7726386367,5308313401,2
7726386367,7726386208,1
7726386367,7726386302,1
7726386382,6646132086,1
7726386382,7726386210,1
7726386382,7726386313,4
7726386382,8555353554,1
7729856017,6854176729,1
7752543165,8120060,1
7777550045,296199140,2
7795267696,288722476,1
7795267701,288722475,1
7795267718,288722476,1
7813419580,1712586432,1
7815541520,2211855404,1
7815541520,7815541521,2
7815541521,3100571345,1
7815541521,7815541520,2
7815541521,8491193460,2
7815541522,3100567824,2
7815541522,8491193460,2
7836945748,576713,1
7854846739,6503265,2
7878554387,8369440608,1
7878554389,8371239037,1
7878554390,8371239036,1
7878554392,8371239037,1
7878554395,7878554402,1
7878554395,8369440609,2
7878554399,7424040103,1
7878554401,7878554412,1
7878554403,8302236,1
7878554403,1959065322,1
7878554412,7424040152,1
7878554412,7878554401,1
7878554412,7878554413,1
7878554412,9431343606,1
7878554413,7878554412,1
7878554414,3284701146,1
7878554414,8369440601,1
7897418552,1277430192,1
7897418552,5315151307,1
7897418552,7897418555,1
7897418555,7897418552,1
7899100566,5109935211,1
7899100621,4252997883,1
7904807283,9353042582,1
7912308880,1944632366,1
7917569816,4519617384,1
7924143983,17176975,2
7924143983,1139435044,1
7924143983,4610694253,2
7924143983,6370760180,1
7952191337,7952191338,2
7952191337,7952259199,1
7952191338,7952191337,2
7952191338,7952191339,2
7952191338,7952191347,1
7952191339,7952191334,1
7952191339,7952191338,2
7952191339,7952191340,2
7952191340,7952191339,2
7952191340,7952191376,1
7952191341,7952191342,2
7952191341,9635039303,1
7952191342,7952191341,2
7952191342,7952191343,2
7952191342,7952191353,1
7952191343,271652093,1
7952191343,7952191342,2
7952191343,7952191344,2
7952191344,7952191343,2
7952191344,7952191364,1
7952191347,7952191342,1
7952191353,7952191343,2
7952191364,271652093,1
7952191364,7952191340,1
7952191366,7952191337,1
7952191377,7952191344,1
7952259199,271646980,2
7952259199,7952191341,1
7952259313,3910340724,1
7952259313,3910340727,2
7952259314,125457,1
7952259314,7952259315,2
7952259315,271648469,1
7952259315,7952259314,2
7952259319,7952259320,2
7952259319,7952259350,2
7952259319,7952259364,1
7952259320,279376543,1
7952259320,7952259319,2
7952259321,3910340722,2
7952259321,6631237518,1
7952259321,7952259322,2
7952259322,7952259321,2
7952259322,7952259363,1
7952259349,1801580958,2
7952259349,3910340718,2
7952259349,7952259356,1
7952259350,3910340721,1
7952259350,7952259319,2
7952259350,7952259364,1
7952259353,3910340718,1
7952259353,7952259350,2
7952259357,7952259349,1
7952259357,7952259353,1
7952259361,7952259313,2
7952259363,7952259315,1
7952259364,3910340722,1
7952259371,7952259353,1
7952457237,2398191510,1
7952457237,7952457258,2
7952457238,2398191522,1
7952457238,7952457259,2
7952457239,2398191534,1
7952457239,7952457260,2
7952457240,2398191518,1
7952457240,7952457261,2
7952457258,2687267410,1
7952457258,7952457237,2
7952457258,7952457259,2
7952457259,247764352,1
7952457259,7952457238,2
7952457259,7952457258,2
7952457260,18178313,1
7952457260,7952457239,2
7952457260,7952457261,2
7952457261,2687267409,1
7952457261,7952457240,2
7952457261,7952457260,2
7952457267,299587317,1
7952457271,7952457265,1
7952457272,2398191509,1
7952506382,7952457239,2
7952506384,20930083,2
7952506384,2398191534,2
7952523995,4849476121,1
7952523995,4849476122,1
7952524005,7952524006,1
7952524006,2398191509,2
7952524006,7952524005,1
7952524006,10571302016,1
7952524015,664688352,2
7952524015,4519617431,2
7952524015,7952524013,1
7952524018,4519617431,2
7952524018,7952524015,2
7952548292,2398191509,1
7983498977,22527535,1
8010597286,3661137021,2
8010597286,4184077791,1
8010597287,3636998412,1
8010597287,3661137021,1
8010597287,8010597286,1
8066426472,9800309573,1
8066478413,9846015854,2
8066478413,10186098848,1
8066478413,10186098850,1
8076215277,1468090607,2
8103264902,697775,1
8108162988,4519617474,1
8109952242,793277,2
8114964592,1473284,1
8117585797,17207401,2
8132030090,8228713,1
8146445550,8146445557,1
8146445555,17176982,2
8146445557,8146445550,1
8201330120,9747460749,1
8225026847,392832594,1
8225026847,8225026849,2
8225026847,10229462925,1
8225026849,1754808192,1
8225026849,8225026847,2
8225026849,10229361157,2
8289881062,31267569,1
8289881062,6759510908,1
8289881062,8289881063,2
8289881063,951525042,2
8289881063,8289881062,2
8289881063,8289881064,1
8289881064,951525042,1
8289881064,8289881063,1
8298188102,375466,2
8298188102,8298188103,2
8298188103,3676767757,1
8298188103,8298188102,2
8298188104,504013838,1
8298188104,8298188105,2
8298188105,2687461348,2
8298188105,8298188104,2
8300566258,3035052614,1
8300566271,3093669085,1
8300566275,3035052618,1
8300566277,2899149634,1
8306513900,1341480222,1
8306513900,8306513901,1
8306513900,10536944796,1
8306513900,10536944801,1
8306513901,8306513900,1
8306513908,7712497,2
8306513908,4502499799,2
8306513908,8712582123,1
8313980705,8313980707,1
8313980707,8313980705,1
8316167653,1185707939,2
8316167654,1185707939,2
8319435165,1552939204,2
8319435165,5030956389,1
8319435165,8491997171,2
8319435165,8925896451,2
8319476222,4555480822,2
8319476222,4868153041,1
8319476222,10048226640,1
8319476223,4555480822,2
8319476223,10048226640,1
8319476223,10048226646,1
8320557955,7726668,1
8320557955,298548451,2
8321836224,20917717,1
8321836225,2172127617,1
8321836226,8086163,1
8321836227,20917712,1
8325936245,298527255,2
8325936245,9853936419,1
8330082554,12731475,2
8330082554,8330082555,2
8330082554,8849205505,1
8330082555,269938590,1
8330082555,8330082554,2
8330082556,269938609,2
8330082556,8330082557,2
8330082557,293430279,1
8330082557,8330082556,2
8330082558,269598200,2
8330082558,8330082559,2
8330082559,24959324,1
8330082559,8330082558,2
8330082560,12731470,1
8330082560,8330082561,2
8330082560,8849205505,1
8330082561,269598202,2
8330082561,8330082560,2
8334632998,118868,2
8334632998,8657032180,1
8334632998,8893397612,1
8334632998,9893481645,1
8334638449,8334638450,2
8334638449,9893481704,1
8334638449,10587037000,1
8334638450,8334638449,2
8334638450,9893481622,1
8334638450,9893481742,1
8334638451,1801254752,2
8334638451,8334638452,2
8334638452,1055892,1
8334638452,8334638451,2
8339086678,7646327,1
8339086678,8339086679,2
8339086679,8339086678,2
8339086681,375473,2
8339094070,375471,2
8339094072,375477,1
8339387867,454628704,1
8347055766,298464623,2
8347055766,2421041087,2
8347055767,269598222,1
8347055767,8347055768,2
8347055768,269598219,2
8347055768,8347055767,2
8347055769,287509237,2
8347055769,2421041085,2
8349633308,7097821795,1
8361075799,286715939,2
8361075799,7372303150,1
8361075799,9747703062,1
8361075800,8089143,1
8361075800,296199160,2
8361075800,9747703062,1
8364351017,2255813420,1
8364351017,2255813460,1
8364351017,8364351019,1
8364351018,8364351020,1
8364351018,10563540159,1
8364351019,2255813418,1
8364351019,2255813420,2
8364351019,8364351017,1
8364351019,8364351020,2
8364351020,2255813379,1
8364351020,2255813390,1
8364351020,8364351018,1
8364351020,8364351019,2
8369440601,3284701154,1
8369440601,7878554414,1
8369440601,8369440602,2
8369440602,3284701271,2
8369440602,8369440601,2
8369440603,793290,1
8369440603,8369440604,2
8369440604,793278,2
8369440604,8369440603,2
8369440605,2318157454,1
8369440605,8369440606,2
8369440606,2318157458,2
8369440606,8369440605,2
8369440608,3284701146,2
8369440608,8369440609,2
8369440608,8371239036,2
8369440609,7878554387,1
8369440609,7878554395,2
8369440609,8369440608,2
8371098899,1477320632,1
8371098899,7424040147,1
8371098899,8491997172,2
8371098899,8925896452,2
8371098903,7424040146,2
8371098903,8371189156,2
8371098903,8925896450,1
8371098906,8371189156,1
8371189150,8371098903,1
8371189150,8371189156,1
8371189154,1552939204,1
8371189154,8925896451,1
8371189156,8371098903,2
8371189156,8371098906,1
8371189156,8371189154,1
8371239036,3284701146,2
8371239036,8369440608,2
8371239037,1364396418,1
8371239037,7878554389,1
8371239037,7878554392,1
8380949642,2351227947,1
8380949642,4849476169,1
8392946444,9747460749,1
8395697274,5114643216,2
8418796238,4927460205,1
8418796238,8418796239,2
8418796239,1437799333,1
8418796239,8418796238,2
8435220573,3677342722,1
8435220574,3677342722,1
8435704915,8122133,2
8435704915,1648299963,1
8435704915,9926894112,1
8435712821,8122133,2
8435712821,1704266821,1
8435712821,9926894112,1
8436186956,8436186957,2
8436186956,8436186958,1
8436186956,9944631044,2
8436186956,10039621393,2
8436186957,8436186956,2
8436186957,8457775437,2
8436186957,9944631043,1
8436186957,10039621389,1
8436186958,8436186956,1
8436186960,7625996,1
8436186960,8436186963,2
8436186961,7493385,2
8436186961,8436186962,2
8436186962,1342608274,1
8436186962,8436186961,2
8436186963,747675735,2
8436186963,8436186960,2
8436186967,2178025589,1
8436186967,2178030035,2
8436186967,8436186968,2
8436186968,2178030037,1
8436186968,8436186967,2
8436186968,8436186969,2
8436186969,2178030041,1
8436186969,8436186968,2
8436186970,2178030021,1
8436186970,2283747701,2
8441650264,7591805393,1
8441650277,2760235836,1
8441650277,4945410564,2
8441650280,444973669,1
8441650280,582300222,2
8441650284,3160222044,1
8441650292,8441650293,1
8441650293,8441650292,1
8441650296,11047105428,1
8441650297,6952518839,2
8441650298,4862583474,1
8441650299,3379557974,1
8441650334,1496314342,1
8441650334,2722426289,3
8447078647,10233248899,1
8447078648,10233248895,1
8447078652,10233262466,1
8447078653,10233262284,1
8447078654,1412162903,2
8447078654,9817479744,1
8447078654,9817479747,1
8447078654,10677635659,1
8447078656,8538443,2
8447078656,9817479737,1
8447078656,9817479738,1
8447078656,10544085380,2
8447283459,17914817,1
8457775437,8436186957,2
8464556868,17345266,2
8483834539,8483834540,1
8483834540,20927555,2
8483834540,8483834539,1
8483834540,8483834541,1
8483834540,10761077947,2
8483834541,8483834540,1
8483834545,125442,2
8483842824,17207401,2
8484248038,8484248039,1
8484248039,6625048994,1
8484248039,8484248038,1
8484248039,8484248040,1
8484248040,8484248039,1
8485128266,6503260,2
8485603431,673974402,1
8488806546,20917600,1
8489747549,276358720,1
8489747557,697822,2
8489747558,268690828,1
8491193460,4878994965,1
8491193460,7815541521,2
8491193460,7815541522,2
8491203075,7217657,2
8491203075,6359420501,2
8491203075,8491203079,2
8491203076,421432204,1
8491203076,8491203077,2
8491203076,8491203078,2
8491203077,1446653206,1
8491203077,8491203076,2
8491203078,298548449,2
8491203078,8491203076,2
8491203079,559943597,1
8491203079,8491203075,2
8491602201,2899149634,1
8491602206,5228486787,2
8491602206,6863780754,1
8491602206,10186215513,1
8491602211,8491602212,2
8491602211,8491602214,2
8491602211,9813222261,1
8491602212,8491602211,2
8491602212,8491602213,1
8491602212,8491663724,1
8491602213,2691486189,1
8491602213,8491602212,1
8491602214,2691458211,1
8491602214,6509427553,1
8491602214,10186215512,1
8491663718,5228486787,1
8491663718,8491663722,1
8491663722,6503269,3
8491663722,8491663718,1
8491663722,8491663723,1
8491663723,2691486189,1
8491663723,8491663722,1
8491663724,8491663722,1
8491997171,8319435165,2
8491997171,8925896444,1
8491997172,1477320632,1
8491997172,8371098899,2
8493001092,5045461919,1
8495747562,6727054761,1
8495747562,10169925751,2
8495747562,10169925752,1
8510073129,8328769,1
8523898456,8215313,1
8526370190,3180508470,1
8526376058,8526376060,1
8526376059,8526376060,1
8526376060,8084992,1
8526376060,24973634,1
8526376060,8526376058,1
8526376060,8526376059,1
8543124025,20944640,1
8543210514,10583316369,1
8553130645,1039454917,1
8553130655,7726386303,1
8553130658,1374694354,1
8555330877,7726386313,1
8555353554,7726386382,1
8555353556,7726386312,1
8555353556,7726386313,1
8560959530,4452335626,1
8575524951,7726641,2
8575524952,7726641,2
8575815752,8086412,2
8580024173,9353042582,2
8621577318,20929975,1
8621577318,7304953573,1
8621577318,7570727611,1
8628938224,9645583013,1
8628938225,5601380651,1
8628938225,9645583013,1
8655907731,20974549,1
8655907736,272862854,1
8657032176,118868,2
8657032179,8893397589,1
8657032180,8334632998,1
8658464205,7646313,2
8658464205,8086180,2
8659214328,4200305103,1
8663243441,8084929,2
8663243441,8960110428,2
8663243441,8960110436,2
8676366217,6854176729,1
8687399133,4934556059,1
8687407137,1193140975,1
8696712265,1968350975,2
8696712265,10233248887,2
8696712265,10233262399,2
8712582117,7712497,2
8712582117,4502499799,2
8712582123,8306513908,1
8712809213,8712813654,1
8712813654,8712809213,1
8745786743,423224519,1
8745786743,9951537131,1
8745786743,9951537132,1
8760628378,288723022,1
8764411928,3142841792,1
8792002664,7224402,2
8792002664,7726668,1
8792002667,3262975604,1
8796321042,8546308,1
8796321042,18023268,1
8796321042,4669043028,1
8796321048,8546305,2
8796321048,18023273,1
8796321048,10045446921,1
8796321073,8086432,1
8796321073,17552586,2
8796321073,6805490266,2
8796321073,8796321074,2
8796321074,5275812467,1
8796321074,8796321073,2
8807224343,298719903,1
8807224343,9320524973,1
8807224343,9320525013,2
8809580137,8809580138,1
8809580138,8809580137,1
8825937672,18090416,2
8825938018,698683,1
8826030110,274873250,1
8849205505,8330082554,1
8849205505,8330082560,1
8852631404,11038633526,1
8852856922,10560322295,2
8852856975,9949845700,1
8852856975,10560322295,2
8852856975,10570665040,1
8857169914,20930736,2
8880171293,4513737658,1
8880171293,5550759429,1
8880171293,5550759439,1
8883235604,6651812330,1
8883246426,4945531190,1
8883246428,4945531190,1
8883246430,3574460105,1
8883246430,4945531190,2
8883246430,8883246429,1
8883246437,8883246430,1
8883246441,9681744553,1
8892858813,2205993214,1
8892909235,8892909264,2
8892909235,8892909401,1
8892909235,8892909460,1
8892909235,8892909474,1
8892909253,9386025004,1
8892909264,8892909235,2
8892909264,8892909341,1
8892909264,8892909401,1
8892909264,8892909460,1
8892909341,8892909264,1
8892909401,8892909235,1
8892909401,8892909264,1
8892909460,8892909235,1
8892909460,8892909264,1
8892909474,8892909235,1
8893397589,5347212856,1
8893397589,8657032179,1
8893397589,9883869853,1
8893397589,9883869855,1
8893397597,118868,2
8893397612,8334632998,1
8894367058,4945266604,1
8907339834,3180508470,1
8907339879,1472966169,2
8923647999,1905155285,1
8923658627,8923658876,1
8923658636,6479606924,1
8923658691,1579405491,1
8923658699,8923658711,1
8923658711,8923658699,1
8923658731,7252757188,1
8923658752,8923658865,1
8923658865,8923658752,1
8923658876,8923658627,1
8925896443,7424040147,1
8925896443,8491997172,1
8925896444,1552939204,2
8925896449,7424040146,1
8925896450,1552939204,1
8925896451,5030956389,1
8925896451,8319435165,2
8925896452,7424040146,2
8925896452,8371098899,2
8925896452,8925896449,1
8947362967,20908315,1
8947362967,8947362979,2
8947362979,3835181611,1
8947362979,8947362967,2
8949022921,5996601373,1
8951694154,2207169748,1
8960110426,3380301433,1
8960110426,8960110427,2
8960110426,8960110430,2
8960110427,8960110426,2
8960110427,8960110428,2
8960110427,8960110431,2
8960110428,8663243441,2
8960110428,8960110427,2
8960110428,8960110432,2
8960110430,3358026097,1
8960110430,8960110431,2
8960110430,9015694175,1
8960110431,1574275014,1
8960110431,8960110430,2
8960110431,8960110432,2
8960110432,1574274904,1
8960110432,8960110431,2
8960110432,8960110436,2
8960110436,8084930,2
8960110436,8663243441,2
8960110436,8960110432,2
8976545062,7712508,2
8976545062,2292875749,1
8976545062,4929108074,1
8977396148,6535946990,1
8977396149,6535946995,1
8977396151,6535947014,1
8977396157,2450980668,1
8977396158,6535947158,1
8977396159,325721770,1
8977396159,6535947152,1
8977396165,4393215824,2
8977396165,8977396175,2
8977396175,4393215585,2
8977396175,4393215824,2
8977396175,8977396171,1
8977396177,4393215586,1
8977396177,4393215824,1
8977396178,4393215586,1
8977396182,6511276315,1
8977396187,8977396192,2
8977396189,2516857008,1
8977396189,6359420297,1
8977396191,3635213519,2
8977396191,8977396188,1
8977396191,8977396192,2
8977396192,2516857008,2
8977396192,8977396189,1
8977396192,8977396191,2
8977396194,4393246320,2
8977396194,8977396196,2
8977396196,995185681,1
8977396196,4393246320,2
8977396196,4393246338,2
8977439265,1153588532,1
8977439265,2211855404,2
8977439265,2402868685,1
8977439265,9877017511,1
8977497987,698030,2
8977497989,1681559095,1
8977497989,8977497987,1
8977497991,2327425951,2
8977497991,2378150442,1
8977497991,9955699297,1
8977497995,2206895597,2
8977497995,2378150441,1
8977497995,10655453950,1
8977497997,2327425944,2
8977497997,2378150445,1
8977497997,10651284771,1
8977498000,2625927886,2
8977498000,4581844460,2
8977498000,4929119351,1
8977498006,5824034045,1
8977498007,2625927871,1
8977498007,4929108030,1
8977498016,4581844460,1
8990288645,7729281,2
8995226528,6651812225,1
8995226542,6651812226,1
8995918487,5601380651,1
8999256097,9415647410,1
9015694175,8960110430,1
9032680699,4927512200,1
9032680699,9032680706,2
9032680699,9032715157,2
9032680706,2237901317,2
9032680706,9032680699,2
9032680706,9320524956,1
9032680713,9032715127,2
9032680713,9032715157,4
9032715121,1234226432,1
9032715121,9032715127,2
9032715121,9320524973,1
9032715127,698647,1
9032715127,9032680713,2
9032715127,9032715121,2
9032715157,4927512200,1
9032715157,9032680699,2
9032715157,9032680713,2
9060692561,5677438504,1
9072338840,792849,2
9072338849,792850,2
9072338857,4459313598,1
9072338861,1242123661,1
9072338861,2599647211,1
9072338861,4459313598,1
9073520578,1388596024,1
9084229146,8085618,2
9084229146,3207917500,1
9084229147,2450971101,1
9084807564,662902,2
9087814756,1190835859,1
9095701677,6805490391,1
9095774208,8140224,1
9150025334,2253529707,1
9150025334,3615732278,1
9150025334,7245199409,1
9151044933,9151044941,8
9151044941,6979216271,7
9151044941,9151044933,8
9152203807,4929108040,1
9152203813,9152203814,1
9152203814,3535823228,1
9152203814,9152203813,1
9152203814,9152203815,1
9152203815,9152203814,1
9152723311,2352201260,1
